N	2gram	Ircho_Kome_1	Istorich
1	и в	22	26
2	т е	13	22
3	так как	4	18
4	потому что	5	13
5	что в	6	12
6	таким образом	8	12
7	в том	11	12
8	и на	3	12
9	в этом	3	12
10	мы видели	2	11
11	может быть	9	11
12	с другой	5	10
13	в образе	3	10
14	том что	12	10
15	и т	9	10
16	и не	8	10
17	не только	10	10
18	что он	6	9
19	еще не	2	9
20	но и	11	9
21	в нем	4	8
22	все же	3	8
23	вместе с	2	8
24	другой стороны	5	8
25	т д	4	8
26	с одной	3	7
27	мы можем	4	7
28	одной стороны	3	7
29	и его	8	7
30	у него	3	7
31	о том	8	7
32	но в	4	7
33	в греции	4	6
34	то что	2	6
35	ее в	2	6
36	как в	5	6
37	так в	4	6
38	не может	2	6
39	в виде	3	6
40	в более	3	6
41	и с	3	6
42	мы не	3	6
43	чаще всего	3	5
44	у нас	3	5
45	как и	9	5
46	в его	5	5
47	так и	5	5
48	то же	6	5
49	как это	3	5
50	тем что	4	5
51	в то	10	5
52	только в	3	5
53	его в	3	5
54	прежде всего	5	4
55	здесь мы	3	4
56	но это	2	4
57	до сих	2	4
58	все что	2	4
59	на его	5	4
60	и тем	2	4
61	что и	4	4
62	сих пор	2	4
63	на землю	3	4
64	как мы	4	4
65	и по	6	4
66	а также	4	4
67	в других	2	4
68	одну из	2	4
69	и ее	3	3
70	независимо от	2	3
71	в частности	3	3
72	могут быть	3	3
73	в них	3	3
74	в одном	8	3
75	к этому	4	3
76	вопрос о	3	3
77	в тех	3	3
78	не в	6	3
79	такой же	2	3
80	же как	3	3
81	в качестве	4	3
82	то время	5	3
83	это еще	2	3
84	наряду с	2	3
85	главным образом	3	3
86	почти всегда	2	3
87	еще в	5	3
88	один из	5	3
89	со стороны	2	3
90	а в	6	3
91	при этом	5	3
92	и других	7	3
93	и вот	4	3
94	там же	3	3
95	из которых	2	3
96	время как	4	3
97	или в	2	3
98	в своих	2	3
99	если они	2	3
100	в себе	2	3
101	как будто	2	3
102	того как	3	3
103	в форму	2	2
104	и как	3	2
105	однако в	3	2
106	что у	2	2
107	но он	2	2
108	того же	2	2
109	здесь и	2	2
110	после смерти	3	2
111	вовсе не	2	2
112	на то	3	2
113	к тому	6	2
114	мы знаем	2	2
115	он был	2	2
116	по отношению	3	2
117	что они	4	2
118	одна из	2	2
119	но не	2	2
120	так же	3	2
121	и хотя	2	2
122	после того	3	2
123	было бы	2	2
124	и сам	3	2
125	в свои	3	2
126	большей частью	2	2
127	относится к	2	2
128	всяком случае	2	2
129	ни одной	2	2
130	даже в	3	2
131	могли быть	2	2
132	отношению к	3	2
133	ни в	6	2
134	мы найдем	2	2
135	на него	4	2
136	в форме	2	2
137	то и	2	2
138	он не	3	2
139	только что	2	2
140	должны были	8	2
141	именно на	2	2
142	в уже	2	2
143	известно что	4	2
144	в древней	2	2
145	где он	2	2
146	в городе	2	2
147	во всяком	2	2
148	что касается	2	2
149	из его	4	2
150	ту же	2	2
151	в этой	7	2
152	и формы	2	2
153	ничего не	3	2
154	е в	2	2
