N	2gram	Bakhtin_Fr_7	RusskieA
1	и в	41	29
2	что в	9	22
3	том что	4	22
4	в том	11	22
5	как бы	7	18
6	и другие	3	14
7	в землю	3	13
8	может быть	4	13
9	так как	3	13
10	во время	3	12
11	как и	14	11
12	одна из	4	11
13	в этом	15	11
14	все это	10	10
15	и с	4	10
16	не только	5	10
17	а на	2	9
18	о том	6	9
19	а в	5	9
20	но и	9	8
21	его в	3	8
22	мы видели	5	7
23	как в	5	7
24	или в	2	7
25	на голову	2	6
26	мы не	2	6
27	же в	2	6
28	еще не	2	6
29	вместе с	5	6
30	таким образом	19	6
31	при этом	3	6
32	и на	4	6
33	в данном	2	6
34	мы имеем	2	6
35	на земле	4	5
36	потому что	5	5
37	это не	6	5
38	к этому	5	5
39	то что	8	5
40	к жизни	4	5
41	не может	3	5
42	земли и	3	5
43	но в	8	5
44	именно в	2	4
45	в них	7	4
46	и все	14	4
47	уже не	2	4
48	по существу	8	4
49	не в	9	4
50	из них	3	4
51	к нему	5	4
52	а также	2	4
53	так же	5	4
54	то же	13	4
55	на них	3	4
56	а не	2	4
57	в которых	2	4
58	их в	2	4
59	далеко не	2	4
60	на этом	5	3
61	тем что	3	3
62	в этих	2	3
63	в качестве	9	3
64	и других	2	3
65	и от	8	3
66	в году	5	3
67	для этой	3	3
68	связаны с	2	3
69	до конца	2	3
70	того что	2	3
71	было бы	4	3
72	на землю	2	3
73	не имеет	3	3
74	во всех	3	3
75	в свете	3	3
76	все эти	13	3
77	и по	3	3
78	как мы	11	3
79	но он	4	3
80	в этой	13	3
81	что это	4	3
82	и всем	2	2
83	никогда не	2	2
84	по этому	3	2
85	связанные с	3	2
86	в образе	4	2
87	это в	3	2
88	прежде всего	11	2
89	представлений о	2	2
90	что и	5	2
91	нас не	2	2
92	в новой	7	2
93	кроме того	3	2
94	и как	2	2
95	у них	2	2
96	совсем не	3	2
97	на другой	2	2
98	связано с	2	2
99	после того	4	2
100	смерти в	3	2
101	все то	3	2
102	не совсем	2	2
103	в виду	4	2
104	должен быть	2	2
105	в своей	3	2
106	вся эта	2	2
107	в руках	3	2
108	дело не	2	2
109	в самый	2	2
110	в форме	3	2
111	в их	3	2
112	влияние на	4	2
113	того как	5	2
114	не было	3	2
115	в течение	2	2
116	на самом	2	2
117	представлениями о	2	2
118	мы здесь	2	2
119	из которых	2	2
120	и для	5	2
121	должно быть	4	2
122	можно было	3	2
123	жизнь и	2	2
124	и то	2	2
125	с этим	2	2
126	и ее	2	2
127	и еще	2	2
128	в то	10	2
129	в которой	2	2
130	та же	4	2
131	есть в	6	2
