N	2gram	Trubetskoy_1	Myshleni
1	точки зрения	13	26
2	таким образом	22	26
3	в том	11	24
4	и в	26	23
5	том что	7	21
6	с точки	6	18
7	того чтобы	5	17
8	то что	7	17
9	в этом	15	17
10	так же	5	16
11	не только	10	16
12	того что	3	15
13	для того	5	15
14	что в	9	14
15	может быть	10	14
16	но и	9	14
17	в его	5	14
18	не может	4	12
19	как бы	12	11
20	сказать что	2	11
21	представляет собой	3	11
22	с другой	8	10
23	прежде всего	2	10
24	в отношении	6	10
25	в качестве	3	9
26	одной стороны	7	9
27	и не	8	9
28	между тем	2	9
29	и с	10	9
30	вместе с	15	9
31	самого начала	2	8
32	с самого	3	8
33	с одной	7	8
34	и на	2	8
35	в процессе	2	8
36	то же	4	8
37	в этой	4	7
38	в самом	4	7
39	в то	4	7
40	так как	9	7
41	с тем	18	7
42	что он	4	7
43	отношению к	3	7
44	с этой	3	6
45	же как	3	6
46	между этими	2	6
47	все это	6	6
48	именно в	2	6
49	лишь в	5	6
50	потому что	7	6
51	в силу	5	6
52	о том	6	6
53	по сравнению	2	6
54	мы можем	2	6
55	в себе	6	6
56	только в	4	6
57	можно сказать	3	5
58	и как	3	5
59	на то	2	5
60	для этого	2	5
61	что мы	2	5
62	мы должны	6	5
63	и все	2	5
64	если бы	3	5
65	но в	7	5
66	сравнению с	2	5
67	по своей	2	5
68	и что	4	5
69	он не	4	5
70	так и	6	5
71	связан с	2	5
72	и т.д	6	5
73	из этого	2	5
74	но не	8	4
75	что все	4	4
76	в свою	2	4
77	только что	2	4
78	не в	2	4
79	в пользу	2	4
80	при этом	3	4
81	друг с	5	4
82	но вместе	2	4
83	в котором	4	4
84	целый ряд	4	4
85	все эти	6	4
86	этом отношении	2	4
87	в результате	3	4
88	с его	2	4
89	для всех	2	4
90	в одном	3	4
91	к этому	3	4
92	и к	5	4
93	по существу	2	4
94	к тому	6	4
95	сих пор	5	4
96	приводит к	2	4
97	а с	7	4
98	хотя бы	3	4
99	как на	8	4
100	с другом	5	4
101	до сих	5	4
102	только для	2	3
103	уже в	2	3
104	что это	3	3
105	в своем	3	3
106	и от	4	3
107	из этих	10	3
108	на все	2	3
109	что именно	2	3
110	в общем	8	3
111	и если	3	3
112	его не	2	3
113	всегда и	3	3
114	в которых	4	3
115	же самое	2	3
116	тогда когда	2	3
117	всяком случае	6	3
118	в новом	2	3
119	превращается в	2	3
120	не могло	2	3
121	что оно	4	3
122	тем и	2	3
123	учение о	4	3
124	во всех	2	3
125	все же	6	3
126	если не	2	3
127	а не	5	3
128	из которых	4	3
129	на этот	4	3
130	во всяком	6	3
131	он в	2	3
132	связи с	9	3
133	еще на	2	3
134	и это	2	3
135	психической жизни	2	3
136	в которой	3	3
137	в области	9	3
138	за собой	3	2
139	связана с	2	2
140	никогда не	5	2
141	в конце	6	2
142	представление о	6	2
143	от них	2	2
144	в смысле	4	2
145	но все	7	2
146	же время	2	2
147	для него	3	2
148	несмотря на	6	2
149	вслед за	2	2
150	эти черты	2	2
151	не имеет	5	2
152	один из	2	2
153	не с	2	2
154	мы видели	2	2
155	не к	2	2
156	жизни и	2	2
157	и таким	3	2
158	начиная с	2	2
159	и наконец	2	2
160	и даже	3	2
161	а в	4	2
162	и те	3	2
163	виде в	2	2
164	одно из	2	2
165	к его	2	2
166	о котором	2	2
167	что эти	3	2
168	в этих	4	2
169	на нее	3	2
170	главным образом	8	2
171	в них	2	2
172	влечет за	2	2
173	к сожалению	3	2
174	ясно что	3	2
175	из всех	3	2
176	в значительной	3	2
177	связано с	2	2
178	со всеми	2	2
179	наконец в	2	2
180	и потому	6	2
181	когда он	3	2
182	с ней	3	2
183	в течение	4	2
184	уже не	3	2
185	с другими	4	2
186	можно назвать	2	2
187	и при	3	2
188	в виде	4	2
189	из этой	2	2
190	к другу	2	2
191	этими двумя	2	2
