N	2gram	Bakhtin_Pr_1	Mirosoze
1	и в	29	46
2	у достоевского	16	34
3	в нем	19	22
4	у него	5	22
5	может быть	24	21
6	в этом	22	20
7	никогда не	3	18
8	для него	18	18
9	и не	31	18
10	не только	15	18
11	но и	14	15
12	не может	12	15
13	человека в	4	14
14	как и	12	13
15	не есть	2	13
16	а не	22	13
17	прежде всего	7	12
18	друг друга	3	12
19	потому что	8	12
20	не было	4	11
21	в ней	2	11
22	но он	2	11
23	но в	7	10
24	он не	5	10
25	в себе	7	10
26	не в	7	9
27	достоевский был	3	9
28	не знает	3	9
29	и есть	2	8
30	но это	4	8
31	как бы	19	8
32	в своем	8	8
33	для достоевского	5	8
34	так как	6	8
35	отношение к	2	8
36	она не	7	8
37	в мире	6	7
38	в этой	4	7
39	что он	8	7
40	и к	2	7
41	ивана карамазова	4	7
42	и потому	6	7
43	как в	6	7
44	хотя бы	2	7
45	и для	4	7
46	он сам	3	6
47	вопрос о	2	6
48	так же	6	6
49	и здесь	3	6
50	жизни и	2	6
51	него нет	2	5
52	то же	14	5
53	я не	3	5
54	бы и	4	5
55	в отношении	2	5
56	в самом	10	5
57	один из	2	5
58	что она	6	5
59	человеческого духа	2	5
60	те же	2	5
61	достоевского к	4	5
62	это не	9	5
63	в конце	6	5
64	в духе	3	5
65	достоевский не	3	5
66	по преимуществу	2	5
67	то что	15	5
68	в своей	8	5
69	и его	14	5
70	в его	24	5
71	и это	5	5
72	что в	8	4
73	тому что	3	4
74	все что	3	4
75	до конца	8	4
76	они не	4	4
77	с его	9	4
78	в жизни	2	4
79	великого инквизитора	2	4
80	том что	7	4
81	что и	4	4
82	так и	7	4
83	т е	21	4
84	уже не	13	4
85	интересует достоевского	2	4
86	его на	2	4
87	себя и	2	3
88	и от	2	3
89	в каждом	8	3
90	ни в	3	3
91	в том	8	3
92	достоевский в	6	3
93	лишь как	7	3
94	и нет	2	3
95	и перед	2	3
96	и самого	4	3
97	менее всего	6	3
98	творчество достоевского	5	3
99	в своих	3	3
100	и на	7	3
101	сказать что	3	3
102	и с	4	3
103	творчестве достоевского	5	3
104	его в	6	3
105	в россии	2	3
106	с ним	5	3
107	если бы	9	3
108	в них	3	3
109	к другому	2	3
110	и во	2	3
111	достоевского не	12	3
112	что было	4	3
113	это и	5	3
114	есть и	2	3
115	до сих	2	3
116	самого достоевского	6	3
117	на почве	3	3
118	сих пор	2	3
119	от того	4	3
120	той же	5	3
121	тем что	4	3
122	он в	3	3
123	и человек	2	3
124	только в	10	3
125	отношении к	3	3
126	в творчестве	5	3
127	жизни не	2	2
128	не овладевает	2	2
129	а лишь	2	2
130	уже в	3	2
131	мир и	5	2
132	в человеке	3	2
133	но эта	4	2
134	все время	2	2
135	так что	2	2
136	лишь один	2	2
137	подполья и	2	2
138	со своим	2	2
139	из подполья	10	2
140	на его	2	2
141	жизни а	2	2
142	другого человека	4	2
143	же и	2	2
144	к нему	6	2
145	по отношению	8	2
146	как к	3	2
147	отношения к	3	2
148	достоевского и	7	2
149	должно быть	4	2
150	а в	7	2
151	к себе	2	2
152	в основе	4	2
153	не о	2	2
154	герои достоевского	3	2
155	точки зрения	19	2
156	самим собою	2	2
157	бы в	3	2
158	человек и	2	2
159	нет ни	2	2
160	е в	2	2
161	между тем	5	2
162	замыкается в	2	2
163	по достоевскому	3	2
164	были бы	4	2
165	и самое	3	2
166	превращается в	4	2
167	то он	2	2
168	же что	5	2
169	личности в	4	2
170	по себе	8	2
171	мы видим	2	2
172	связи с	2	2
173	в обычном	2	2
174	чем в	2	2
175	достоевского нет	3	2
176	и что	2	2
177	тот же	2	2
178	себе и	3	2
179	в сущности	5	2
180	оно не	3	2
181	отношению к	8	2
182	момент его	2	2
183	то перед	2	2
184	что же	4	2
185	но с	3	2
186	ни одного	2	2
187	можно было	2	2
188	тому как	3	2
189	достоевским и	2	2
190	правда в	2	2
191	последний день	2	2
192	подобно тому	3	2
193	сознания и	5	2
194	как будто	3	2
195	достоевского в	12	2
196	и этим	3	2
197	в которой	2	2
198	ничего не	5	2
