N	2gram	Voloshinov_1	Vladivir
1	и в	38	40
2	то что	8	28
3	и не	14	25
4	не только	27	25
5	то есть	4	24
6	но и	13	18
7	в том	2	18
8	том что	3	18
9	еще и	2	18
10	также и	2	17
11	в этом	10	16
12	в его	6	14
13	не может	12	14
14	точки зрения	10	13
15	вовсе не	2	13
16	только в	6	13
17	сказать что	3	12
18	даже и	2	12
19	в конце	6	12
20	никогда не	7	11
21	таким образом	7	11
22	потому что	5	11
23	о том	4	11
24	прежде всего	21	10
25	не просто	2	10
26	и потому	2	10
27	и его	7	10
28	что это	4	9
29	уже не	4	9
30	и с	5	9
31	и то	3	9
32	в своей	2	9
33	что же	8	9
34	в себе	9	9
35	в этой	6	8
36	для него	3	8
37	может быть	13	8
38	так же	4	8
39	он не	2	8
40	как мы	9	8
41	а не	6	8
42	к тому	4	7
43	и как	9	7
44	несмотря на	2	7
45	хотя и	3	7
46	а в	5	7
47	в своих	2	7
48	так как	7	7
49	с тем	8	7
50	того что	4	7
51	в то	9	7
52	что и	3	7
53	вместе с	5	7
54	как и	10	7
55	и здесь	3	6
56	да и	4	6
57	кроме того	2	6
58	и даже	3	6
59	не мог	3	6
60	и на	6	6
61	и от	7	6
62	об этом	3	6
63	почему же	2	6
64	не будет	3	6
65	так и	6	6
66	если не	3	6
67	хотя бы	18	6
68	с точки	5	6
69	но это	2	6
70	и это	7	6
71	для нас	3	5
72	тому же	2	5
73	эти три	2	5
74	должно быть	2	5
75	отношения к	3	5
76	в отношении	2	5
77	не было	2	5
78	все эти	2	5
79	в ней	8	5
80	отнюдь не	10	5
81	в одном	3	5
82	что он	2	5
83	у нас	4	5
84	мы уже	10	5
85	только на	3	5
86	можно было	4	5
87	конце концов	3	5
88	тем что	2	5
89	ничего не	8	5
90	но даже	2	4
91	тому что	5	4
92	вопрос о	2	4
93	в дальнейшем	2	4
94	в самом	4	4
95	ведь если	2	4
96	в котором	3	4
97	от того	3	4
98	бы и	2	4
99	мы должны	10	4
100	как это	5	4
101	и все	4	4
102	не с	3	4
103	но не	2	4
104	еще не	3	4
105	было бы	7	4
106	то же	14	4
107	а с	5	4
108	если мы	4	4
109	то он	3	4
110	в каком	2	4
111	все же	7	4
112	но в	5	4
113	или как	6	4
114	перед нами	3	3
115	уже в	5	3
116	независимо от	5	3
117	в качестве	4	3
118	это не	3	3
119	само собой	4	3
120	но все	4	3
121	при этом	9	3
122	но для	3	3
123	как бы	28	3
124	в виду	3	3
125	и тем	6	3
126	в нем	4	3
127	к нему	2	3
128	мы видели	5	3
129	в связи	2	3
130	не так	3	3
131	же самое	5	3
132	все то	2	3
133	но вот	3	3
134	мы имеем	2	3
135	если бы	4	3
136	как нечто	2	3
137	на самом	3	3
138	того чтобы	7	3
139	и эта	3	3
140	не в	6	3
141	и для	3	3
142	и вообще	2	3
143	здесь не	2	3
144	мы будем	6	2
145	ни к	2	2
146	в нашем	5	2
147	в этих	2	2
148	в какой	2	2
149	к своему	4	2
150	больше и	2	2
151	же время	7	2
152	но что	3	2
153	и само	3	2
154	и наконец	5	2
155	той или	3	2
156	на эти	2	2
157	себе и	2	2
158	не является	5	2
159	в целом	4	2
160	в разных	3	2
161	друг друга	2	2
162	может показаться	3	2
163	этом отношении	2	2
164	в обществе	4	2
165	и так	6	2
166	был и	2	2
167	себе в	2	2
168	но как	2	2
169	в начале	3	2
170	по своей	2	2
171	что мы	11	2
172	ни на	3	2
173	его в	4	2
174	нет ничего	2	2
175	и ни	2	2
176	бы в	5	2
177	не существует	4	2
178	с его	7	2
179	это же	2	2
180	с этим	2	2
181	в жизни	2	2
182	к этому	2	2
183	но мы	2	2
184	есть не	2	2
185	и к	4	2
186	при условии	2	2
187	не к	3	2
188	одно и	4	2
189	не нужно	2	2
190	сказать не	2	2
191	из них	3	2
192	одной из	2	2
193	совершенно не	3	2
194	в мире	2	2
195	как не	2	2
196	на него	4	2
197	при всем	2	2
198	на отдельные	2	2
199	всех своих	4	2
200	тем самым	7	2
201	заметить что	2	2
202	для того	9	2
203	роль в	3	2
204	мы не	9	2
205	собой разумеется	2	2
206	как например	2	2
207	связи с	3	2
208	в которой	7	2
209	как с	2	2
