N	2gram	Nazirov_Vr_1	Myshleni
1	и в	8	25
2	в том	3	23
3	на основе	2	22
4	том что	3	20
5	что в	7	17
6	так же	4	17
7	таким образом	2	17
8	как и	6	15
9	то что	7	15
10	в его	3	15
11	в этом	8	14
12	вместе с	2	14
13	может быть	4	13
14	как бы	4	10
15	и не	5	10
16	и что	8	10
17	связи с	3	9
18	тем что	3	8
19	уже в	4	7
20	столь же	2	7
21	не менее	2	6
22	же как	2	6
23	и у	3	6
24	не может	2	6
25	в связи	3	6
26	что он	4	6
27	не только	9	6
28	все же	6	6
29	точки зрения	2	6
30	все это	4	6
31	и как	3	5
32	но это	2	5
33	для него	2	5
34	при этом	4	5
35	одним из	3	5
36	о том	4	5
37	в этой	2	5
38	никогда не	2	4
39	в своем	3	4
40	на то	3	4
41	мы знаем	2	4
42	не мог	2	4
43	отнюдь не	2	4
44	из них	2	4
45	но и	7	4
46	а в	2	4
47	в то	5	4
48	с ним	4	4
49	в известном	2	4
50	и все	7	4
51	еще не	2	4
52	он не	3	4
53	и это	2	4
54	в свою	2	3
55	в него	2	3
56	в котором	6	3
57	их в	2	3
58	между тем	5	3
59	его в	3	3
60	к этому	3	3
61	но как	2	3
62	наряду с	3	3
63	а с	2	3
64	место в	2	2
65	то же	5	2
66	для нас	4	2
67	в нашей	2	2
68	в нем	6	2
69	в своих	4	2
70	в начале	6	2
71	с его	3	2
72	в них	2	2
73	и во	3	2
74	с нею	2	2
75	на первый	2	2
76	об этом	5	2
77	же в	2	2
78	этот момент	2	2
79	одна из	2	2
80	а также	2	2
81	в мире	2	2
82	в своей	2	2
83	уже не	2	2
84	и его	3	2
85	и то	2	2
86	в себе	2	2
87	в чем	3	2
88	в эту	2	2
