N	2gram	Voloshinov_1	Stilisti
1	и в	16	42
2	как бы	5	27
3	не только	7	27
4	и т.п	2	24
5	прежде всего	9	22
6	хотя бы	4	17
7	но и	4	15
8	то же	2	15
9	и не	4	14
10	может быть	17	12
11	не может	8	12
12	точки зрения	8	11
13	как и	2	11
14	мы уже	2	11
15	и как	3	10
16	что мы	2	10
17	отнюдь не	4	10
18	как мы	4	10
19	в этом	9	10
20	при этом	6	9
21	то что	3	9
22	мы не	2	9
23	таким образом	9	8
24	и это	6	8
25	никогда не	2	7
26	и на	4	7
27	так как	4	7
28	с его	7	7
29	было бы	2	7
30	и его	8	7
31	мы можем	9	7
32	только в	4	7
33	другими словами	2	6
34	в этой	4	6
35	но ведь	2	6
36	и так	2	6
37	в нем	4	6
38	во всех	3	6
39	так и	4	6
40	в области	3	6
41	своей жизни	2	5
42	и их	4	5
43	те же	3	5
44	с помощью	2	5
45	а в	3	5
46	и с	8	5
47	и наконец	4	5
48	как это	3	5
49	в его	4	5
50	вместе с	3	5
51	с точки	6	5
52	самого начала	4	4
53	что это	2	4
54	можно сказать	4	4
55	с самого	4	4
56	художественного творчества	4	4
57	в самом	2	4
58	один из	2	4
59	все это	4	4
60	так же	2	4
61	о том	2	4
62	его в	4	4
63	но в	4	4
64	не существует	2	4
65	и к	6	4
66	мы видим	2	4
67	если б	3	4
68	если мы	2	4
69	самом деле	6	4
70	и пр	12	4
71	связанных с	2	3
72	для нас	2	3
73	жизни и	3	3
74	что оно	2	3
75	и вот	3	3
76	и даже	4	3
77	нуждается в	5	3
78	их в	3	3
79	сказать что	7	3
80	в начале	2	3
81	и все	4	3
82	в одном	3	3
83	том что	3	3
84	еще не	5	3
85	конечно не	6	3
86	нет и	2	3
87	что и	2	3
88	не будет	2	3
89	отношения к	3	3
90	только на	3	3
91	на самом	4	3
92	что такое	5	3
93	между ними	3	3
94	и для	2	3
95	не знает	2	3
96	в голову	2	2
97	быть может	2	2
98	в душе	2	2
99	в частности	2	2
100	всех его	2	2
101	в том	3	2
102	но это	2	2
103	для него	6	2
104	в пределах	2	2
105	в него	5	2
106	но мы	4	2
107	в этих	3	2
108	отношение к	5	2
109	конечно мы	2	2
110	и содержание	2	2
111	все эти	5	2
112	все то	2	2
113	я и	6	2
114	в жизни	2	2
115	в основе	3	2
116	для всех	4	2
117	между собой	2	2
118	с этим	2	2
119	к этому	2	2
120	связанные с	2	2
121	что он	2	2
122	на первый	2	2
123	по своему	2	2
124	а на	2	2
125	и потому	3	2
126	и этот	2	2
127	не есть	2	2
128	войти в	2	2
129	как не	2	2
130	в своей	2	2
131	сих пор	3	2
132	с ним	2	2
133	да еще	2	2
134	в каком	2	2
135	и вообще	2	2
136	как с	2	2
