N	2gram	Propp_Isto_4	Freidism
1	таким образом	10	24
2	и не	9	23
3	не может	6	20
4	и пр	11	15
5	в этом	7	15
6	в его	5	15
7	с помощью	2	14
8	мы можем	6	13
9	может быть	14	13
10	и его	10	12
11	как и	7	11
12	как бы	3	11
13	то что	16	11
14	все эти	3	11
15	так и	10	10
16	как мы	5	10
17	его в	9	10
18	но в	5	10
19	и в	26	9
20	все что	4	8
21	что он	10	8
22	еще не	6	8
23	в своей	4	8
24	он не	7	8
25	не только	15	8
26	все это	2	8
27	то же	8	8
28	только в	3	8
29	и все	2	8
30	так как	9	8
31	мы знаем	8	7
32	ни в	2	7
33	к нему	6	7
34	мы видели	6	7
35	отношение к	2	7
36	те же	3	7
37	сказать что	2	7
38	мы уже	5	7
39	никогда не	2	6
40	вовсе не	4	6
41	того что	2	6
42	хотя бы	2	6
43	и с	5	6
44	знаем что	7	5
45	связь с	12	5
46	но мы	3	5
47	не в	5	5
48	в этой	2	5
49	что в	14	5
50	но и	12	5
51	а в	8	5
52	и на	2	5
53	могут быть	6	5
54	с этим	2	5
55	мы должны	5	5
56	не менее	2	4
57	но не	5	4
58	связанных с	2	4
59	и др	5	4
60	в этих	7	4
61	из этих	3	4
62	не дает	2	4
63	об этом	7	4
64	на этом	2	4
65	связанные с	3	4
66	при этом	3	4
67	другими словами	2	4
68	конечно не	2	4
69	от того	2	4
70	в нем	2	4
71	все же	9	4
72	и за	2	4
73	данном случае	3	4
74	между ними	3	4
75	уже не	5	4
76	с ними	5	4
77	в данном	3	4
78	этот вопрос	2	4
79	потому что	6	4
80	во время	7	4
81	не могут	2	3
82	главным образом	2	3
83	если бы	2	3
84	и есть	2	3
85	на себя	4	3
86	к себе	3	3
87	главе мы	2	3
88	в себе	2	3
89	и как	5	3
90	но это	3	3
91	она не	3	3
92	было бы	2	3
93	и тот	2	3
94	себя в	2	3
95	когда он	6	3
96	на него	3	3
97	вместе с	6	3
98	как в	7	3
99	и вот	2	3
100	и что	5	3
101	на этот	2	3
102	и по	5	3
103	между двумя	12	3
104	мы имеем	7	3
105	у него	5	3
106	человека с	3	3
107	и этим	2	3
108	одна из	2	3
109	есть и	2	2
110	уже в	2	2
111	этого не	2	2
112	видели что	3	2
113	но все	5	2
114	и другие	3	2
115	что это	2	2
116	это уже	2	2
117	его и	2	2
118	с другой	4	2
119	это не	5	2
120	формы и	2	2
121	к этому	5	2
122	в одну	2	2
123	же самое	2	2
124	таких случаях	2	2
125	тем не	2	2
126	для нас	3	2
127	это и	5	2
128	том что	3	2
129	а не	6	2
130	с этими	2	2
131	из них	2	2
132	которой он	2	2
133	что мы	3	2
134	но для	2	2
135	относится к	3	2
136	в своем	2	2
137	в этот	4	2
138	в свой	2	2
139	дело не	2	2
140	сих пор	5	2
141	что она	3	2
142	в мифах	2	2
143	и они	2	2
144	и у	5	2
145	и даже	4	2
146	дает нам	4	2
147	к этим	2	2
148	так же	18	2
149	на которой	2	2
150	мы видим	6	2
151	в таких	2	2
152	и то	6	2
153	их в	7	2
154	что и	9	2
155	и при	3	2
156	в другом	5	2
157	при помощи	10	2
158	до сих	5	2
159	тех же	2	2
160	только с	2	2
161	как это	3	2
162	в области	2	2
