N	2gram	Trubetskoy_1	FransuaR
1	и в	23	29
2	то есть	2	21
3	таким образом	31	20
4	и не	8	16
5	и все	7	13
6	в этой	6	13
7	как и	9	12
8	но в	4	12
9	так и	10	11
10	и на	6	11
11	в этом	12	11
12	то же	4	10
13	как мы	2	10
14	мы уже	4	10
15	в то	6	10
16	не только	7	10
17	вовсе не	2	9
18	в конце	4	9
19	но и	9	9
20	все эти	19	9
21	и с	5	9
22	его в	5	9
23	же время	2	8
24	прежде всего	3	8
25	в его	5	8
26	как бы	10	8
27	в них	2	7
28	мы видели	2	7
29	так же	8	7
30	в том	30	7
31	так как	7	7
32	из них	5	6
33	в сущности	2	6
34	этот процесс	2	6
35	что это	5	5
36	у него	5	5
37	все они	5	5
38	это не	3	5
39	того же	9	5
40	далеко не	5	5
41	в нем	3	5
42	и до	3	5
43	и по	3	5
44	в нашем	3	4
45	что он	7	4
46	по своему	5	4
47	еще не	5	4
48	которую он	2	4
49	конце концов	4	4
50	то что	18	4
51	жизни и	2	4
52	конечно не	3	4
53	все это	11	4
54	на самом	7	4
55	с другой	6	4
56	жизнь и	3	4
57	также и	2	4
58	в результате	9	4
59	точки зрения	13	4
60	в которой	5	4
61	всех этих	4	3
62	в частности	2	3
63	в своем	10	3
64	и так	2	3
65	с ее	2	3
66	что у	2	3
67	а затем	2	3
68	все же	13	3
69	но как	2	3
70	том что	19	3
71	в дальнейшем	2	3
72	то в	2	3
73	такой же	2	3
74	более или	7	3
75	мы можем	6	3
76	и сам	2	3
77	тот же	3	3
78	того что	6	3
79	и их	5	3
80	он не	3	3
81	к нему	2	3
82	образом и	2	3
83	или менее	7	3
84	другой стороны	5	3
85	как к	5	3
86	в разных	3	3
87	при этом	9	3
88	и других	2	3
89	у них	6	3
90	образом в	3	3
91	того чтобы	8	3
92	для того	8	3
93	с ними	2	3
94	в ней	3	3
95	в себе	5	3
96	по своей	7	3
97	почти все	2	3
98	в эту	2	3
99	связи с	4	2
100	уже и	3	2
101	к этому	5	2
102	в этих	3	2
103	что такие	2	2
104	другими словами	2	2
105	в жизни	3	2
106	со своими	2	2
107	к тому	8	2
108	и к	5	2
109	на первый	2	2
110	все в	2	2
111	из этого	6	2
112	тех кто	5	2
113	что они	2	2
114	есть в	2	2
115	именно в	5	2
116	на этом	2	2
117	но не	2	2
118	в себя	2	2
119	как известно	3	2
120	то время	2	2
121	одной стороны	2	2
122	не может	17	2
123	может быть	16	2
124	между прочим	2	2
125	том же	4	2
126	хотя и	4	2
127	никогда не	4	2
128	в виду	2	2
129	в котором	2	2
130	и для	6	2
131	на этой	2	2
132	в ту	2	2
133	в их	4	2
134	с одной	3	2
135	они не	2	2
136	и у	4	2
137	и наконец	3	2
138	с точки	8	2
139	между ними	2	2
140	друг друга	2	2
141	как на	4	2
142	в своих	2	2
143	и то	4	2
144	их в	2	2
145	и при	6	2
146	в основе	2	2
147	как будто	5	2
148	только в	6	2
149	в один	2	2
150	мы сказали	3	2
151	о том	7	2
152	если же	3	2
153	и это	3	2
154	с ним	6	2
155	это конечно	2	2
156	же не	3	2
