N	2gram	Bakhtin_Pr_2	Hudozhes
1	и в	45	28
2	в рассказе	3	21
3	том что	7	19
4	в ее	3	18
5	и не	42	18
6	в том	8	15
7	а не	10	14
8	не в	8	13
9	в этом	20	13
10	о том	3	12
11	перед нами	4	11
12	как и	14	11
13	при этом	2	11
14	в его	22	11
15	не только	16	11
16	уже не	6	10
17	но и	15	9
18	в себе	5	9
19	в жизни	3	8
20	что он	7	8
21	может быть	18	8
22	себя в	2	8
23	так и	3	8
24	я не	6	7
25	жизни в	2	7
26	об этом	3	7
27	в мире	3	7
28	отношению к	8	7
29	что она	4	7
30	по отношению	8	7
31	с ним	8	7
32	как это	2	7
33	это не	3	6
34	можно сказать	2	6
35	в котором	7	6
36	то что	5	6
37	жизни и	15	6
38	в своей	6	6
39	человеческой жизни	2	6
40	если бы	2	6
41	то же	5	6
42	не было	2	6
43	а в	3	6
44	и с	7	6
45	тем что	2	6
46	для себя	3	6
47	в то	5	6
48	я и	3	6
49	с его	8	5
50	и другие	4	5
51	не менее	2	5
52	у него	6	5
53	в своем	5	5
54	как бы	15	5
55	как в	4	5
56	с ее	3	5
57	что в	6	5
58	она не	5	5
59	и сам	3	5
60	в самом	13	5
61	никогда не	17	5
62	его жизни	2	5
63	и его	8	5
64	рядом с	3	5
65	для него	9	5
66	ничего не	3	5
67	бы и	3	4
68	превращается в	4	4
69	у вас	2	4
70	своей жизни	3	4
71	но не	6	4
72	что они	3	4
73	же время	3	4
74	в художественном	3	4
75	и о	2	4
76	он не	9	4
77	что и	5	4
78	как раз	6	4
79	не может	24	4
80	человека в	5	4
81	подобно тому	2	4
82	только в	9	4
83	тому как	2	4
84	бы не	3	3
85	в человеке	10	3
86	все время	3	3
87	человек в	3	3
88	была бы	3	3
89	в них	4	3
90	характерно что	2	3
91	о них	2	3
92	о себе	3	3
93	в одном	6	3
94	человека и	2	3
95	что все	3	3
96	личности в	3	3
97	прежде всего	11	3
98	в нем	20	3
99	и ее	7	3
100	самом деле	4	3
101	все что	3	3
102	есть и	3	3
103	еще не	9	3
104	было бы	4	3
105	одной из	2	3
106	среди других	2	3
107	в ней	7	3
108	мы уже	3	3
109	в этих	4	3
110	все они	4	3
111	на него	2	3
112	со стороны	4	3
113	все это	5	3
114	а с	3	3
115	и он	3	3
116	так же	5	3
117	или в	2	3
118	можно было	2	3
119	с другими	7	3
120	с ними	4	3
121	и на	7	3
122	что у	4	3
123	как он	4	3
124	героя и	7	3
125	к нему	11	3
126	все его	3	3
127	в основе	2	2
128	автора и	2	2
129	только для	2	2
130	он сам	6	2
131	сам он	2	2
132	а о	3	2
133	себя и	2	2
134	его и	3	2
135	с матерью	2	2
136	именно в	3	2
137	не как	6	2
138	и от	3	2
139	а за	2	2
140	вовсе не	7	2
141	а как	4	2
142	со всей	2	2
143	или иной	3	2
144	как мы	8	2
145	же как	4	2
146	одна из	3	2
147	как у	2	2
148	на пороге	4	2
149	человеческих отношений	2	2
150	они и	2	2
151	что не	5	2
152	и к	2	2
153	о двух	2	2
154	я это	2	2
155	не по	3	2
156	он уже	2	2
157	о нем	6	2
158	все те	2	2
159	до сих	2	2
160	не является	3	2
161	один из	2	2
162	в нашем	2	2
163	это было	2	2
164	все же	4	2
165	точкой зрения	2	2
166	отношение к	8	2
167	как же	2	2
168	из них	9	2
169	ни с	2	2
170	сих пор	2	2
171	что же	4	2
172	мысли и	3	2
173	и внутренне	2	2
174	как на	2	2
175	здесь не	2	2
176	в контексте	2	2
177	того как	3	2
178	и становится	2	2
179	те же	2	2
180	лишь в	2	2
181	тем самым	2	2
182	и у	2	2
183	и эта	3	2
184	между ними	4	2
185	ни одного	3	2
186	хотя бы	5	2
187	и для	2	2
188	с точки	9	2
189	сказать что	5	2
190	потому что	8	2
191	точки зрения	19	2
192	с самим	2	2
193	и т.д	3	2
194	его в	3	2
195	зрения на	5	2
196	но в	6	2
197	тоже не	2	2
