N	2gram	Losev_Dial_3	slovoVRo
1	и в	24	41
2	в нем	3	30
3	и т	24	28
4	могут быть	2	19
5	но и	9	16
6	и не	27	16
7	точки зрения	25	16
8	не только	23	16
9	а не	26	15
10	то же	6	14
11	может быть	13	14
12	не может	19	14
13	и его	5	14
14	и на	3	14
15	в то	5	14
16	в сущности	10	13
17	в его	2	13
18	же время	3	12
19	как бы	3	12
20	в этом	8	12
21	так и	5	11
22	слово в	2	10
23	или иной	4	9
24	той или	2	9
25	таким образом	13	9
26	все эти	3	9
27	себя в	2	9
28	прежде всего	8	8
29	точка зрения	5	8
30	в особенности	7	8
31	но в	2	8
32	как мы	2	8
33	с точки	14	8
34	или в	2	8
35	не в	3	7
36	и следовательно	2	7
37	вовсе не	13	7
38	все же	3	7
39	в слове	3	7
40	во всяком	2	7
41	это не	4	6
42	при этом	2	6
43	и даже	13	6
44	а в	2	6
45	в них	5	6
46	оно не	6	6
47	только в	5	6
48	с другой	4	5
49	в самом	7	5
50	всяком случае	2	5
51	все это	6	5
52	т д	23	5
53	в основе	3	5
54	и к	5	5
55	не на	6	5
56	к нему	3	5
57	перед нами	3	4
58	и от	3	4
59	кроме того	6	4
60	одной стороны	3	4
61	в ней	2	4
62	в их	2	4
63	за пределы	3	4
64	с одной	3	4
65	и формы	2	4
66	и с	6	4
67	и все	6	4
68	с его	2	4
69	как и	7	4
70	в смысле	2	4
71	еще не	2	4
72	и потому	2	4
73	о нем	4	4
74	быть и	3	4
75	другой стороны	2	4
76	и для	2	4
77	ничего не	17	4
78	не могут	4	3
79	все время	3	3
80	никогда не	7	3
81	хотя бы	4	3
82	или к	2	3
83	из этих	2	3
84	к тому	4	3
85	в том	5	3
86	следовательно и	2	3
87	лишь как	2	3
88	для него	4	3
89	в зависимости	2	3
90	из них	3	3
91	в своем	3	3
92	именно в	2	3
93	того что	12	3
94	друг друга	3	3
95	вообще не	2	3
96	также и	2	3
97	и здесь	2	3
98	не было	3	3
99	в истории	4	3
100	от его	2	3
101	о том	6	3
102	в первом	2	3
103	так как	6	3
104	у него	2	3
105	и во	2	3
106	с этим	3	3
107	в себе	2	3
108	с этой	5	3
109	по существу	2	3
110	зависимости от	3	3
111	и чисто	2	3
112	она не	3	3
113	было бы	5	3
114	конечно не	4	3
115	он не	5	3
116	из этого	2	3
117	при всем	4	3
118	и этим	3	3
119	в данном	2	3
120	и ее	3	3
121	же как	2	2
122	в частности	2	2
123	тому что	4	2
124	что все	14	2
125	для нас	2	2
126	его как	3	2
127	так что	8	2
128	мы и	4	2
129	на этом	2	2
130	например в	2	2
131	для того	3	2
132	хотя и	5	2
133	и по	2	2
134	и тем	2	2
135	и кроме	2	2
136	уже не	5	2
137	должно быть	3	2
138	так же	4	2
139	время как	4	2
140	сказать что	4	2
141	потому что	7	2
142	же и	2	2
143	именно как	3	2
144	от всякого	5	2
145	того или	3	2
146	в чисто	2	2
147	перестает быть	2	2
148	бы его	2	2
149	или иного	2	2
150	в условиях	2	2
151	и эти	2	2
152	у нас	4	2
153	том что	8	2
154	то в	2	2
155	одна из	3	2
156	но не	2	2
157	то время	4	2
158	одно и	5	2
159	мы уже	3	2
160	совершенно не	2	2
161	ни о	3	2
162	и о	3	2
163	как раз	7	2
164	так в	2	2
165	только на	7	2
166	и у	2	2
167	не есть	54	2
168	той же	3	2
169	мы не	5	2
170	нас в	2	2
171	и то	4	2
172	быть только	2	2
173	в виде	8	2
174	и вообще	2	2
175	и мыслит	2	2
