N	2gram	Losev_Vlad_1	Komedia
1	и в	31	22
2	том что	14	12
3	в том	11	11
4	но и	19	11
5	не только	24	10
6	из них	2	10
7	в то	8	10
8	как и	4	9
9	и т	2	9
10	может быть	6	9
11	таким образом	3	8
12	и не	17	8
13	и его	7	8
14	о том	11	8
15	едва ли	3	7
16	в этой	4	7
17	и других	2	7
18	что в	14	6
19	в отношении	3	6
20	в конце	9	6
21	в годы	2	6
22	что он	12	6
23	к тому	3	6
24	ни в	2	6
25	тому же	2	6
26	такого рода	4	6
27	и по	8	6
28	то же	6	6
29	не в	5	6
30	а в	9	6
31	в которой	4	6
32	уже в	7	5
33	с другой	3	5
34	во время	3	5
35	при этом	2	5
36	со своим	5	5
37	в его	12	5
38	еще в	4	5
39	один из	4	5
40	на его	3	5
41	в истории	4	5
42	так и	6	5
43	как в	3	5
44	все это	5	5
45	другой стороны	3	5
46	то время	2	5
47	и даже	15	5
48	потому что	11	5
49	к этому	6	4
50	по поводу	12	4
51	ясно что	2	4
52	несмотря на	4	4
53	как мы	9	4
54	в в	3	4
55	что они	3	4
56	в качестве	6	4
57	же время	4	4
58	а также	5	4
59	в котором	6	4
60	можно судить	4	4
61	и особенно	4	4
62	в нем	4	4
63	что и	5	4
64	на него	3	4
65	т д	2	4
66	тем что	2	4
67	и вот	3	4
68	в результате	2	4
69	точки зрения	2	4
70	известно что	2	4
71	из его	4	4
72	конце концов	3	4
73	так как	8	4
74	но в	12	4
75	место в	2	3
76	после смерти	4	3
77	главным образом	4	3
78	не менее	2	3
79	в них	2	3
80	i с	2	3
81	на всю	2	3
82	на то	5	3
83	в тех	2	3
84	судить по	2	3
85	у нас	6	3
86	и как	4	3
87	по своему	3	3
88	тот же	3	3
89	и сам	6	3
90	одной из	2	3
91	в начале	3	3
92	и у	4	3
93	в частности	2	3
94	и о	2	3
95	у него	15	3
96	да и	4	3
97	хотя и	4	3
98	он не	10	3
99	даже в	2	3
100	все же	3	3
101	в целом	3	3
102	отношение к	3	3
103	на основании	2	3
104	в течение	9	3
105	в году	30	3
106	там же	13	3
107	здесь мы	3	3
108	не мог	3	3
109	и и	7	3
110	как раз	7	3
111	и на	3	3
112	в свои	2	3
113	в этом	14	3
114	и с	14	3
115	в виде	3	3
116	и еще	2	3
117	только в	9	3
118	и все	4	3
119	в чем	2	3
120	как это	7	3
121	ничего не	3	3
122	и здесь	3	2
123	еще и	7	2
124	за пределы	3	2
125	были в	2	2
126	и теперь	4	2
127	на все	2	2
128	вовсе не	5	2
129	образом в	2	2
130	указывает на	2	2
131	тем не	2	2
132	мы знаем	2	2
133	и можно	2	2
134	для характеристики	2	2
135	он был	14	2
136	а к	22	2
137	на этом	2	2
138	но не	3	2
139	совсем не	4	2
140	того же	6	2
141	время и	2	2
142	еще не	2	2
143	было бы	2	2
144	со своей	3	2
145	и из	3	2
146	в доме	7	2
147	в самом	2	2
148	между прочим	11	2
149	которую он	2	2
150	всяком случае	2	2
151	в эти	7	2
152	для себя	2	2
153	то что	18	2
154	вместе с	3	2
155	все что	2	2
156	со стороны	2	2
157	или менее	3	2
158	даже не	2	2
159	только что	2	2
160	что к	3	2
161	то и	2	2
162	не может	6	2
163	не раз	4	2
164	эти годы	3	2
165	из египта	2	2
166	что у	4	2
167	в период	5	2
168	и притом	3	2
169	г с	2	2
170	к нему	4	2
171	следующие слова	2	2
172	где он	2	2
173	почти не	2	2
174	но это	3	2
175	во всяком	2	2
176	к ней	4	2
177	но он	5	2
178	что касается	3	2
179	на себя	3	2
180	в своих	5	2
181	это время	3	2
182	в себе	4	2
183	по своей	4	2
184	тех же	2	2
185	была уже	2	2
186	е в	7	2
