N	2gram	Bakhtin_Fr_8	Dialekti
1	и не	9	30
2	а не	2	18
3	может быть	3	17
4	то что	3	16
5	и в	56	15
6	как бы	11	14
7	так как	4	14
8	точки зрения	6	14
9	что это	4	13
10	это не	2	12
11	прежде всего	6	11
12	в том	13	11
13	не может	2	11
14	и все	6	11
15	в этом	14	11
16	с ее	5	10
17	в основе	4	10
18	потому что	6	10
19	том что	8	10
20	было бы	2	9
21	все это	8	9
22	мы не	2	9
23	то же	11	9
24	уже не	3	9
25	с точки	2	9
26	ни в	2	8
27	не в	3	8
28	в себе	4	8
29	и о	3	8
30	не только	8	8
31	и ее	4	8
32	что в	5	7
33	не просто	3	7
34	что он	2	7
35	как и	5	7
36	и его	12	7
37	только в	9	7
38	перед нами	3	6
39	так что	3	6
40	же время	10	6
41	хотя и	2	6
42	и даже	8	6
43	в результате	5	6
44	сказать что	3	6
45	вовсе не	6	6
46	если бы	2	6
47	в то	12	6
48	что и	3	6
49	так и	13	5
50	в своем	3	5
51	можно сказать	2	5
52	того чтобы	4	5
53	в ней	4	5
54	в нем	8	5
55	что она	2	5
56	в свете	4	5
57	таким образом	17	5
58	знания и	2	5
59	и на	7	5
60	о том	4	5
61	с его	5	5
62	в сущности	8	5
63	для того	2	5
64	и для	2	5
65	той же	6	5
66	в каком	2	5
67	мир и	2	4
68	что все	4	4
69	и как	2	4
70	но это	2	4
71	в этой	6	4
72	что они	2	4
73	один из	5	4
74	ни с	5	4
75	но и	9	4
76	в особенности	4	4
77	так же	2	4
78	также и	2	4
79	и с	8	4
80	той или	2	4
81	в одном	2	4
82	с тем	2	4
83	не как	2	4
84	видим что	2	4
85	мы видим	6	4
86	то ни	2	4
87	с их	2	4
88	еще не	10	4
89	как раз	2	4
90	бы в	3	4
91	в его	18	4
92	ни о	2	3
93	в их	3	3
94	все эти	15	3
95	и наконец	3	3
96	с ним	2	3
97	нет ни	2	3
98	но в	6	3
99	только не	2	3
100	к этому	2	3
101	этот момент	2	3
102	есть и	5	3
103	мы уже	10	3
104	за пределы	4	3
105	в своей	2	3
106	и потому	4	3
107	говорит о	2	3
108	когда он	2	3
109	бы и	2	3
110	из которых	2	3
111	в данном	2	3
112	и то	2	3
113	в виде	2	3
114	в области	5	3
115	в частности	7	2
116	в отношении	5	2
117	с этой	2	2
118	человека и	2	2
119	главным образом	3	2
120	что на	2	2
121	его как	2	2
122	кроме того	3	2
123	при этом	4	2
124	в самом	9	2
125	себе и	2	2
126	никогда не	5	2
127	в котором	2	2
128	был бы	3	2
129	из них	2	2
130	и их	8	2
131	вот как	2	2
132	другой стороны	2	2
133	не было	5	2
134	мы находим	3	2
135	не мог	3	2
136	между собою	2	2
137	во всем	4	2
138	в них	11	2
139	и во	2	2
140	в ее	6	2
141	все же	2	2
142	в качестве	4	2
143	одной из	3	2
144	конечно не	4	2
145	во всех	8	2
146	вместе с	2	2
147	во всей	2	2
148	того как	2	2
149	ничто не	2	2
150	очень много	2	2
151	вещи и	4	2
152	и при	2	2
153	в которой	4	2
154	не могли	2	2
