N	2gram	Potebnia_M_3	StatiiOP
1	и в	30	25
2	в этом	10	24
3	в том	32	20
4	что в	17	19
5	что он	6	19
6	может быть	28	19
7	тем что	7	19
8	что это	4	16
9	том что	18	15
10	в этой	2	14
11	в его	4	12
12	то что	18	12
13	не только	21	12
14	так что	7	11
15	прежде всего	3	10
16	таким образом	14	10
17	и не	15	10
18	у него	2	9
19	но и	19	9
20	и т	5	8
21	все это	4	8
22	в языке	7	8
23	о том	2	8
24	это было	3	8
25	было бы	9	7
26	с этим	6	7
27	не может	6	7
28	что такое	2	7
29	точки зрения	2	7
30	в то	10	7
31	место в	3	6
32	из этих	9	6
33	не в	15	6
34	только в	21	6
35	как бы	3	6
36	как в	10	6
37	как на	5	6
38	а в	12	6
39	и на	3	6
40	т п	2	6
41	в области	2	6
42	между тем	9	6
43	то же	23	5
44	независимо от	5	5
45	в них	5	5
46	потому что	46	5
47	с другой	7	5
48	на то	2	5
49	ни в	2	5
50	об этом	2	5
51	в котором	4	5
52	и это	4	5
53	ответ на	3	5
54	а не	15	5
55	того что	18	5
56	другой стороны	4	5
57	он не	4	5
58	так и	11	5
59	этом отношении	2	4
60	с тем	7	4
61	по крайней	5	4
62	в каждом	3	4
63	это в	2	4
64	была бы	4	4
65	а как	2	4
66	в смысле	4	4
67	крайней мере	5	4
68	как и	10	4
69	мы видим	2	4
70	но это	6	4
71	в начале	3	4
72	можно сказать	3	4
73	если бы	12	4
74	например в	6	4
75	на его	2	4
76	он говорит	2	4
77	в ней	8	4
78	к ней	5	4
79	относится к	4	4
80	и тем	5	4
81	в своей	2	4
82	в целом	3	4
83	отношение к	2	4
84	в речи	2	4
85	связь с	3	4
86	не было	4	4
87	в чем	3	4
88	к нему	3	4
89	и с	2	4
90	сказать что	5	4
91	в каком	5	4
92	все же	2	4
93	в которой	3	4
94	то время	4	4
95	что все	3	3
96	уже в	5	3
97	тому что	3	3
98	в какой	2	3
99	во время	2	3
100	к этому	3	3
101	нельзя сказать	3	3
102	же время	5	3
103	показывает что	2	3
104	с этой	2	3
105	для него	9	3
106	тем более	4	3
107	что я	5	3
108	и что	10	3
109	одной стороны	3	3
110	и если	2	3
111	несмотря на	2	3
112	и наконец	2	3
113	со стороны	3	3
114	в словах	3	3
115	в их	2	3
116	от нее	2	3
117	уже не	6	3
118	в системе	2	3
119	что мы	8	3
120	и его	4	3
121	что для	4	3
122	в виде	2	3
123	говорить о	3	3
124	связи с	2	3
125	так как	13	3
126	что по	2	3
127	я и	3	3
128	это слово	4	3
129	во многом	2	2
130	а с	2	2
131	не менее	5	2
132	себя и	4	2
133	по тому	5	2
134	как о	2	2
135	не столько	2	2
136	тогда когда	9	2
137	которого в	2	2
138	вовсе не	7	2
139	его к	2	2
140	что именно	4	2
141	от них	2	2
142	к тому	7	2
143	как мы	7	2
144	на котором	2	2
145	не как	2	2
146	такое же	3	2
147	но все	2	2
148	что они	2	2
149	есть в	3	2
150	но не	7	2
151	в последнем	3	2
152	в свою	3	2
153	до сих	3	2
154	только тогда	9	2
155	еще не	5	2
156	и может	3	2
157	одной из	2	2
158	к слову	2	2
159	в самом	8	2
160	том чтобы	2	2
161	один из	4	2
162	тем не	3	2
163	каждый раз	2	2
164	я думаю	2	2
165	вместе с	12	2
166	сих пор	3	2
167	в форме	2	2
168	и тогда	3	2
169	только что	8	2
170	быть не	2	2
171	т д	3	2
172	с одной	7	2
173	от того	8	2
174	а потому	6	2
175	самом деле	2	2
176	для того	4	2
177	что не	8	2
178	и по	4	2
179	той же	2	2
180	мы не	9	2
181	или в	3	2
182	этот образ	4	2
183	между собою	6	2
184	в которых	2	2
185	то он	2	2
186	слово в	4	2
187	то и	6	2
188	одно из	5	2
189	могут быть	3	2
190	но как	2	2
191	на это	4	2
192	этого слова	11	2
193	том смысле	3	2
194	здесь только	3	2
195	что эта	2	2
196	так сказать	2	2
197	не имеет	6	2
198	заметить что	3	2
199	и тот	2	2
200	в каждой	4	2
201	в новом	2	2
202	то есть	34	2
