N	2gram	Vinokur_Ku_1	Problema
1	и в	24	44
2	вовсе не	10	37
3	и не	12	35
4	не есть	4	35
5	может быть	13	28
6	потому что	23	25
7	по себе	2	25
8	не просто	5	23
9	то что	9	23
10	в том	30	21
11	только в	11	19
12	а не	8	18
13	в этом	14	17
14	для нас	2	16
15	также и	2	16
16	даже и	3	16
17	если мы	2	16
18	когда мы	2	15
19	и даже	3	14
20	не только	10	14
21	и то	3	14
22	не в	11	13
23	и т	33	13
24	т д	14	13
25	то же	8	13
26	так что	4	12
27	но в	2	12
28	том что	21	12
29	не является	2	11
30	не менее	7	10
31	то это	3	10
32	но и	6	10
33	в виду	5	10
34	у нас	10	10
35	как и	2	10
36	тем не	4	10
37	так и	7	10
38	это не	7	9
39	и тем	2	9
40	в нем	4	9
41	не имеет	2	9
42	и с	5	9
43	как бы	7	9
44	так как	9	9
45	что он	6	9
46	в то	2	9
47	никак не	2	9
48	в его	12	9
49	что и	4	9
50	в данном	4	9
51	во всяком	5	9
52	таким образом	12	9
53	что в	17	8
54	только и	3	8
55	или иной	3	8
56	ни в	2	8
57	а именно	2	8
58	того что	9	8
59	было бы	15	8
60	он не	2	8
61	что же	6	8
62	как раз	8	8
63	в себе	3	8
64	связи с	7	8
65	здесь не	3	8
66	с другой	7	7
67	не может	7	7
68	в связи	3	7
69	уже не	8	7
70	еще и	5	7
71	все эти	6	7
72	и что	5	7
73	здесь только	2	7
74	с ним	5	7
75	это и	4	7
76	и потому	4	7
77	на самом	2	7
78	никогда не	2	6
79	для этого	3	6
80	можно сказать	3	6
81	и если	3	6
82	но если	2	6
83	всяком случае	5	6
84	в целом	4	6
85	того или	4	6
86	ясно что	3	6
87	о том	9	6
88	все же	12	6
89	не было	3	5
90	а только	8	5
91	крайней мере	5	5
92	что они	4	5
93	с тем	5	5
94	как о	2	5
95	и есть	2	5
96	хотя и	3	5
97	в ней	6	5
98	другой стороны	6	5
99	все это	6	5
100	то и	2	5
101	в своем	3	5
102	а в	5	5
103	точки зрения	14	5
104	и здесь	3	5
105	по крайней	5	5
106	значение и	2	5
107	этом случае	2	5
108	в таком	3	5
109	еще не	5	5
110	гораздо более	3	5
111	в своей	2	5
112	как в	4	5
113	так же	4	5
114	тем самым	4	5
115	и его	5	5
116	этого слова	3	5
117	можно ли	2	4
118	тому что	3	4
119	иное как	2	4
120	при этом	6	4
121	не имеют	3	4
122	языка и	8	4
123	заключается в	2	4
124	д и	2	4
125	же и	2	4
126	и является	4	4
127	могли бы	2	4
128	же касается	4	4
129	и вовсе	5	4
130	на этот	2	4
131	или в	2	4
132	можно было	6	4
133	тем что	8	4
134	в каком	2	4
135	мы говорим	2	4
136	уже в	3	3
137	что это	5	3
138	прежде всего	9	3
139	на то	4	3
140	в тех	4	3
141	к тому	5	3
142	и как	2	3
143	но все	2	3
144	это есть	2	3
145	в этой	3	3
146	если его	2	3
147	когда в	2	3
148	в самом	10	3
149	в первую	4	3
150	на себе	6	3
151	и значение	2	3
152	именно так	2	3
153	с этой	2	3
154	в которых	6	3
155	понимать как	2	3
156	может иметь	2	3
157	но вот	2	3
158	очень много	2	3
159	а это	3	3
160	если бы	9	3
161	или иного	3	3
162	же в	4	3
163	тем более	2	3
164	но не	5	3
165	а то	2	3
166	в качестве	7	3
167	первую очередь	2	3
168	но уже	5	3
169	иной раз	2	3
170	если не	3	3
171	и все	2	3
172	все равно	2	3
173	в той	5	3
174	самом деле	9	3
175	и тогда	4	3
176	что такое	6	3
177	хотя бы	10	3
178	в таких	4	3
179	слова и	4	3
180	есть в	4	3
181	идет речь	2	3
182	ничего не	2	3
183	что их	2	2
184	именно в	6	2
185	в частности	4	2
186	в этих	4	2
187	того же	4	2
188	не столько	2	2
189	но также	2	2
190	что все	2	2
191	этого термина	2	2
192	до сих	4	2
193	же есть	2	2
194	о чем	2	2
195	от себя	2	2
196	между собою	2	2
197	в контексте	2	2
198	в котором	3	2
199	из них	4	2
200	в их	3	2
201	что оно	3	2
202	с большим	3	2
203	этой точки	2	2
204	как на	3	2
205	что слово	3	2
206	в результате	5	2
207	с этим	4	2
208	бы в	7	2
209	как это	3	2
210	мы имеем	6	2
211	том как	3	2
212	в самой	4	2
213	нисколько не	3	2
214	и более	2	2
215	для них	2	2
216	были бы	2	2
217	он есть	3	2
218	быть в	2	2
219	по существу	4	2
220	только потому	6	2
221	и при	2	2
222	с их	3	2
223	и может	3	2
224	между прочим	2	2
225	в слове	2	2
226	только к	2	2
227	дело не	2	2
228	когда он	3	2
229	и именно	2	2
230	вместе с	7	2
231	сих пор	4	2
232	нам не	3	2
233	слова как	3	2
234	только тогда	3	2
235	а с	3	2
236	и сами	2	2
237	и для	2	2
238	с точки	9	2
239	другое дело	2	2
240	но с	2	2
241	в которой	6	2
242	например не	2	2
243	это было	2	2
