N	2gram	Tiupa_Hudo_2	Myslijsy
1	потому что	2	33
2	то что	6	29
3	может быть	8	26
4	в том	15	23
5	и в	28	23
6	в этом	13	23
7	и не	18	18
8	что в	5	17
9	при этом	11	15
10	только в	4	15
11	для нас	3	14
12	как и	11	14
13	в себе	9	14
14	то же	6	14
15	если бы	6	13
16	том что	19	12
17	не было	6	12
18	а не	14	12
19	что я	2	11
20	но и	9	11
21	не в	13	11
22	не может	4	11
23	по отношению	7	10
24	не только	11	10
25	тем что	6	10
26	между тем	8	9
27	в своем	5	8
28	было бы	3	8
29	отношению к	7	8
30	сказать что	2	8
31	о том	12	8
32	но в	2	8
33	что это	5	7
34	это не	6	7
35	в нем	3	7
36	что и	4	7
37	вовсе не	2	7
38	и т	4	7
39	как в	5	7
40	мысли и	2	7
41	и к	2	6
42	т с	2	6
43	мысль о	2	6
44	для того	4	6
45	в ряду	2	6
46	вместе с	2	6
47	того как	2	6
48	что не	2	6
49	так и	8	6
50	для него	5	5
51	в его	11	5
52	как бы	5	5
53	к нему	3	5
54	бы и	4	5
55	что же	2	5
56	все это	3	5
57	не менее	5	5
58	внимание на	3	5
59	а в	6	5
60	с ним	7	5
61	говорить о	2	5
62	и то	2	5
63	и все	7	4
64	что все	3	4
65	что он	8	4
66	тем не	4	4
67	как же	2	4
68	тогда как	7	4
69	до сих	2	4
70	можно сказать	6	4
71	по поводу	3	4
72	со своим	3	4
73	в одном	3	4
74	и о	4	4
75	в котором	6	4
76	между ними	2	4
77	сих пор	2	4
78	да и	5	4
79	только на	5	4
80	то и	4	4
81	тем самым	2	4
82	того чтобы	4	4
83	хотя бы	2	4
84	так же	3	4
85	с другими	3	4
86	точки зрения	2	4
87	в данном	2	4
88	т п	2	4
89	в то	6	4
90	же самое	3	4
91	его в	2	4
92	а между	4	4
93	и с	6	4
94	себе в	2	3
95	только не	2	3
96	никогда не	5	3
97	в этих	3	3
98	и состоит	3	3
99	давно уже	2	3
100	в них	3	3
101	человека и	3	3
102	с нею	3	3
103	именно в	2	3
104	не будет	2	3
105	же время	4	3
106	еще не	3	3
107	мы уже	3	3
108	к тому	7	3
109	в самом	5	3
110	нет ничего	2	3
111	со стороны	3	3
112	и только	2	3
113	бы не	3	3
114	т д	2	3
115	той же	2	3
116	что у	3	3
117	те же	2	3
118	уже не	10	3
119	лишь в	2	3
120	самом деле	3	3
121	более чем	2	3
122	с ними	3	3
123	и на	3	3
124	то в	4	3
125	с точки	2	3
126	в первом	2	3
127	в голову	2	2
128	тому как	4	2
129	только для	2	2
130	я не	7	2
131	состоит в	7	2
132	в двух	2	2
133	в нашем	2	2
134	мысли о	2	2
135	тому что	4	2
136	все что	3	2
137	превращается в	4	2
138	в состоянии	3	2
139	столь же	3	2
140	с другой	3	2
141	оно не	2	2
142	не как	2	2
143	из этих	2	2
144	но тем	2	2
145	а как	2	2
146	отношение к	2	2
147	что на	3	2
148	в ее	18	2
149	об этом	7	2
150	что даже	2	2
151	есть и	3	2
152	она не	5	2
153	в это	3	2
154	во сне	3	2
155	не могу	3	2
156	нам представляется	2	2
157	в ней	3	2
158	он не	4	2
159	один из	2	2
160	не с	2	2
161	и это	3	2
162	в мире	7	2
163	данном случае	2	2
164	что она	7	2
165	и для	2	2
166	дело не	2	2
167	человека в	4	2
168	как мы	2	2
169	именно на	2	2
170	и у	2	2
171	и его	5	2
172	в других	4	2
173	можно было	3	2
174	в глазах	6	2
175	тем как	2	2
176	в виде	2	2
177	к ней	2	2
178	подобно тому	4	2
179	это было	2	2
180	и сама	4	2
