N	2gram	Potebnia_M_3	Dialekti
1	не есть	17	40
2	и не	15	30
3	и есть	3	19
4	а не	15	18
5	может быть	28	17
6	и т	5	17
7	то что	18	16
8	и в	30	15
9	т д	3	15
10	как бы	3	14
11	не имеет	6	14
12	так как	13	14
13	точки зрения	2	14
14	что это	4	13
15	того что	18	13
16	по себе	16	13
17	прежде всего	3	11
18	в том	32	11
19	не может	6	11
20	говорить о	3	11
21	и все	3	11
22	в этом	10	11
23	потому что	46	10
24	том что	18	10
25	было бы	9	9
26	все это	4	9
27	мы не	9	9
28	и что	10	9
29	это и	2	9
30	есть ни	4	9
31	то же	23	9
32	уже не	6	9
33	ни в	2	8
34	не в	15	8
35	в себе	16	8
36	и о	2	8
37	не только	21	8
38	в чем	3	8
39	и это	4	8
40	что в	17	7
41	что именно	4	7
42	крайней мере	5	7
43	и мы	2	7
44	что оно	11	7
45	что мы	8	7
46	по крайней	5	7
47	что он	6	7
48	как и	10	7
49	и его	4	7
50	или в	3	7
51	и вообще	3	7
52	только в	21	7
53	перед нами	2	6
54	так что	7	6
55	же время	5	6
56	и тем	5	6
57	и даже	2	6
58	сказать что	5	6
59	вовсе не	7	6
60	если бы	12	6
61	тем более	4	6
62	в то	10	6
63	что и	13	6
64	сама по	2	5
65	так и	11	5
66	в своем	5	5
67	есть то	2	5
68	на то	2	5
69	можно сказать	3	5
70	но что	2	5
71	того чтобы	3	5
72	в ней	8	5
73	в нем	9	5
74	что она	3	5
75	но только	2	5
76	таким образом	14	5
77	именно в	3	5
78	и на	3	5
79	о том	2	5
80	тогда когда	9	5
81	есть не	7	5
82	что я	5	5
83	в смысле	4	5
84	только тогда	9	5
85	для того	4	5
86	что такое	2	5
87	той же	2	5
88	в каком	5	5
89	что все	3	4
90	оно есть	3	4
91	идеи и	2	4
92	и как	5	4
93	но это	6	4
94	в этой	2	4
95	что они	2	4
96	есть в	3	4
97	один из	4	4
98	жизни и	2	4
99	но и	19	4
100	так же	3	4
101	само по	3	4
102	и с	2	4
103	мы должны	4	4
104	в одном	2	4
105	с тем	7	4
106	не как	2	4
107	мы видим	2	4
108	ничего общего	2	4
109	она не	2	4
110	еще не	5	4
111	бы в	2	4
112	тому как	5	4
113	в силу	3	4
114	в его	4	4
115	подобно тому	2	4
116	та же	2	3
117	не всегда	2	3
118	в собственном	2	3
119	тем самым	7	3
120	в свою	3	3
121	и если	2	3
122	и той	2	3
123	и следовательно	3	3
124	себя и	4	3
125	ни о	3	3
126	не говоря	3	3
127	в словах	3	3
128	в их	2	3
129	можно только	2	3
130	есть только	5	3
131	и наконец	2	3
132	с этим	6	3
133	с ним	6	3
134	нет ни	2	3
135	от этого	2	3
136	только не	2	3
137	в один	4	3
138	и та	2	3
139	к этому	3	3
140	от нее	2	3
141	возможно только	3	3
142	же что	6	3
143	об этом	2	3
144	будет ли	2	3
145	только потому	3	3
146	мы уже	2	3
147	слово есть	9	3
148	за пределы	2	3
149	в своей	2	3
150	и потому	4	3
151	со стороны	3	3
152	от всего	3	3
153	в природе	2	3
154	как в	10	3
155	одной и	4	3
156	что не	8	3
157	и притом	2	3
158	то или	2	3
159	и то	8	3
160	мы можем	3	3
161	в виде	2	3
162	могут быть	3	3
163	в области	2	3
164	от него	2	3
165	не менее	5	2
166	не могут	5	2
167	в человеке	3	2
168	прежде чем	2	2
169	время и	2	2
170	чувства и	3	2
171	образа в	4	2
172	и без	7	2
173	или что	3	2
174	с этой	2	2
175	из этих	9	2
176	точно так	12	2
177	человека и	5	2
178	на все	2	2
179	показывает что	2	2
180	что человек	2	2
181	к своему	2	2
182	собственном смысле	2	2
183	но все	2	2
184	свою очередь	3	2
185	как о	2	2
186	и может	3	2
187	не дает	2	2
188	что с	2	2
189	при этом	3	2
190	в самом	8	2
191	в котором	4	2
192	был бы	2	2
193	вообще как	2	2
194	себе что	2	2
195	но мы	2	2
196	из них	6	2
197	природы и	2	2
198	есть нечто	4	2
199	другой стороны	4	2
200	то и	6	2
201	быть не	2	2
202	в разных	2	2
203	не было	4	2
204	от того	8	2
205	и по	4	2
206	идеи в	2	2
207	должно быть	5	2
208	между собою	6	2
209	же и	3	2
210	но как	2	2
211	что даже	4	2
212	иметь в	2	2
213	понятие о	2	2
214	том как	3	2
215	сам по	5	2
216	а как	2	2
217	есть еще	3	2
218	в них	5	2
219	я думаю	2	2
220	которые бы	2	2
221	в понятии	2	2
222	думать что	5	2
223	что уже	2	2
224	в ее	2	2
225	все же	2	2
226	не будет	3	2
227	все что	4	2
228	бы ни	3	2
229	одной из	2	2
230	никто не	3	2
231	никак не	3	2
232	этот предмет	2	2
233	в свое	2	2
234	что есть	2	2
235	себе не	4	2
236	оно не	4	2
237	тем не	3	2
238	вместе с	12	2
239	что же	2	2
240	художественное произведение	6	2
241	и тогда	3	2
242	собственно говоря	2	2
243	бы не	4	2
244	того как	4	2
245	все равно	4	2
246	и слово	6	2
247	только что	8	2
248	которая не	2	2
249	что по	2	2
250	тем что	7	2
251	и при	4	2
252	отношении к	2	2
253	что эта	2	2
254	в которой	3	2
255	есть понятие	2	2
256	для меня	4	2
257	это было	3	2
