N	2gram	Losev_Prob_3	KulturaY
1	и т	13	54
2	и в	44	23
3	точки зрения	5	23
4	в том	21	22
5	не только	14	17
6	было бы	8	16
7	в этом	17	16
8	с точки	2	16
9	может быть	28	14
10	самом деле	3	14
11	что в	8	13
12	в самом	3	13
13	не менее	10	12
14	потому что	25	12
15	том что	12	11
16	а не	18	11
17	того что	8	11
18	в его	9	11
19	можно было	4	11
20	у нас	10	10
21	и не	35	10
22	прежде всего	3	9
23	тем не	10	9
24	еще не	5	9
25	хотя бы	3	9
26	таким образом	9	9
27	так как	9	9
28	если бы	3	8
29	до сих	2	8
30	между прочим	2	8
31	сих пор	2	8
32	т д	13	8
33	уже не	7	8
34	как на	2	8
35	в виду	10	8
36	в нашем	5	7
37	с другой	7	7
38	или иной	8	7
39	если мы	16	7
40	слова и	3	7
41	и что	7	7
42	в данном	9	7
43	сказать что	16	7
44	все эти	7	7
45	как это	2	7
46	с тем	5	6
47	для этого	6	6
48	по себе	25	6
49	что и	9	6
50	что он	9	6
51	при этом	4	6
52	и тем	9	6
53	так и	10	6
54	в их	2	6
55	не может	7	6
56	то же	13	6
57	могут быть	2	6
58	говорить о	3	6
59	связи с	8	6
60	только в	19	6
61	о том	6	6
62	ничего не	3	6
63	что же	8	5
64	и есть	5	5
65	но также	2	5
66	вовсе не	37	5
67	как и	10	5
68	не в	13	5
69	совершенно не	4	5
70	хотя и	5	5
71	как бы	9	5
72	не значит	3	5
73	всякого рода	4	5
74	все же	6	5
75	не будем	2	5
76	от того	2	5
77	в связи	7	5
78	как мы	8	5
79	во внимание	2	5
80	а в	5	5
81	но это	8	5
82	также и	16	5
83	тем более	3	5
84	тем что	4	5
85	той или	12	5
86	в чем	4	5
87	были бы	2	4
88	тому что	4	4
89	ясно что	6	4
90	этого слова	5	4
91	а также	4	4
92	этом случае	5	4
93	для нас	16	4
94	только тогда	2	4
95	в целом	6	4
96	того же	2	4
97	в своей	5	4
98	и о	5	4
99	в ее	4	4
100	то что	23	4
101	данном случае	7	4
102	как в	5	4
103	как раз	8	4
104	в нашей	2	4
105	в своем	5	4
106	не было	5	4
107	с одной	2	4
108	в той	3	4
109	заключается в	4	4
110	тем самым	5	4
111	что такое	3	4
112	в таком	5	4
113	в слове	2	4
114	не столько	2	4
115	мы говорим	4	4
116	уже в	3	3
117	и более	2	3
118	что это	3	3
119	это уже	3	3
120	отнюдь не	10	3
121	как о	5	3
122	что слово	2	3
123	это не	9	3
124	формы и	3	3
125	на самом	7	3
126	именно в	2	3
127	или иного	3	3
128	есть не	5	3
129	к тому	3	3
130	и к	6	3
131	в отношении	2	3
132	ни в	8	3
133	с этой	3	3
134	но как	4	3
135	по существу	2	3
136	это и	7	3
137	мы видели	2	3
138	то в	3	3
139	но не	3	3
140	по поводу	2	3
141	в первую	3	3
142	он не	8	3
143	но если	6	3
144	случае когда	2	3
145	то это	10	3
146	не есть	35	3
147	только то	2	3
148	зрения на	2	3
149	и именно	2	3
150	в процессе	2	3
151	но и	10	3
152	первую очередь	3	3
153	а именно	8	3
154	другой стороны	5	3
155	а с	2	3
156	мы находим	7	3
157	мы не	7	3
158	в ней	5	3
159	не имеет	9	3
160	не так	3	3
161	и с	9	3
162	будет уже	2	3
163	в которых	3	3
164	нас в	4	3
165	могло бы	3	3
166	этот вопрос	3	3
167	в результате	2	3
168	сам по	6	3
169	может иметь	3	3
170	то он	2	3
171	в каком	4	3
172	в то	9	3
173	и только	6	3
174	она не	3	3
175	мы должны	7	3
176	того или	6	3
177	когда мы	15	3
178	или иное	2	2
179	все это	5	2
180	в известном	2	2
181	но все	3	2
182	о чем	2	2
183	в частности	2	2
184	все они	2	2
185	сразу же	2	2
186	раз и	4	2
187	что все	2	2
188	это в	2	2
189	в условиях	3	2
190	быть в	2	2
191	в тех	3	2
192	сама по	8	2
193	можно сказать	6	2
194	подобного рода	3	2
195	и здесь	5	2
196	и как	3	2
197	и при	2	2
198	что они	5	2
199	по своему	2	2
200	а то	3	2
201	смысле слова	8	2
202	он будет	2	2
203	кроме того	3	2
204	когда в	3	2
205	и если	6	2
206	в качестве	3	2
207	за пределы	5	2
208	нас к	2	2
209	никак не	9	2
210	тип и	2	2
211	в таких	3	2
212	слова как	2	2
213	в котором	2	2
214	однако в	2	2
215	и такие	3	2
216	дает нам	2	2
217	его в	3	2
218	есть также	2	2
219	когда он	2	2
220	вместе с	2	2
221	значение в	3	2
222	дело не	2	2
223	и без	4	2
224	отличается от	4	2
225	языка и	4	2
226	то и	5	2
227	в отличие	2	2
228	только что	2	2
229	от нас	2	2
230	не просто	23	2
231	это так	2	2
232	из того	3	2
233	именно так	3	2
234	что дело	2	2
235	к другой	2	2
236	говорим о	3	2
237	на этот	4	2
238	тем же	2	2
239	то или	3	2
240	так же	5	2
241	с другими	3	2
242	очень много	3	2
243	во всяком	9	2
244	он в	2	2
245	ни на	3	2
246	чем же	4	2
247	эти слова	2	2
248	только о	3	2
249	что мы	8	2
250	доходит до	2	2
251	если же	3	2
252	еще и	7	2
253	нашем смысле	2	2
254	в этих	2	2
255	таком случае	4	2
256	здесь не	8	2
257	не то	2	2
258	она может	2	2
259	отличие от	3	2
260	мы имеем	2	2
261	но в	12	2
262	еще на	2	2
