N	2gram	Vinokur_St_3	DiskursI
1	в качестве	4	34
2	не только	12	28
3	в том	20	23
4	а не	5	22
5	то есть	2	20
6	том что	15	19
7	может быть	19	17
8	и в	25	16
9	как и	4	16
10	в этом	24	15
11	еще не	2	14
12	но и	9	14
13	прежде всего	10	11
14	но не	2	11
15	и не	10	11
16	с другой	5	10
17	как в	6	10
18	состоит в	4	9
19	одной стороны	3	9
20	не может	7	9
21	с одной	2	9
22	а также	4	8
23	своего рода	3	8
24	так и	5	8
25	о том	8	8
26	но в	5	8
27	в его	12	7
28	со стороны	3	7
29	то же	5	7
30	не было	4	7
31	только в	6	7
32	не в	6	7
33	в рамках	2	5
34	к тому	2	5
35	или иной	2	5
36	можно сказать	4	5
37	как бы	6	5
38	в котором	5	5
39	в своей	4	5
40	то что	12	5
41	во всех	2	5
42	а с	2	5
43	а в	6	5
44	в их	3	5
45	и на	6	5
46	с его	3	4
47	что в	19	4
48	не является	3	4
49	в них	5	4
50	во втором	2	4
51	не как	2	4
52	и к	4	4
53	что он	19	4
54	уже не	3	4
55	для него	3	4
56	в целом	4	4
57	же время	3	4
58	одной из	2	4
59	связи с	3	4
60	на его	4	4
61	такого рода	5	4
62	отношение к	4	4
63	внимание на	2	4
64	в особенности	4	4
65	лишь в	4	4
66	что не	2	4
67	в которых	2	4
68	потому что	5	4
69	между тем	6	4
70	могут быть	2	4
71	того же	2	3
72	это не	7	3
73	в одной	2	3
74	времени и	2	3
75	в свою	2	3
76	с этим	7	3
77	в самом	2	3
78	при всей	2	3
79	один из	2	3
80	все же	4	3
81	таким образом	10	3
82	заключается в	2	3
83	того что	5	3
84	другой стороны	5	3
85	в своих	8	3
86	сказать что	4	3
87	тем что	19	3
88	точки зрения	7	3
89	в то	7	3
90	в каждой	2	3
91	но они	2	2
92	то она	2	2
93	говорит и	2	2
94	не менее	2	2
95	никогда не	2	2
96	в какой	3	2
97	нельзя не	3	2
98	и во	2	2
99	по крайней	4	2
100	одного из	2	2
101	в каждом	4	2
102	это в	4	2
103	к этому	3	2
104	в году	5	2
105	об этом	5	2
106	крайней мере	4	2
107	его как	3	2
108	в г	12	2
109	к такому	2	2
110	есть в	2	2
111	на этом	3	2
112	отличается от	4	2
113	своего времени	2	2
114	в начале	4	2
115	в сущности	2	2
116	и др	4	2
117	например в	4	2
118	точка зрения	4	2
119	и тем	4	2
120	с ее	2	2
121	а по	2	2
122	можно усмотреть	2	2
123	дело не	2	2
124	в форме	2	2
125	уже в	3	2
126	как мы	2	2
127	этого термина	2	2
128	и что	3	2
129	том чтобы	2	2
130	х годов	2	2
131	за рамки	2	2
132	и по	2	2
133	и его	3	2
134	или в	2	2
135	в рассказе	3	2
136	во всяком	4	2
137	мы имеем	5	2
138	что касается	7	2
139	и ее	2	2
140	но как	2	2
141	к которому	3	2
142	в другом	3	2
143	на протяжении	4	2
144	в этой	14	2
145	так сказать	2	2
146	заметить что	2	2
147	в виду	2	2
148	в новом	2	2
149	это было	8	2
