N	2gram	Bakhtin_Fr_1	VelikijI
1	и не	22	20
2	и в	65	16
3	то что	3	9
4	так как	6	9
5	еще не	6	8
6	и потому	10	7
7	хотя и	2	5
8	как бы	22	5
9	но и	10	5
10	все это	9	5
11	того что	2	5
12	что он	3	4
13	в нем	13	4
14	как и	5	4
15	что мы	2	4
16	так и	10	4
17	что не	2	4
18	потому что	5	4
19	в этом	15	4
20	в ней	6	4
21	и все	5	4
22	в его	9	4
23	с его	5	3
24	что в	3	3
25	в этих	2	3
26	в них	5	3
27	превращается в	5	3
28	они в	2	3
29	в жизни	4	3
30	в том	16	3
31	не в	4	3
32	но это	3	3
33	к тому	2	3
34	во всех	9	3
35	никогда не	6	3
36	жизни и	7	3
37	в своей	5	3
38	и для	2	3
39	их в	2	3
40	все эти	10	3
41	нет ничего	3	3
42	в чем	2	3
43	но в	14	3
44	не могут	3	2
45	это не	3	2
46	в духе	8	2
47	прежде всего	11	2
48	мир от	2	2
49	его к	2	2
50	для нас	4	2
51	да и	2	2
52	том что	6	2
53	мы и	3	2
54	от него	2	2
55	но не	2	2
56	не к	2	2
57	для него	5	2
58	земли и	5	2
59	и во	3	2
60	не только	10	2
61	нет и	2	2
62	было еще	2	2
63	в форме	3	2
64	истории и	2	2
65	в себя	3	2
66	уже не	3	2
67	с ним	3	2
68	между тем	5	2
69	могут быть	2	2
70	мир и	3	2
71	только в	7	2
72	и это	2	2
73	мира в	3	2
