N	2gram	Potebnia_M_4	Myshleni
1	в том	23	42
2	том что	12	35
3	в процессе	3	27
4	таким образом	24	25
5	точки зрения	4	24
6	в этом	23	24
7	и в	23	20
8	что в	17	19
9	то же	14	16
10	то что	29	15
11	не только	10	15
12	как мы	2	13
13	с другой	2	12
14	при этом	15	12
15	потому что	33	12
16	может быть	26	12
17	так же	4	11
18	в его	5	11
19	мы должны	2	11
20	с точки	3	11
21	этого слова	7	11
22	того что	14	10
23	в истории	4	10
24	так как	14	10
25	мы видим	2	10
26	если мы	2	10
27	и то	5	10
28	в себе	14	10
29	только в	15	10
30	слова в	3	9
31	мы могли	2	9
32	и как	2	9
33	но и	11	9
34	между тем	9	9
35	могли бы	4	9
36	как и	14	9
37	тот же	2	9
38	что и	7	9
39	и не	18	8
40	и тем	4	8
41	и что	7	8
42	тогда когда	8	8
43	было бы	8	8
44	вместе с	6	8
45	и более	4	7
46	как бы	5	7
47	что мы	10	7
48	же самое	4	7
49	значение слова	5	7
50	и тот	3	7
51	самом деле	3	7
52	тем самым	4	7
53	а не	12	7
54	того чтобы	4	7
55	тем что	10	7
56	могут быть	7	7
57	один и	5	7
58	уже в	5	6
59	к одному	3	6
60	к тому	3	6
61	в самом	3	6
62	не может	11	6
63	те же	3	6
64	и на	3	6
65	сказать что	8	6
66	его в	4	6
67	слово в	4	6
68	с тем	7	6
69	что он	4	6
70	в силу	7	6
71	той же	3	6
72	можно было	2	6
73	никогда не	3	5
74	это не	7	5
75	на то	7	5
76	в действительности	3	5
77	что такое	7	5
78	только не	3	5
79	если бы	13	5
80	и его	2	5
81	с этим	7	5
82	и к	6	5
83	о том	8	5
84	мы уже	3	5
85	так и	6	5
86	как в	7	5
87	для того	6	5
88	все эти	3	5
89	мы можем	10	5
90	слова и	5	5
91	в нашем	2	4
92	тому что	2	4
93	в своем	8	4
94	для нас	14	4
95	по мере	7	4
96	на том	2	4
97	и только	3	4
98	друг друга	2	4
99	в сознании	4	4
100	и с	4	4
101	состоит в	2	4
102	его к	2	4
103	и при	2	4
104	по своему	2	4
105	в смысле	3	4
106	в сущности	2	4
107	только что	3	4
108	в речи	3	4
109	между ними	4	4
110	не в	11	4
111	и для	2	4
112	во всяком	5	4
113	в области	2	4
114	образом что	2	4
115	не могут	2	3
116	не менее	5	3
117	в этих	3	3
118	точно так	2	3
119	что все	4	3
120	слова то	4	3
121	это значение	2	3
122	так что	5	3
123	но что	2	3
124	которые мы	2	3
125	от того	4	3
126	в виду	3	3
127	всяком случае	3	3
128	один из	2	3
129	со стороны	3	3
130	развития и	2	3
131	именно в	3	3
132	и других	3	3
133	столь же	2	3
134	должно быть	5	3
135	и когда	2	3
136	на его	3	3
137	тем как	2	3
138	представлений и	2	3
139	но в	8	3
140	этом случае	5	3
141	бы в	2	3
142	чем в	2	3
143	слова не	3	3
144	внимание на	5	3
145	на этот	2	3
146	нас в	2	3
147	самое слово	4	3
148	в виде	2	3
149	связи с	3	3
150	в которой	6	3
151	на деле	2	3
152	в другой	2	2
153	все более	3	2
154	но так	2	2
155	в наших	2	2
156	в каждом	3	2
157	что на	2	2
158	мы и	2	2
159	что если	6	2
160	переход от	3	2
161	в свою	2	2
162	для него	5	2
163	что это	7	2
164	и у	2	2
165	указывая на	2	2
166	они могут	2	2
167	в ней	2	2
168	в нем	7	2
169	к нему	5	2
170	другими словами	8	2
171	с психологической	2	2
172	мысли как	2	2
173	всех остальных	4	2
174	данном случае	2	2
175	относятся к	2	2
176	здесь мы	2	2
177	не имеет	5	2
178	а в	5	2
179	во многих	2	2
180	новое слово	4	2
181	виде в	2	2
182	в мысли	3	2
183	в данном	4	2
184	из этих	2	2
185	и здесь	2	2
186	что эти	3	2
187	том смысле	2	2
188	их в	3	2
189	когда мы	6	2
190	мы имеем	4	2
191	уже и	2	2
192	к которым	3	2
193	когда оно	2	2
194	это слово	4	2
195	заключенное в	2	2
196	что слово	10	2
197	представить себе	2	2
198	с которым	2	2
199	таким же	5	2
200	мы его	3	2
201	со словом	3	2
202	указывает на	2	2
203	еще не	3	2
204	и сами	2	2
205	мы в	3	2
206	том же	2	2
207	даже в	2	2
208	не есть	9	2
209	языке и	4	2
210	мысли и	7	2
211	только на	4	2
212	в языке	16	2
213	связь между	3	2
214	тогда как	4	2
215	того как	6	2
216	в той	4	2
217	слово и	3	2
218	по которому	3	2
219	представления и	3	2
220	в слове	22	2
221	в таком	4	2
222	тому как	2	2
223	подобно тому	2	2
224	в каком	4	2
225	более и	2	2
226	ту же	3	2
227	на котором	4	2
228	как оно	2	2
229	и это	2	2
230	в значении	3	2
231	которые не	2	2
232	из него	2	2
