N	2gram	Propp_Isto_5	Literetu
1	не только	13	24
2	в качестве	7	17
3	но и	13	17
4	а не	2	16
5	в том	6	16
6	в частности	7	15
7	том что	8	14
8	может быть	17	13
9	и не	11	12
10	в этом	10	12
11	прежде всего	6	11
12	то что	7	10
13	в русской	3	10
14	не в	6	8
15	в целом	3	8
16	и в	25	8
17	только в	7	8
18	не менее	4	7
19	в его	12	7
20	как бы	2	7
21	уже не	11	7
22	как и	7	6
23	и сам	2	6
24	связи с	8	6
25	на смену	4	6
26	себя в	6	6
27	того что	2	6
28	точки зрения	2	6
29	с этой	2	5
30	что он	22	5
31	же в	2	5
32	как в	6	5
33	не может	6	5
34	то же	4	5
35	уже в	2	5
36	одним из	2	5
37	в данном	3	5
38	в то	3	5
39	это не	6	4
40	представляет собой	7	4
41	но не	5	4
42	еще не	8	4
43	в формах	2	4
44	еще в	2	4
45	и тем	4	4
46	все же	10	4
47	из них	2	4
48	в своей	2	4
49	данном случае	2	4
50	со стороны	2	4
51	никогда не	3	4
52	в связи	4	4
53	друг друга	3	4
54	и его	9	4
55	не как	4	4
56	в этой	3	4
57	что в	8	3
58	с другой	9	3
59	что его	3	3
60	одна из	2	3
61	в пределах	4	3
62	например в	5	3
63	несмотря на	2	3
64	у него	2	3
65	один из	2	3
66	и др	3	3
67	жизни и	2	3
68	по отношению	2	3
69	а в	3	3
70	таким образом	9	3
71	потому что	7	3
72	его в	9	3
73	тех же	2	3
74	на этом	3	2
75	а как	2	2
76	это уже	2	2
77	превращается в	7	2
78	человека и	2	2
79	в себя	3	2
80	не исключают	2	2
81	тем не	4	2
82	того же	2	2
83	одной стороны	7	2
84	даже в	2	2
85	должен быть	2	2
86	в нем	7	2
87	то это	3	2
88	отношению к	2	2
89	на том	3	2
90	с одной	7	2
91	все эти	8	2
92	от себя	2	2
93	самом деле	2	2
94	роль в	2	2
95	тем что	10	2
96	могут быть	6	2
97	на себя	3	2
98	ту же	2	2
99	о том	7	2
100	здесь как	2	2
