N	2gram	Losev_Dial_3	Psycholo
1	то что	14	32
2	и в	24	31
3	в том	5	30
4	и т	24	26
5	что в	7	23
6	может быть	13	22
7	таким образом	13	20
8	при помощи	3	20
9	ясно что	7	19
10	при этом	2	19
11	так как	6	18
12	не может	19	17
13	как и	7	16
14	том что	8	16
15	и не	27	16
16	точки зрения	25	15
17	только в	5	14
18	а не	26	13
19	не только	23	13
20	что и	6	13
21	так же	4	12
22	мы не	5	12
23	в этом	8	12
24	в самом	7	11
25	могут быть	2	11
26	не в	3	11
27	на то	3	10
28	в сущности	10	10
29	того что	12	10
30	потому что	7	10
31	по себе	20	9
32	ни в	9	9
33	самом деле	6	9
34	никогда не	7	8
35	все это	6	8
36	т д	23	8
37	и что	15	8
38	во всяком	2	8
39	что мы	8	8
40	что он	13	7
41	есть в	3	7
42	только тогда	3	7
43	на основании	2	7
44	и его	5	7
45	тому как	4	7
46	сказать что	4	7
47	о том	6	7
48	что это	12	6
49	вовсе не	13	6
50	зависимости от	3	6
51	одной стороны	3	6
52	было бы	5	6
53	если бы	6	6
54	из этих	2	6
55	всяком случае	2	6
56	отнюдь не	10	6
57	целый ряд	2	6
58	а в	2	6
59	что она	9	6
60	для того	3	6
61	и даже	13	6
62	в его	2	6
63	и есть	16	5
64	само по	5	5
65	и все	6	5
66	тогда когда	5	5
67	этой точки	2	5
68	показывает что	2	5
69	все же	3	5
70	так что	8	5
71	с одной	3	5
72	то время	4	5
73	для нас	2	5
74	она не	3	5
75	несмотря на	2	5
76	совершенно не	2	5
77	как бы	3	5
78	в зависимости	2	5
79	другой стороны	2	5
80	и для	2	5
81	то же	6	5
82	с другой	4	5
83	время как	4	5
84	это есть	8	5
85	подобно тому	4	5
86	в то	5	5
87	утверждать что	6	5
88	к тому	4	4
89	все время	3	4
90	в виду	7	4
91	прежде всего	8	4
92	тому что	4	4
93	в себе	2	4
94	по существу	2	4
95	же как	2	4
96	одна из	3	4
97	у него	2	4
98	со всеми	2	4
99	и если	2	4
100	у нас	4	4
101	от себя	4	4
102	и о	3	4
103	никак не	2	4
104	точка зрения	5	4
105	со стороны	2	4
106	и у	2	4
107	в своих	2	4
108	с этой	5	4
109	как это	5	4
110	не могут	4	3
111	как на	5	3
112	только не	10	3
113	в частности	2	3
114	в своем	3	3
115	что у	2	3
116	точно так	2	3
117	что все	14	3
118	должна быть	6	3
119	вопрос о	5	3
120	и к	5	3
121	мы знаем	3	3
122	тому же	2	3
123	это и	7	3
124	но это	5	3
125	в силу	3	3
126	не будет	3	3
127	но не	2	3
128	все что	3	3
129	не можем	2	3
130	из которых	3	3
131	например в	2	3
132	нет никакой	4	3
133	хотя и	5	3
134	в слове	3	3
135	он не	5	3
136	и когда	2	3
137	не есть	54	3
138	жизни и	5	3
139	так и	5	3
140	только на	7	3
141	не было	3	3
142	что оно	7	3
143	от того	4	3
144	и вот	2	3
145	но только	4	3
146	должны быть	3	3
147	и по	2	3
148	той же	3	3
149	в таком	14	3
150	в одной	3	3
151	и только	6	3
152	с этим	3	3
153	у меня	2	3
154	во всем	3	3
155	и это	4	3
156	когда мы	2	3
157	но в	2	3
158	т е	48	3
159	ее от	2	3
160	в основе	3	2
161	не менее	11	2
162	не существует	10	2
163	но совершенно	2	2
164	частей то	2	2
165	сама по	4	2
166	уже и	3	2
167	в одинаковой	2	2
168	она должна	2	2
169	можно ли	5	2
170	и как	8	2
171	в разные	2	2
172	но даже	3	2
173	и без	3	2
174	в них	5	2
175	и во	2	2
176	и от	3	2
177	и здесь	2	2
178	есть не	9	2
179	утверждает что	3	2
180	оно есть	2	2
181	или не	5	2
182	тем не	10	2
183	уже не	5	2
184	есть ли	5	2
185	и потому	2	2
186	только о	3	2
187	и всякий	3	2
188	фактов и	2	2
189	себя и	2	2
190	есть нечто	23	2
191	но что	7	2
192	случае не	3	2
193	как таковое	3	2
194	что такое	21	2
195	во внимание	2	2
196	и следовательно	2	2
197	тех или	2	2
198	и тем	2	2
199	в нем	3	2
200	из них	3	2
201	я думаю	2	2
202	но и	9	2
203	говорит о	4	2
204	что же	11	2
205	и тогда	5	2
206	как мы	2	2
207	только что	4	2
208	отличается от	8	2
209	как раз	7	2
210	то и	3	2
211	что есть	4	2
212	тем самым	3	2
213	к нему	3	2
214	есть только	12	2
215	с точки	14	2
216	его не	2	2
217	что для	5	2
218	в чем	4	2
219	ничего не	17	2
220	нас в	2	2
221	их в	2	2
222	и с	6	2
223	одно из	5	2
224	в каком	3	2
225	как например	2	2
226	но как	2	2
227	и то	4	2
228	бы в	2	2
229	если же	8	2
230	таком случае	10	2
231	из этого	2	2
232	к этой	2	2
233	одинаковой мере	3	2
234	стало быть	9	2
