N	2gram	Tiupa_Lite_2	Problemy
1	и в	19	43
2	и не	11	29
3	может быть	17	23
4	как бы	2	22
5	не может	9	18
6	но и	10	14
7	как и	10	14
8	и т	2	13
9	точки зрения	4	13
10	в этом	9	13
11	что он	3	13
12	в нем	3	12
13	в одном	2	12
14	слова и	7	12
15	в каждом	2	11
16	не в	4	11
17	не только	8	11
18	прежде всего	4	10
19	и на	6	10
20	но в	2	10
21	в его	4	10
22	никогда не	3	9
23	еще не	2	9
24	в сущности	3	9
25	он не	5	9
26	т п	2	9
27	для него	4	8
28	то же	12	8
29	слово не	2	8
30	с точки	3	8
31	и его	3	8
32	о себе	3	7
33	и сам	2	7
34	в него	2	7
35	в то	9	7
36	то что	7	7
37	а не	20	7
38	в другом	3	7
39	в том	10	6
40	при этом	6	6
41	и наконец	2	6
42	у него	2	6
43	что я	2	6
44	так что	4	5
45	же время	9	5
46	по отношению	4	5
47	а в	3	5
48	и с	3	5
49	на фоне	5	5
50	вовсе не	2	5
51	о том	2	5
52	но не	5	5
53	было бы	2	5
54	и что	2	5
55	отношению к	3	5
56	и он	3	5
57	в себе	6	5
58	я не	5	4
59	что в	4	4
60	с другой	8	4
61	до конца	2	4
62	но это	3	4
63	и нет	2	4
64	себе и	3	4
65	в результате	2	4
66	человека в	4	4
67	так как	3	4
68	то есть	5	4
69	в них	2	4
70	и до	2	4
71	во всех	3	4
72	мы не	4	4
73	как раз	2	4
74	не менее	6	3
75	себя и	2	3
76	такой же	3	3
77	в виду	2	3
78	в их	3	3
79	и только	2	3
80	и даже	8	3
81	героя в	2	3
82	он и	2	3
83	в художественном	2	3
84	а за	2	3
85	с ним	2	3
86	себя как	2	3
87	в жизни	2	3
88	не знает	2	3
89	на два	2	3
90	и к	2	3
91	по существу	3	3
92	того же	4	3
93	тот же	2	3
94	наконец в	2	3
95	даже в	4	3
96	что и	2	3
97	все же	2	3
98	себя в	6	3
99	так и	7	3
100	другого в	3	3
101	в себя	3	3
102	уже не	2	3
103	другой стороны	4	3
104	и для	3	3
105	той же	2	3
106	ничего не	3	3
107	тем что	4	3
108	могут быть	2	3
109	уже в	2	2
110	с тобой	5	2
111	в конце	2	2
112	мысли и	2	2
113	тем не	2	2
114	для нас	2	2
115	и как	3	2
116	художественного творчества	2	2
117	него не	2	2
118	ту же	2	2
119	и др	3	2
120	в целом	2	2
121	и без	2	2
122	то и	3	2
123	для этого	2	2
124	того что	5	2
125	каждый из	4	2
126	в своих	2	2
127	и еще	2	2
128	в руках	2	2
129	из них	2	2
130	перед ним	2	2
131	как он	2	2
132	я и	4	2
133	ни было	2	2
134	в такой	2	2
135	что было	2	2
136	мы с	3	2
137	а затем	2	2
138	у нас	5	2
139	одна из	5	2
140	ведь я	2	2
141	ведь это	2	2
142	одно и	2	2
143	на себя	2	2
144	не могу	2	2
145	для себя	2	2
146	том что	7	2
147	что не	2	2
148	тем же	3	2
149	хотя бы	2	2
150	речь в	2	2
151	и то	3	2
152	с другим	2	2
153	в поэзии	3	2
154	в каждой	2	2
