N	2gram	Vinokur_Vv_1	Psycholo
1	то что	17	32
2	и в	27	31
3	в том	31	30
4	и т	43	26
5	что в	11	23
6	может быть	24	22
7	таким образом	19	20
8	при помощи	2	20
9	ясно что	9	19
10	при этом	3	19
11	так как	13	18
12	не может	13	17
13	как и	5	16
14	том что	26	16
15	и не	13	16
16	т п	5	16
17	точки зрения	7	15
18	только в	13	14
19	а не	3	13
20	не только	21	13
21	что и	3	13
22	так же	3	12
23	мы не	2	12
24	в этом	34	12
25	в самом	12	11
26	могут быть	4	11
27	не в	8	11
28	в области	4	11
29	в сущности	3	10
30	того что	12	10
31	потому что	14	10
32	по себе	9	9
33	самом деле	6	9
34	никогда не	3	8
35	вместе с	6	8
36	все это	6	8
37	т д	37	8
38	и что	4	8
39	во всяком	3	8
40	что мы	2	8
41	что он	4	7
42	том чтобы	6	7
43	на основании	5	7
44	и его	5	7
45	заключается в	4	7
46	того чтобы	21	7
47	сказать что	5	7
48	о том	15	7
49	что это	3	6
50	вовсе не	6	6
51	одной стороны	4	6
52	до конца	3	6
53	было бы	5	6
54	если бы	2	6
55	из этих	5	6
56	всяком случае	3	6
57	а в	5	6
58	что она	3	6
59	для того	21	6
60	и даже	5	6
61	в его	10	6
62	и есть	3	5
63	само по	3	5
64	тогда когда	3	5
65	в ее	11	5
66	все же	8	5
67	так что	5	5
68	с одной	4	5
69	несмотря на	2	5
70	в какой	4	5
71	как бы	5	5
72	в целом	5	5
73	другой стороны	5	5
74	и для	4	5
75	то же	8	5
76	с другой	8	5
77	это есть	2	5
78	и совершенно	2	5
79	в то	5	5
80	как будто	3	5
81	к тому	4	4
82	в котором	4	4
83	в виду	4	4
84	прежде всего	8	4
85	тому что	2	4
86	одной и	2	4
87	в себе	4	4
88	отличие от	3	4
89	по существу	2	4
90	чтобы понять	2	4
91	же как	3	4
92	одна из	2	4
93	у нас	2	4
94	от себя	3	4
95	один из	6	4
96	в этих	3	4
97	искусство и	2	4
98	со стороны	12	4
99	к этому	3	4
100	в своих	2	4
101	с этой	4	4
102	в результате	3	4
103	мы можем	2	4
104	этого слова	2	4
105	между тем	8	4
106	как это	5	4
107	мы имеем	3	4
108	дело с	6	3
109	уже в	5	3
110	совсем не	3	3
111	не могут	5	3
112	как на	11	3
113	с тем	6	3
114	состоит в	2	3
115	в частности	3	3
116	в своем	3	3
117	точно так	2	3
118	в каждом	4	3
119	должна быть	2	3
120	представить себе	5	3
121	вопрос о	8	3
122	в собственном	2	3
123	стороны и	3	3
124	а потому	3	3
125	в силу	3	3
126	но не	7	3
127	смысле слова	7	3
128	из его	2	3
129	до сих	5	3
130	для объяснения	2	3
131	из которых	2	3
132	например в	2	3
133	в этой	3	3
134	хотя и	3	3
135	речь идет	2	3
136	сих пор	5	3
137	не есть	4	3
138	жизни и	2	3
139	в своей	4	3
140	каждой из	3	3
141	и той	2	3
142	собственном смысле	2	3
143	только на	3	3
144	в отличие	3	3
145	что оно	2	3
146	и других	3	3
147	от того	3	3
148	и вот	3	3
149	той же	4	3
150	самое же	2	3
151	исследования и	2	3
152	в которых	6	3
153	с этим	2	3
154	нуждается в	2	3
155	во всем	2	3
156	в конце	3	3
157	и это	6	3
158	конце концов	2	3
159	когда мы	2	3
160	но в	10	3
161	т е	38	3
162	ее от	2	3
163	в известном	3	2
164	не менее	8	2
165	не существует	2	2
166	на вопрос	6	2
167	по самой	2	2
168	сама по	3	2
169	в изучении	2	2
170	казалось бы	2	2
171	уже и	7	2
172	независимо от	3	2
173	этом смысле	11	2
174	по этому	2	2
175	и как	9	2
176	и без	2	2
177	в них	4	2
178	целом ряде	2	2
179	одного и	2	2
180	в применении	6	2
181	это в	2	2
182	в основу	2	2
183	или иных	3	2
184	быть в	4	2
185	есть не	3	2
186	смысле этого	8	2
187	а только	8	2
188	тем не	8	2
189	уже не	5	2
190	и сейчас	2	2
191	должна была	2	2
192	только о	2	2
193	представляет собой	12	2
194	что здесь	2	2
195	что даже	2	2
196	критики и	2	2
197	в известных	2	2
198	в качестве	7	2
199	того же	3	2
200	но что	3	2
201	от других	2	2
202	что с	3	2
203	без остатка	2	2
204	о чем	4	2
205	с теми	2	2
206	что такое	10	2
207	него в	2	2
208	во внимание	2	2
209	том же	2	2
210	тех или	3	2
211	об искусстве	4	2
212	на почве	5	2
213	гораздо более	3	2
214	и тем	5	2
215	в нем	13	2
216	мы видели	2	2
217	отношение к	3	2
218	из них	3	2
219	но и	5	2
220	xviii в	6	2
221	говорит о	3	2
222	что же	3	2
223	мысли и	2	2
224	и тогда	3	2
225	как мы	9	2
226	только что	4	2
227	как раз	4	2
228	в связи	2	2
229	этому поводу	2	2
230	этом отношении	3	2
231	же самое	2	2
232	этой области	3	2
233	применении к	6	2
234	к нему	2	2
235	есть только	2	2
236	с точки	2	2
237	в чем	4	2
238	ничего не	2	2
239	и с	2	2
240	одно из	5	2
241	как например	5	2
242	бы и	2	2
243	но как	2	2
244	и то	5	2
245	это только	4	2
246	будто бы	2	2
247	если же	2	2
248	его в	6	2
249	как он	6	2
250	в одном	4	2
251	как она	4	2
252	или как	3	2
