N	2gram	Vinokur_Ku_2	Problema
1	в его	5	43
2	и не	16	42
3	и в	23	38
4	не может	9	27
5	может быть	15	26
6	как бы	4	22
7	отнюдь не	4	19
8	и с	7	17
9	и его	3	16
10	в нем	4	15
11	в этом	18	15
12	и т	39	14
13	прежде всего	8	13
14	только в	5	13
15	т п	24	13
16	но не	6	12
17	ни в	4	11
18	и для	2	11
19	в области	11	11
20	к нему	2	10
21	в их	2	10
22	таким образом	5	10
23	но и	7	9
24	не имеет	4	9
25	не только	20	9
26	в том	19	8
27	точки зрения	14	8
28	было бы	15	8
29	то что	9	8
30	слова в	6	7
31	что в	10	7
32	с другой	8	7
33	с помощью	7	7
34	не в	8	7
35	в самом	12	7
36	между тем	6	7
37	как и	2	7
38	еще не	5	7
39	совершенно не	3	7
40	в своей	2	7
41	как мы	3	7
42	не всегда	2	6
43	в пределах	4	6
44	а в	3	6
45	только как	2	6
46	все же	7	6
47	самом деле	9	6
48	с точки	8	6
49	там где	5	6
50	отношения к	2	6
51	ничего не	4	6
52	то же	6	5
53	все они	2	5
54	в своем	2	5
55	это не	6	5
56	при этом	2	5
57	никогда не	2	5
58	все эти	12	5
59	должно быть	4	5
60	рядом с	2	5
61	в них	4	5
62	конечно не	2	5
63	и о	4	5
64	так и	4	5
65	не на	2	5
66	в отличие	2	5
67	большинстве случаев	2	5
68	а не	10	5
69	быть только	2	5
70	могут быть	4	5
71	отличие от	2	5
72	должна быть	5	4
73	не менее	7	4
74	в нашем	7	4
75	на самом	2	4
76	должны быть	2	4
77	в ней	3	4
78	в конечном	2	4
79	в виду	3	4
80	другой стороны	7	4
81	данном случае	2	4
82	в форме	3	4
83	о значении	2	4
84	которых мы	2	4
85	с ними	2	4
86	конечно и	2	4
87	сказать что	4	4
88	в то	4	4
89	и потому	2	4
90	но в	11	4
91	конечном счете	2	4
92	как в	3	4
93	тем самым	2	4
94	что не	6	4
95	хотя бы	9	4
96	можно было	9	4
97	в данном	4	4
98	здесь не	3	4
99	мы будем	2	3
100	и от	2	3
101	тем не	6	3
102	да и	6	3
103	но это	3	3
104	же время	3	3
105	несмотря на	5	3
106	хотя и	4	3
107	и тем	5	3
108	все это	5	3
109	с одной	2	3
110	и даже	2	3
111	и на	6	3
112	языка в	3	3
113	также и	5	3
114	если бы	12	3
115	и все	2	3
116	но здесь	2	3
117	этом смысле	5	3
118	на фоне	3	3
119	ясно что	5	3
120	том что	11	3
121	говорить о	4	3
122	мы в	2	3
123	он не	3	3
124	оно не	2	3
125	слова не	3	3
126	в иных	2	3
127	приводит к	5	3
128	не знает	3	3
129	вопроса о	6	3
130	слова и	5	3
131	и это	3	3
132	чем в	3	2
133	на этом	3	2
134	или иное	3	2
135	я не	5	2
136	не могут	5	2
137	ни к	15	2
138	и есть	2	2
139	в частности	2	2
140	что все	5	2
141	была бы	4	2
142	на то	4	2
143	можно сказать	4	2
144	а только	3	2
145	но зато	2	2
146	узком смысле	2	2
147	что оно	3	2
148	в нашей	4	2
149	смысле слова	2	2
150	не более	2	2
151	в свою	2	2
152	и пр	8	2
153	по поводу	2	2
154	что это	7	2
155	и у	2	2
156	отличается от	3	2
157	в связи	4	2
158	в особенности	4	2
159	не было	4	2
160	этом отношении	3	2
161	этой области	4	2
162	в самой	2	2
163	здесь мы	2	2
164	лишь в	5	2
165	и что	8	2
166	того что	3	2
167	дает нам	2	2
168	языка но	3	2
169	и здесь	5	2
170	в своих	2	2
171	не следует	5	2
172	нуждается в	2	2
173	о котором	2	2
174	не слова	2	2
175	мы должны	2	2
176	того или	2	2
177	как это	5	2
178	мы имеем	5	2
179	и более	2	2
180	себе не	2	2
181	следует что	3	2
182	не все	3	2
183	к этому	4	2
184	вовсе не	9	2
185	или иного	2	2
186	языка как	2	2
187	о которых	3	2
188	что он	5	2
189	у нас	12	2
190	по существу	5	2
191	связи с	3	2
192	лучшем случае	3	2
193	она не	2	2
194	в корне	2	2
195	должен быть	5	2
196	что и	3	2
197	в современной	2	2
198	говорить и	2	2
199	но можно	2	2
200	язык в	2	2
201	можно говорить	2	2
202	того чтобы	11	2
203	для того	9	2
204	из которых	3	2
205	то или	3	2
206	в лучшем	3	2
207	или в	4	2
208	тем что	3	2
209	в другом	2	2
210	и вообще	2	2
211	в таких	3	2
212	что эта	2	2
