N	2gram	Propp_Isto_6	KFilosof
1	может быть	11	43
2	в его	5	39
3	в нем	8	31
4	не может	6	27
5	и не	10	26
6	по отношению	2	25
7	и в	26	22
8	отношению к	2	21
9	в себе	3	21
10	не есть	2	19
11	а не	2	17
12	и его	7	17
13	только в	5	16
14	в этом	12	13
15	ни в	2	12
16	но не	2	12
17	и это	8	12
18	все эти	8	11
19	в своей	3	11
20	не в	3	11
21	в своем	2	10
22	это не	4	10
23	но и	9	9
24	как бы	4	9
25	не было	3	8
26	если бы	3	8
27	было бы	2	8
28	жизни и	2	8
29	со стороны	3	8
30	вовсе не	2	7
31	что и	4	7
32	то что	6	7
33	быть только	2	7
34	в том	12	6
35	но это	4	6
36	и только	3	6
37	и действительно	3	6
38	он не	2	6
39	уже не	7	6
40	никогда не	13	5
41	то же	5	5
42	но все	2	5
43	не имеет	2	5
44	но как	4	5
45	его в	5	5
46	с ним	8	5
47	но в	7	5
48	как и	5	5
49	я могу	2	5
50	не только	10	5
51	все же	8	5
52	мы имеем	14	5
53	там где	5	5
54	что в	12	4
55	для нас	2	4
56	здесь мы	4	4
57	при этом	3	4
58	в своих	3	4
59	с ними	2	4
60	в одном	3	4
61	мира и	2	4
62	том что	10	4
63	а в	3	4
64	тем самым	2	4
65	независимо от	3	3
66	должна быть	3	3
67	что это	2	3
68	из его	2	3
69	из него	2	3
70	нет в	3	3
71	здесь нет	2	3
72	и тем	4	3
73	от того	3	3
74	меня и	3	3
75	того что	2	3
76	где он	2	3
77	и на	12	3
78	людей и	2	3
79	в ней	5	3
80	в то	5	3
81	о том	7	3
82	но здесь	4	3
83	мы не	6	3
84	на своем	4	3
85	меня в	3	3
86	от него	3	3
87	еще не	9	3
88	что не	2	3
89	что этот	2	3
90	тем что	5	3
91	могут быть	3	3
92	здесь не	2	3
93	и этим	5	3
94	ничего не	2	3
95	или иное	3	2
96	а с	2	2
97	та же	3	2
98	прежде всего	4	2
99	вопрос о	3	2
100	и конечно	2	2
101	и как	2	2
102	но для	2	2
103	вокруг него	3	2
104	в него	3	2
105	его с	3	2
106	он имеет	4	2
107	и других	3	2
108	именно на	2	2
109	потому что	13	2
110	может иметь	2	2
111	имеем в	4	2
112	он и	2	2
113	к себе	2	2
114	и под	3	2
115	я его	2	2
116	с его	4	2
117	и то	3	2
118	с тем	4	2
119	к этому	3	2
120	что он	9	2
121	не будет	5	2
122	в качестве	3	2
123	всех его	2	2
124	него и	3	2
125	в это	4	2
126	кажется что	2	2
127	но есть	3	2
128	и эти	5	2
129	так и	5	2
130	как в	6	2
131	в виде	6	2
132	сводится к	2	2
133	и эта	3	2
134	то или	2	2
135	в данном	3	2
136	от этого	3	2
137	в этой	2	2
138	или как	2	2
139	не потому	3	2
