N	2gram	Berdyaev_N_1	Psycholo
1	и в	16	38
2	то что	4	35
3	все время	2	30
4	в том	8	25
5	что в	9	20
6	может быть	7	19
7	и что	2	18
8	что она	2	16
9	в ней	5	15
10	том что	2	14
11	потому что	4	14
12	и мы	4	13
13	в этом	7	13
14	не только	5	12
15	не в	6	12
16	и не	11	10
17	и все	4	10
18	того чтобы	2	9
19	с тем	3	8
20	с этим	2	8
21	как и	7	8
22	и это	2	8
23	с другой	3	7
24	в ее	3	7
25	а не	17	7
26	не может	16	7
27	а в	2	7
28	к тому	3	6
29	она не	3	6
30	не имеет	4	6
31	он не	8	6
32	с одной	2	6
33	как это	2	6
34	и на	2	6
35	о том	4	6
36	я не	2	5
37	должна быть	3	5
38	одной стороны	2	5
39	в своей	3	5
40	вместе с	2	5
41	но и	3	5
42	другой стороны	2	5
43	мы не	2	5
44	никогда не	6	4
45	по своему	4	4
46	и для	4	4
47	конечно не	3	4
48	во всех	3	4
49	не могли	2	4
50	в нем	5	4
51	как в	3	4
52	все эти	2	4
53	и даже	2	4
54	время как	2	4
55	сказать что	3	4
56	у него	2	4
57	как будто	2	4
58	одна из	2	4
59	в себе	2	4
60	место в	2	3
61	в них	4	3
62	что все	2	3
63	и к	5	3
64	ни в	6	3
65	но это	6	3
66	совсем не	12	3
67	наряду с	3	3
68	в основе	3	3
69	должен быть	5	3
70	не к	2	3
71	все это	5	3
72	к ним	3	3
73	в то	2	3
74	но в	2	3
75	можно назвать	2	2
76	на гибель	2	2
77	все они	2	2
78	к самой	2	2
79	хотя бы	2	2
80	уже не	2	2
81	по существу	2	2
82	это есть	7	2
83	такой же	2	2
84	есть в	2	2
85	не могла	2	2
86	растет и	3	2
87	ли это	2	2
88	для этого	2	2
89	с ее	5	2
90	наше время	4	2
91	в наше	3	2
92	так же	2	2
93	думать что	2	2
94	не имеют	2	2
95	в истории	3	2
96	когда мы	2	2
97	том и	2	2
