N	2gram	Bakhtin_Fr_6	formyVre
1	и в	41	46
2	в этом	12	22
3	у рабле	10	18
4	кн i	2	16
5	i гл	2	15
6	прежде всего	10	14
7	кн ii	7	14
8	вовсе не	7	13
9	в романе	2	13
10	ii гл	7	12
11	человеческого тела	5	12
12	и его	13	12
13	рабле в	4	11
14	только в	3	11
15	не только	10	11
16	во всех	17	11
17	во время	9	10
18	в том	2	10
19	как бы	7	10
20	точки зрения	2	10
21	то есть	24	10
22	но в	8	10
23	у него	7	9
24	не в	4	9
25	мы уже	18	9
26	мира и	2	9
27	вместе с	6	9
28	но и	13	9
29	и не	3	9
30	и для	3	9
31	связи с	2	8
32	как и	7	8
33	в его	7	8
34	жизни и	3	8
35	то же	5	8
36	того чтобы	4	8
37	с точки	2	8
38	потому что	3	8
39	из них	5	8
40	всех этих	2	7
41	в них	7	7
42	в главе	2	7
43	в одном	5	7
44	может быть	2	7
45	то что	10	7
46	так и	5	7
47	в эпизоде	5	7
48	и на	9	7
49	так сказать	2	7
50	никогда не	8	6
51	и во	2	6
52	и все	9	6
53	при этом	3	6
54	как мы	12	6
55	здесь в	9	6
56	все же	4	6
57	все это	11	6
58	панурга о	3	6
59	человеческое тело	2	6
60	в особенности	7	6
61	те же	3	6
62	и наконец	4	6
63	в основе	4	6
64	во рту	8	6
65	так как	10	6
66	и с	16	6
67	в частности	2	5
68	в своем	5	5
69	с этим	3	5
70	в дальнейшем	2	5
71	в то	6	5
72	но не	2	5
73	он не	2	5
74	и др	10	5
75	в нем	16	5
76	что в	7	5
77	все эти	11	5
78	и у	2	5
79	тела и	15	5
80	рабле и	7	5
81	уже в	4	4
82	характер носит	3	4
83	с этой	3	4
84	из этих	2	4
85	человека и	2	4
86	в образе	6	4
87	же время	5	4
88	с ним	4	4
89	тела в	13	4
90	том что	7	4
91	так что	2	4
92	что они	2	4
93	есть и	2	4
94	рту пантагрюэля	4	4
95	в котором	4	4
96	телесной жизни	4	4
97	уже говорили	11	4
98	эпизоде с	3	4
99	и их	3	4
100	конечно не	3	4
101	как в	4	4
102	в эпоху	6	4
103	iii гл	4	4
104	еще более	2	4
105	кн iii	4	4
106	а не	2	4
107	и он	5	4
108	также и	6	4
109	их в	2	4
110	к себе	2	4
111	в себе	5	4
112	в истории	2	4
113	на вертеле	2	4
114	о том	9	4
115	и смерть	2	4
116	мы будем	3	3
117	в средние	4	3
118	связанных с	3	3
119	борьба с	4	3
120	отчасти и	2	3
121	мы еще	2	3
122	все они	2	3
123	того же	4	3
124	та же	4	3
125	с помощью	6	3
126	на первый	3	3
127	что он	6	3
128	а затем	4	3
129	и как	4	3
130	тем более	2	3
131	как у	3	3
132	в большинстве	4	3
133	кроме того	9	3
134	тот же	4	3
135	средние века	4	3
136	уже сказали	3	3
137	хотя и	2	3
138	а также	5	3
139	в гротескном	9	3
140	с едой	2	3
141	в форме	2	3
142	не на	2	3
143	и другие	2	3
144	таким образом	17	3
145	того что	3	3
146	и даже	4	3
147	и прежде	2	3
148	а в	4	3
149	роль в	4	3
150	тем что	5	3
151	в другом	4	3
152	в этих	2	3
153	большинстве случаев	5	3
154	весь мир	3	3
155	мира в	2	3
156	из самых	2	2
157	на этом	2	2
158	все основные	2	2
159	не был	2	2
160	для рабле	2	2
161	до того	3	2
162	не были	3	2
163	говорить о	2	2
164	наконец и	2	2
165	характерно что	2	2
166	во франции	5	2
167	с другой	4	2
168	в одной	3	2
169	романа в	3	2
170	почти вовсе	2	2
171	но здесь	2	2
172	они были	3	2
173	что все	2	2
174	представление о	2	2
175	в духе	3	2
176	первый план	3	2
177	в индивидуальном	2	2
178	но эта	2	2
179	рассуждение панурга	3	2
180	он был	4	2
181	как его	2	2
182	не мог	3	2
183	именно в	4	2
184	у нас	4	2
185	для нового	2	2
186	мы видим	6	2
187	рассказывается о	3	2
188	в этой	8	2
189	здесь дается	2	2
190	сила и	2	2
191	а на	2	2
192	все что	4	2
193	гротескного образа	6	2
194	между ними	3	2
195	до конца	2	2
196	было бы	3	2
197	со всеми	2	2
198	вино и	2	2
199	в сущности	8	2
200	рабле дает	2	2
201	и потому	2	2
202	эти образы	2	2
203	один из	6	2
204	сих пор	3	2
205	мы видели	2	2
206	в корне	2	2
207	и до	7	2
208	в эпосе	2	2
209	и т.п	19	2
210	и самый	3	2
211	не может	4	2
212	брат жан	3	2
213	вовсе нет	2	2
214	этом отношении	3	2
215	с одной	4	2
216	гаргантюа и	3	2
217	в той	5	2
218	лишь в	2	2
219	так же	5	2
220	другом месте	4	2
221	рядом с	5	2
222	каждый из	2	2
223	в данном	3	2
224	но это	3	2
225	людей и	3	2
226	и от	4	2
227	но он	5	2
228	в литературе	5	2
229	и самая	2	2
230	полового акта	2	2
231	в конце	2	2
232	как он	2	2
233	этих образов	2	2
234	там где	5	2
235	как это	2	2
236	до сих	3	2
