N	2gram	Tiupa_Anal_1	Marksizm
1	точки зрения	6	34
2	может быть	29	26
3	и не	21	26
4	не может	22	24
5	с точки	4	20
6	и в	18	19
7	и его	5	19
8	таким образом	3	17
9	в этом	13	16
10	как бы	5	15
11	в процессе	2	14
12	прежде всего	6	13
13	как мы	2	13
14	как и	13	12
15	так и	4	11
16	в самом	6	10
17	в нем	3	10
18	ни было	4	10
19	и т.п	5	10
20	самом деле	2	10
21	для него	2	9
22	лишь в	5	9
23	внутренней речи	5	9
24	только в	6	9
25	при этом	12	8
26	бы то	3	8
27	но и	17	8
28	то ни	3	8
29	не только	15	8
30	все же	4	8
31	то что	6	8
32	все эти	2	7
33	но в	8	7
34	то же	9	7
35	а не	17	7
36	в том	27	6
37	в пределах	2	6
38	другой стороны	2	6
39	отнюдь не	15	6
40	того же	4	6
41	в его	13	6
42	и того	5	6
43	с другой	4	5
44	одного и	2	5
45	именно в	4	5
46	не в	14	5
47	в начале	2	5
48	и потому	2	5
49	и все	3	5
50	вовсе не	2	5
51	за пределы	2	5
52	в отличие	6	5
53	того чтобы	3	5
54	хотя бы	3	5
55	отличие от	6	5
56	что в	5	4
57	и внешнего	2	4
58	вопрос о	2	4
59	не является	2	4
60	не столько	2	4
61	а в	9	4
62	и на	5	4
63	науки о	2	4
64	по себе	4	4
65	еще не	3	4
66	было бы	2	4
67	нет и	2	4
68	язык есть	2	4
69	не будет	3	4
70	что же	2	4
71	для того	4	4
72	оно может	3	4
73	в данном	2	4
74	далеко не	6	4
75	место в	3	3
76	этом отношении	2	3
77	и есть	3	3
78	в какой	2	3
79	одного из	2	3
80	а как	2	3
81	или иной	6	3
82	можно сказать	2	3
83	и как	5	3
84	же время	6	3
85	в котором	3	3
86	из них	2	3
87	по отношению	6	3
88	следует что	2	3
89	того что	4	3
90	с другими	4	3
91	между тем	5	3
92	нуждается в	8	3
93	в то	9	3
94	же самое	2	3
95	нет ничего	2	3
96	он может	2	3
97	знакового материала	3	3
98	первом случае	2	3
99	не могут	3	3
100	и к	3	3
101	она может	3	3
102	том что	12	3
103	более того	3	3
104	в сущности	6	3
105	он не	3	3
106	внутреннего и	2	3
107	не есть	8	3
108	в первом	2	3
109	в своей	6	3
110	на самом	2	3
111	сводится к	5	3
112	науке о	2	3
113	не становится	2	3
114	между двумя	3	3
115	в которой	2	3
116	в области	4	3
117	том числе	3	2
118	в частности	19	2
119	никогда не	2	2
120	его к	2	2
121	ни в	4	2
122	одним из	3	2
123	совпадает с	2	2
124	и является	2	2
125	в нашем	3	2
126	как к	2	2
127	имеет место	5	2
128	не просто	2	2
129	должно быть	2	2
130	из виду	2	2
131	из этих	2	2
132	о том	5	2
133	как он	3	2
134	за пределами	2	2
135	так как	2	2
136	в сознании	2	2
137	и с	2	2
138	творческий акт	2	2
139	в основе	6	2
140	и более	4	2
141	если бы	3	2
142	и та	2	2
143	между собой	2	2
144	установкой на	2	2
145	в литературе	4	2
146	что он	3	2
147	как системе	2	2
148	в себе	11	2
149	то в	2	2
150	в качестве	31	2
151	во внешнем	3	2
152	к тому	7	2
153	этого слова	7	2
154	однако не	3	2
155	не все	2	2
156	что и	3	2
157	отношению к	5	2
158	не остается	2	2
159	для данного	2	2
160	в двух	2	2
161	что не	3	2
162	из которых	4	2
163	той же	2	2
164	в таком	3	2
165	могут быть	4	2
166	в другом	4	2
167	могла бы	3	2
168	жизни но	2	2
169	таком случае	3	2
