N	2gram	Tiupa_Narr_1	Psycholo
1	то что	9	37
2	и в	11	30
3	в том	8	27
4	что в	3	24
5	потому что	5	23
6	том что	7	21
7	для того	3	20
8	того чтобы	4	20
9	как бы	6	19
10	что он	3	17
11	на то	2	17
12	не только	31	16
13	в самом	6	14
14	в этом	12	14
15	как раз	6	13
16	то есть	9	13
17	в сущности	2	12
18	вместе с	2	12
19	если бы	7	11
20	может быть	15	11
21	что мы	2	11
22	о том	4	10
23	никогда не	4	9
24	с другой	2	9
25	не может	8	9
26	и то	3	9
27	сказать что	2	9
28	мы имеем	3	8
29	к тому	6	8
30	не в	6	8
31	а не	13	8
32	при этом	19	8
33	того что	4	8
34	самом деле	3	8
35	этих двух	2	7
36	по себе	4	7
37	в нем	4	7
38	и как	3	7
39	зависимости от	2	7
40	но не	4	7
41	мы можем	2	7
42	все же	4	7
43	то же	8	7
44	действующих лиц	5	7
45	точки зрения	5	7
46	героя и	2	7
47	как это	3	7
48	в зависимости	2	6
49	в своем	3	6
50	именно в	3	6
51	как и	13	6
52	и тем	4	6
53	и для	2	6
54	но и	27	6
55	и не	23	6
56	жизни и	6	6
57	и его	10	6
58	или в	6	6
59	никак не	2	6
60	как будто	3	6
61	дело с	2	5
62	в целом	3	5
63	как мы	2	5
64	в этой	6	5
65	еще не	4	5
66	до сих	2	5
67	один из	6	5
68	сих пор	2	5
69	другой стороны	2	5
70	сводится к	3	5
71	о смерти	2	5
72	в себе	6	5
73	но в	7	5
74	только в	12	5
75	же самое	2	5
76	казалось бы	2	4
77	в результате	2	4
78	в частности	14	4
79	и все	3	4
80	прежде всего	4	4
81	у нас	3	4
82	в своей	5	4
83	в ней	4	4
84	в его	6	4
85	заключает в	2	4
86	только на	2	4
87	только что	2	4
88	внимание на	4	4
89	а в	13	4
90	как она	2	4
91	в конце	2	4
92	о чем	4	4
93	чем это	2	3
94	не существует	3	3
95	и составляет	2	3
96	у него	7	3
97	что у	4	3
98	хотя бы	2	3
99	это не	3	3
100	из этих	4	3
101	состоит в	10	3
102	одно и	2	3
103	что на	4	3
104	об этом	6	3
105	одна из	4	3
106	в свою	2	3
107	для него	4	3
108	имеет место	4	3
109	он не	3	3
110	события в	2	3
111	данном случае	8	3
112	так и	5	3
113	со стороны	8	3
114	как в	4	3
115	так в	4	3
116	и только	2	3
117	времени и	9	3
118	этом отношении	3	3
119	в той	2	3
120	героя в	3	3
121	и о	3	3
122	тем же	2	3
123	в таком	2	3
124	мы не	3	3
125	человека в	2	3
126	и на	5	3
127	в данном	11	3
128	в этих	2	3
129	в состав	3	3
130	перед нами	5	2
131	с его	4	2
132	связи с	2	2
133	действующее лицо	2	2
134	между собой	2	2
135	не является	3	2
136	в одном	4	2
137	или иной	4	2
138	можно сказать	5	2
139	же в	2	2
140	до конца	2	2
141	в романе	2	2
142	ли не	2	2
143	и того	2	2
144	когда в	3	2
145	в центре	3	2
146	той или	5	2
147	в качестве	14	2
148	со словами	2	2
149	еще в	3	2
150	сами по	2	2
151	из них	4	2
152	представляют собой	3	2
153	быть и	2	2
154	в форме	2	2
155	по отношению	3	2
156	в отличие	2	2
157	все равно	2	2
158	и вот	2	2
159	именно эта	2	2
160	и даже	2	2
161	и он	6	2
162	между ними	2	2
163	отличие от	2	2
164	в глазах	3	2
165	ничего не	2	2
166	и с	3	2
167	в нашем	3	2
168	что касается	2	2
169	исходя из	3	2
170	в то	4	2
171	в рассказе	8	2
172	дело в	2	2
173	едва ли	3	2
