N	2gram	Tiupa_Disk_1	Mirosoze
1	может быть	17	30
2	не только	28	29
3	и в	16	28
4	не может	9	28
5	но и	14	25
6	а не	22	25
7	в этом	15	20
8	не было	7	18
9	не в	7	16
10	потому что	4	16
11	в своей	5	15
12	и есть	2	14
13	никогда не	2	14
14	в нем	9	13
15	человека в	2	13
16	и он	2	12
17	для него	4	11
18	в самом	3	11
19	и не	11	11
20	что в	4	10
21	в своем	6	10
22	прежде всего	11	10
23	и все	2	10
24	что он	4	10
25	и потому	3	10
26	в его	7	9
27	не есть	2	9
28	и его	2	9
29	но не	11	8
30	в котором	5	8
31	того что	3	7
32	но в	8	7
33	в себе	7	7
34	в том	23	6
35	в этой	2	6
36	лишь в	4	6
37	ведет к	3	6
38	и на	5	6
39	только в	7	6
40	это не	3	5
41	как и	16	5
42	то что	5	5
43	уже в	2	4
44	отношение к	4	4
45	в их	5	4
46	отношения к	2	4
47	и по	2	4
48	а в	5	4
49	в которых	4	4
50	точки зрения	3	4
51	в них	4	4
52	не как	4	4
53	один из	3	4
54	за пределы	2	4
55	что и	3	4
56	уже не	4	4
57	тем что	3	4
58	к тому	5	3
59	в момент	2	3
60	с этим	3	3
61	то есть	20	3
62	на этом	2	3
63	с его	4	3
64	в ее	3	3
65	том что	19	3
66	на том	2	3
67	себя в	2	3
68	когда он	2	3
69	будто бы	2	3
70	хотя бы	3	3
71	по своему	3	2
72	он мог	3	2
73	его как	2	2
74	в свою	3	2
75	о чем	2	2
76	он ни	2	2
77	одним из	2	2
78	в виду	2	2
79	могут быть	4	2
80	отличается от	2	2
81	по отношению	9	2
82	и что	2	2
83	также и	3	2
84	сказать что	3	2
85	в начале	2	2
86	по своей	11	2
87	в истории	4	2
88	как бы	5	2
89	о том	8	2
90	в основе	7	2
91	человеческого сознания	3	2
92	мысли о	2	2
93	жизни в	2	2
94	и во	2	2
95	к этому	2	2
96	различие между	2	2
97	самому себе	2	2
98	отношению к	9	2
99	в то	3	2
100	и к	4	2
101	о нем	2	2
102	еще в	3	2
103	все же	3	2
104	как в	10	2
105	мысли и	2	2
106	приводит к	2	2
107	в наше	2	2
108	разного рода	2	2
109	и как	6	2
110	на протяжении	2	2
