N	2gram	Tiupa_Anal_2	StatiiOP
1	и в	16	44
2	в том	12	36
3	что в	2	30
4	том что	12	29
5	в этом	18	21
6	вовсе не	2	19
7	то что	7	18
8	не только	16	18
9	было бы	3	17
10	а в	3	17
11	о том	7	17
12	и не	12	16
13	а не	10	16
14	т е	2	15
15	может быть	6	15
16	в данном	8	14
17	как в	4	13
18	можно было	3	13
19	не в	4	12
20	в первой	3	12
21	в тексте	24	12
22	в этой	9	11
23	точки зрения	4	11
24	но и	12	10
25	но в	6	10
26	только в	4	10
27	с другой	6	9
28	если бы	3	9
29	в то	2	9
30	как и	14	9
31	того что	2	9
32	во второй	4	9
33	так и	15	9
34	в его	2	9
35	во всех	4	8
36	из них	3	8
37	не может	4	8
38	и его	4	8
39	с точки	2	8
40	прежде всего	3	7
41	так например	2	7
42	по поводу	3	7
43	в самом	6	7
44	другой стороны	2	7
45	таким образом	2	7
46	этом отношении	3	7
47	сказать что	2	7
48	так что	3	6
49	для него	4	6
50	что и	3	6
51	в своей	2	6
52	данном случае	5	6
53	со стороны	3	6
54	именно в	3	6
55	не менее	4	5
56	никогда не	3	5
57	текста в	6	5
58	была бы	2	5
59	так же	2	5
60	в котором	2	5
61	в целом	8	5
62	все это	4	5
63	той же	2	5
64	то же	4	5
65	и даже	9	5
66	и то	3	5
67	тем что	3	5
68	могут быть	10	5
69	речь идет	2	4
70	в частности	16	4
71	столь же	4	4
72	что она	2	4
73	или иного	3	4
74	же время	2	4
75	должна была	2	4
76	в качестве	11	4
77	того или	3	4
78	как раз	4	4
79	как бы	10	4
80	на то	2	4
81	дело не	2	4
82	еще более	2	4
83	не имеет	2	4
84	языка и	2	4
85	как будто	3	4
86	как это	6	4
87	случае в	3	4
88	и я	2	3
89	в конце	4	3
90	он был	2	3
91	но не	4	3
92	того же	4	3
93	еще не	2	3
94	своего рода	12	3
95	и для	2	3
96	даже в	2	3
97	и тем	4	3
98	отношению к	4	3
99	и за	3	3
100	ни с	2	3
101	говорит о	5	3
102	внимание на	2	3
103	по отношению	4	3
104	с одной	5	3
105	в двух	2	3
106	лишь в	9	3
107	на этот	2	3
108	в таком	2	3
109	в результате	3	3
110	что касается	3	3
111	ведь и	2	3
112	ответ на	3	3
113	между тем	2	3
114	произведения в	5	2
115	что все	2	2
116	а как	2	2
117	при таком	2	2
118	в этих	2	2
119	в случае	2	2
120	в своем	4	2
121	превращается в	2	2
122	как о	3	2
123	вообще не	2	2
124	и во	2	2
125	по крайней	3	2
126	имеем дело	3	2
127	не знаю	2	2
128	что на	3	2
129	крайней мере	3	2
130	этом случае	4	2
131	ли не	2	2
132	по существу	2	2
133	есть в	3	2
134	при этом	10	2
135	что с	2	2
136	она не	2	2
137	одной стороны	4	2
138	и сам	3	2
139	несмотря на	3	2
140	в сущности	4	2
141	в сторону	5	2
142	за пределы	4	2
143	совпадает с	4	2
144	а также	7	2
145	этого слова	3	2
146	тем не	3	2
147	такого рода	2	2
148	отношения к	2	2
149	на него	2	2
150	и их	2	2
151	тем самым	4	2
152	свидетельствует о	2	2
153	ничего не	9	2
154	не знает	3	2
155	а то	2	2
156	у него	4	2
157	одно из	2	2
158	он не	2	2
159	в себе	7	2
160	в сознании	4	2
161	говорить о	6	2
162	как правило	4	2
163	и все	3	2
164	его в	2	2
165	мы имеем	3	2
166	то есть	9	2
