N	2gram	Voloshinov_1	Formalny
1	и не	26	30
2	вовсе не	5	28
3	и в	19	27
4	может быть	26	25
5	не может	24	24
6	так и	11	21
7	и его	19	19
8	таким образом	17	18
9	в этом	16	18
10	а не	7	17
11	точки зрения	34	16
12	самом деле	10	16
13	и пр	12	15
14	в нем	10	15
15	в процессе	14	15
16	то же	7	15
17	между ними	4	15
18	на самом	3	14
19	как и	12	14
20	с точки	20	14
21	не в	5	12
22	если бы	2	12
23	и от	3	11
24	в самом	10	11
25	место в	3	10
26	но и	8	10
27	не могут	3	10
28	в действительности	2	9
29	лишь в	9	9
30	так как	2	9
31	не только	8	9
32	так же	7	9
33	социального общения	12	9
34	что в	4	8
35	ни в	2	8
36	при этом	8	8
37	в пределах	6	8
38	как бы	15	8
39	с помощью	6	8
40	отнюдь не	6	8
41	и все	5	8
42	то что	8	8
43	как раз	2	8
44	входит в	5	8
45	как мы	13	8
46	только в	9	8
47	не менее	4	7
48	в том	6	7
49	же время	3	7
50	все это	3	7
51	в то	3	7
52	его в	3	7
53	между тем	3	7
54	для них	2	7
55	совершенно не	3	7
56	в его	6	7
57	если мы	11	7
58	там где	2	7
59	данной социальной	3	6
60	с другой	5	6
61	идеологического творчества	9	6
62	всяком случае	2	6
63	все эти	7	6
64	в своих	2	6
65	бы в	2	6
66	но в	7	6
67	в литературе	2	6
68	что он	2	6
69	более того	3	6
70	еще не	4	6
71	было бы	4	6
72	действительности и	3	6
73	все же	8	6
74	в своей	3	6
75	хотя бы	5	6
76	и для	11	6
77	в данном	4	6
78	во всяком	5	6
79	и ее	3	6
80	независимо от	2	5
81	никогда не	2	5
82	в каждом	7	5
83	зависимости от	2	5
84	войти в	3	5
85	ни было	10	5
86	в дальнейшем	3	5
87	того чтобы	5	5
88	не является	4	5
89	и их	2	5
90	друг друга	8	5
91	другой стороны	6	5
92	в одной	2	5
93	в ней	4	5
94	в направлении	7	5
95	и формы	3	5
96	в результате	9	5
97	говорит он	2	5
98	и между	4	5
99	в истории	3	5
100	большинстве случаев	3	5
101	в единстве	2	5
102	в идеологическом	4	5
103	и потому	5	5
104	что же	4	5
105	лишь для	3	5
106	сводится к	3	5
107	без исключения	8	5
108	тем что	2	5
109	связи с	11	5
110	так сказать	6	5
111	то ни	8	4
112	прежде всего	13	4
113	является лишь	3	4
114	в смысле	6	4
115	к тому	2	4
116	мы знаем	5	4
117	следовательно и	2	4
118	и как	3	4
119	в большинстве	3	4
120	до конца	5	4
121	для того	4	4
122	направлении к	5	4
123	же и	2	4
124	и является	2	4
125	быть понято	2	4
126	бы то	8	4
127	жизни и	2	4
128	в связи	7	4
129	и те	7	4
130	в конкретном	2	4
131	о том	2	4
132	мы можем	2	4
133	между собой	2	4
134	следует что	3	4
135	по себе	4	4
136	не есть	3	4
137	в ее	7	4
138	в романе	2	4
139	том что	3	4
140	индивидуального организма	5	4
141	социальной жизни	3	4
142	она не	2	4
143	в корне	3	4
144	конечно не	5	4
145	как ее	5	4
146	субъективного сознания	7	4
147	как в	4	4
148	только на	4	4
149	для данного	2	4
150	менее всего	2	4
151	в слове	10	4
152	мы не	6	4
153	могут быть	2	4
154	отвлечемся от	2	4
155	слова и	3	4
156	из этого	2	4
157	же как	2	3
158	бы и	2	3
159	тому что	2	3
160	в какой	3	3
161	формы и	3	3
162	формы в	2	3
163	в конце	5	3
164	те же	5	3
165	можно сказать	3	3
166	совершается в	5	3
167	должна быть	2	3
168	того что	3	3
169	имеет место	2	3
170	дело идет	4	3
171	одним из	2	3
172	в виду	2	3
173	этот процесс	3	3
174	слово как	4	3
175	по отношению	3	3
176	той же	2	3
177	этом отношении	3	3
178	действительности в	2	3
179	и на	4	3
180	сказать что	4	3
181	и с	2	3
182	в основе	2	3
183	и следовательно	3	3
184	нуждается в	3	3
185	к его	2	3
186	и более	2	3
187	жизни в	4	3
188	ясно что	5	3
189	в условиях	4	3
190	у нас	2	3
191	они и	2	3
192	того же	6	3
193	же самое	3	3
194	мы уже	2	3
195	во всех	7	3
196	все без	3	3
197	нет и	4	3
198	отношению к	2	3
199	к проблеме	2	3
200	и эта	4	3
201	одни и	5	3
202	всех других	3	3
203	то мы	2	3
204	в себе	2	3
205	может стать	5	3
206	он является	3	2
207	темы и	2	2
208	в отношении	4	2
209	же деле	2	2
210	язык как	7	2
211	или иной	3	2
212	неразрывной связи	2	2
213	лишь с	4	2
214	как система	8	2
215	является не	6	2
216	условиях данной	2	2
217	общения и	5	2
218	субъективной психики	3	2
219	к другому	3	2
220	внутренняя речь	9	2
221	совпадает с	2	2
222	но для	2	2
223	но если	2	2
224	со всею	2	2
225	в котором	3	2
226	и др	2	2
227	он может	3	2
228	из них	3	2
229	друга в	2	2
230	от того	4	2
231	их взаимодействия	2	2
232	допустим что	2	2
233	субъективному сознанию	2	2
234	знака и	5	2
235	в своем	2	2
236	справедливо и	2	2
237	и только	2	2
238	упускается из	2	2
239	мы отвлечемся	2	2
240	именно на	2	2
241	пределах одного	2	2
242	и даже	2	2
243	одной и	2	2
244	в философии	2	2
245	от одного	3	2
246	одну из	2	2
247	чем же	4	2
248	из виду	2	2
249	из этих	2	2
250	необходимо чтобы	5	2
251	индивидуальное сознание	9	2
252	в неразрывной	2	2
253	формы а	2	2
254	всех областях	2	2
255	в высшей	3	2
256	как он	2	2
257	же является	4	2
258	конце концов	3	2
259	свое выражение	2	2
260	слово в	3	2
261	и действительно	3	2
262	сознания и	3	2
263	этом смысле	2	2
264	смысле этого	3	2
265	и всякое	2	2
266	установкой на	2	2
267	не как	2	2
268	и во	2	2
269	но при	2	2
270	к этому	5	2
271	языка как	17	2
272	данный момент	2	2
273	с ее	2	2
274	с установкой	2	2
275	не утрачивая	3	2
276	то в	2	2
277	самом же	2	2
278	одна из	2	2
279	от него	2	2
280	не об	2	2
281	мы должны	3	2
282	в данной	2	2
283	одной из	3	2
284	в целях	3	2
285	в сущности	3	2
286	за пределы	5	2
287	в основном	6	2
288	этого слова	2	2
289	на почве	6	2
290	не могло	2	2
291	что и	2	2
292	тем не	2	2
293	внутренней речи	9	2
294	оно становится	2	2
295	и речи	2	2
296	в языке	4	2
297	в отличие	5	2
298	всех сторон	2	2
299	это и	3	2
300	человека в	2	2
301	лишь тогда	2	2
302	в таком	2	2
303	слова как	7	2
304	от этого	2	2
305	является в	3	2
306	высшей степени	3	2
307	в каком	3	2
308	в рамки	4	2
309	ту же	2	2
310	и вне	2	2
311	связаны с	2	2
312	и это	3	2
313	без всякой	2	2
314	в единство	4	2
315	отличие от	5	2
316	в области	3	2
317	ничего не	6	2
