N	2gram	Propp_Isto_1	Myslijsy
1	потому что	4	33
2	то что	9	29
3	может быть	25	26
4	таким образом	8	24
5	в том	9	23
6	и в	28	23
7	в этом	8	23
8	и не	9	18
9	что в	12	17
10	при этом	3	15
11	только в	11	15
12	для нас	13	14
13	как и	4	14
14	в себе	2	14
15	то же	12	14
16	того что	4	14
17	так как	6	14
18	если бы	8	13
19	том что	7	12
20	а не	15	12
21	по себе	3	11
22	но и	10	11
23	не в	9	11
24	не может	15	11
25	и потому	2	10
26	что мы	7	10
27	по отношению	3	10
28	не только	12	10
29	тем что	3	10
30	не есть	2	9
31	между тем	2	9
32	в своем	5	8
33	было бы	7	8
34	тогда когда	2	8
35	то это	3	8
36	отношению к	3	8
37	другими словами	4	8
38	мы не	10	8
39	сказать что	5	8
40	о том	9	8
41	но в	8	8
42	с тем	4	7
43	по мере	2	7
44	что это	8	7
45	это не	7	7
46	на то	4	7
47	в нем	2	7
48	что и	6	7
49	в силу	5	7
50	и что	10	7
51	вовсе не	2	7
52	и т	25	7
53	могут быть	4	7
54	как в	2	7
55	с этим	4	7
56	что такое	2	7
57	что если	2	6
58	в лес	8	6
59	мысль о	2	6
60	вместе с	6	6
61	того как	3	6
62	что не	2	6
63	когда мы	2	6
64	так и	9	6
65	так что	4	5
66	есть только	3	5
67	само по	2	5
68	не можем	3	5
69	для него	2	5
70	и мы	2	5
71	в его	5	5
72	как бы	2	5
73	что же	3	5
74	все это	4	5
75	не менее	6	5
76	находится в	4	5
77	должно быть	2	5
78	а в	7	5
79	с ним	2	5
80	один и	2	5
81	не то	4	5
82	на вопрос	2	4
83	что он	10	4
84	тем не	6	4
85	мере того	2	4
86	до сих	5	4
87	на котором	3	4
88	в одном	5	4
89	в котором	3	4
90	и тем	2	4
91	между ними	2	4
92	сих пор	5	4
93	а именно	4	4
94	то и	2	4
95	хотя бы	4	4
96	так же	7	4
97	в то	3	4
98	видно что	6	4
99	же самое	3	4
100	могли бы	3	4
101	его в	6	4
102	мы имеем	13	4
103	и с	4	4
104	при помощи	2	3
105	никогда не	14	3
106	связи с	4	3
107	в этих	7	3
108	не всегда	8	3
109	там же	2	3
110	именно в	3	3
111	но это	4	3
112	еще не	7	3
113	быть назван	2	3
114	в действительности	2	3
115	и если	2	3
116	к тому	6	3
117	например в	5	3
118	мы в	2	3
119	но уже	2	3
120	и их	3	3
121	со стороны	2	3
122	что например	3	3
123	так в	4	3
124	связь между	3	3
125	и только	2	3
126	образом мы	2	3
127	т д	22	3
128	все эти	4	3
129	уже не	3	3
130	должны быть	4	3
131	и по	3	3
132	ведет к	2	3
133	и на	4	3
134	этот вопрос	7	3
135	их в	5	3
136	то мы	4	3
137	там где	4	3
138	на нее	2	3
139	и тот	2	3
140	не существует	2	2
141	что от	2	2
142	только для	2	2
143	во время	3	2
144	я не	3	2
145	не могут	2	2
146	самого начала	2	2
147	и как	2	2
148	превращается в	4	2
149	столь же	2	2
150	но так	2	2
151	с другой	6	2
152	вопрос почему	2	2
153	то он	2	2
154	можно видеть	2	2
155	не как	3	2
156	точно так	3	2
157	в образе	3	2
158	вопрос о	5	2
159	значение и	2	2
160	это значение	2	2
161	и здесь	7	2
162	в ее	2	2
163	из этого	2	2
164	об этом	4	2
165	в большинстве	4	2
166	тот же	2	2
167	выше мы	3	2
168	к ним	4	2
169	в ней	7	2
170	он не	2	2
171	и когда	2	2
172	когда например	2	2
173	не вполне	2	2
174	этих случаях	2	2
175	никто не	2	2
176	и др	7	2
177	даже в	4	2
178	как оно	2	2
179	один из	4	2
180	не с	3	2
181	не знаем	2	2
182	пока не	2	2
183	можно назвать	2	2
184	в понятие	2	2
185	конечно не	2	2
186	указывает на	2	2
187	что она	5	2
188	мы хотим	2	2
189	даже не	2	2
190	мы видим	11	2
191	на ступени	2	2
192	и для	4	2
193	если мы	3	2
194	дело не	5	2
195	как мы	3	2
196	здесь мы	7	2
197	и другое	2	2
198	именно на	2	2
199	из которых	3	2
200	на этот	2	2
201	и даже	4	2
202	не так	2	2
203	и его	3	2
204	во многих	2	2
205	можно было	5	2
206	нас в	2	2
207	в виде	2	2
208	бы в	2	2
209	мы должны	13	2
210	но мы	2	2
211	в таких	2	2
212	в ту	2	2
213	эта мысль	3	2
214	в высокой	2	2
215	большинстве случаев	4	2
216	в области	2	2
217	это было	2	2
218	ни к	2	2
