N	2gram	Trubetskoy_1	Komedia
1	и в	26	22
2	и не	8	21
3	том что	7	13
4	в том	11	12
5	таким образом	22	12
6	так как	9	11
7	потому что	7	10
8	до сих	5	9
9	в самом	4	9
10	вместе с	15	9
11	сих пор	5	9
12	если бы	3	8
13	в своем	3	8
14	что он	4	8
15	в его	5	8
16	что и	6	8
17	в глазах	2	8
18	в этом	15	8
19	о том	6	8
20	при этом	3	7
21	в свою	2	7
22	то же	4	7
23	только что	2	7
24	а в	4	7
25	в конце	6	7
26	во время	4	6
27	к этому	3	6
28	ясно что	3	6
29	тому же	5	6
30	того же	6	6
31	еще не	2	6
32	для того	5	6
33	к тому	6	6
34	может быть	10	6
35	и что	4	6
36	того чтобы	5	6
37	так что	3	6
38	в то	4	6
39	не менее	3	5
40	связи с	9	5
41	что в	9	5
42	же время	2	5
43	прежде всего	2	5
44	не только	10	5
45	отношение к	5	5
46	из них	7	5
47	все это	6	5
48	он не	4	5
49	к нему	7	5
50	в которых	4	5
51	но в	7	5
52	с самого	3	4
53	самого начала	2	4
54	с тем	18	4
55	но все	7	4
56	должен был	4	4
57	с другой	8	4
58	и здесь	2	4
59	все же	6	4
60	не в	2	4
61	несмотря на	6	4
62	то что	7	4
63	когда он	3	4
64	но и	9	4
65	в отношении	6	4
66	а не	5	4
67	и для	5	4
68	так же	5	4
69	либо в	2	4
70	точки зрения	13	4
71	в себе	6	4
72	в связи	3	4
73	так и	6	4
74	хотя бы	3	4
75	и с	10	4
76	ничем не	4	4
77	с его	2	3
78	никогда не	5	3
79	в них	2	3
80	то ни	2	3
81	с этой	3	3
82	если не	2	3
83	в нем	4	3
84	далеко не	4	3
85	на то	2	3
86	и к	5	3
87	тем не	3	3
88	в начале	2	3
89	в этой	4	3
90	по своему	2	3
91	все что	2	3
92	одной стороны	7	3
93	конечно не	2	3
94	к ним	3	3
95	на этот	4	3
96	должно было	2	3
97	как бы	12	3
98	из себя	2	3
99	один из	2	3
100	отношению к	3	3
101	тех пор	2	3
102	приводит к	2	3
103	не может	4	3
104	не могла	2	3
105	с одной	7	3
106	в течение	4	3
107	с точки	6	3
108	и даже	3	3
109	не имеет	5	3
110	в других	3	3
111	одной из	5	3
112	мы можем	2	3
113	во всяком	6	3
114	но если	2	3
115	представляет собой	3	3
116	же самое	2	3
117	в которой	3	3
118	всяком случае	6	3
119	только для	2	2
120	уже в	2	2
121	ни было	2	2
122	состоит в	2	2
123	в качестве	3	2
124	сравнению с	2	2
125	не как	2	2
126	от людей	2	2
127	к концу	3	2
128	и особенно	2	2
129	и все	2	2
130	в одном	3	2
131	но при	2	2
132	представление о	6	2
133	в образе	2	2
134	не могут	2	2
135	его от	2	2
136	по существу	2	2
137	из всех	3	2
138	в силу	5	2
139	бы то	2	2
140	тот же	2	2
141	и если	3	2
142	и о	3	2
143	одним из	2	2
144	конце концов	3	2
145	а также	2	2
146	в котором	4	2
147	так или	3	2
148	не с	2	2
149	по сравнению	2	2
150	во всех	2	2
151	целый ряд	4	2
152	вплоть до	2	2
153	его не	2	2
154	по тому	2	2
155	не было	2	2
156	этом отношении	2	2
157	в мире	5	2
158	из которых	4	2
159	в эпоху	7	2
160	с другими	4	2
161	из этой	2	2
162	в таком	3	2
163	или иначе	3	2
164	и на	2	2
165	людей и	2	2
166	в результате	3	2
167	между тем	2	2
168	к одной	2	2
169	и после	2	2
170	что мы	2	2
171	и это	2	2
172	из этого	2	2
173	в области	9	2
174	больше чем	2	2
175	в виду	2	2
