N	2gram	Vinokur_Ku_2	Istorich
1	и в	23	22
2	мы имеем	5	19
3	в этом	18	17
4	и т	39	16
5	т е	22	16
6	т д	14	15
7	что в	10	15
8	не только	20	14
9	мы видели	2	13
10	но и	7	12
11	и не	16	12
12	и пр	8	11
13	может быть	15	11
14	или в	4	11
15	еще не	5	10
16	таким образом	5	10
17	но в	11	10
18	что он	5	9
19	в нем	4	9
20	что и	3	9
21	вместе с	5	9
22	в том	19	9
23	что они	2	8
24	с этим	3	8
25	том что	11	8
26	как мы	3	8
27	другой стороны	7	7
28	с другой	8	7
29	к этому	4	7
30	но не	6	7
31	то что	9	7
32	уже не	8	7
33	и здесь	5	7
34	мы должны	2	7
35	так как	15	7
36	там где	5	7
37	связи с	3	6
38	в них	4	6
39	это не	6	6
40	не все	3	6
41	то и	3	6
42	а в	3	6
43	то же	6	6
44	а не	10	6
45	так в	3	6
46	ничего не	4	6
47	если бы	12	6
48	не менее	7	5
49	в частности	2	5
50	тем не	6	5
51	один из	5	5
52	все же	7	5
53	этом случае	2	5
54	что она	3	5
55	он не	3	5
56	здесь мы	2	5
57	того что	3	5
58	к нему	2	5
59	могут быть	4	5
60	в этой	6	5
61	случаи когда	3	4
62	не всегда	2	4
63	как это	5	4
64	у нас	12	4
65	не в	8	4
66	в пределах	4	4
67	только в	5	4
68	на этом	3	4
69	в свою	2	4
70	она не	2	4
71	что на	4	4
72	для нас	4	4
73	а именно	2	4
74	и его	3	4
75	и на	6	4
76	в данном	4	4
77	не может	9	4
78	тем что	3	4
79	все эти	12	4
80	и с	7	4
81	я не	5	3
82	состоит в	2	3
83	что у	2	3
84	превращается в	2	3
85	целый ряд	5	3
86	и от	2	3
87	и все	2	3
88	прежде всего	8	3
89	очень часто	2	3
90	к тому	4	3
91	как и	2	3
92	но это	3	3
93	у него	3	3
94	было бы	15	3
95	между прочим	2	3
96	можно ли	4	3
97	в его	5	3
98	никогда не	2	3
99	данном случае	2	3
100	со стороны	4	3
101	в связи	4	3
102	все равно	2	3
103	на том	2	3
104	и у	2	3
105	а если	2	3
106	так же	4	3
107	с ними	2	3
108	сказать что	4	3
109	потому что	25	3
110	он и	2	3
111	здесь не	3	3
112	не было	4	2
113	всех этих	3	2
114	с тем	2	2
115	знаем что	3	2
116	и есть	2	2
117	точно так	3	2
118	за время	3	2
119	на все	2	2
120	вовсе не	9	2
121	вопрос о	9	2
122	можно сказать	4	2
123	во всяком	5	2
124	мы знаем	4	2
125	же в	3	2
126	ни в	4	2
127	но все	4	2
128	в силу	7	2
129	и более	2	2
130	с одной	2	2
131	как в	3	2
132	при этом	2	2
133	в качестве	8	2
134	после того	2	2
135	ли это	2	2
136	но есть	2	2
137	совершенно не	3	2
138	одного из	2	2
139	и о	4	2
140	же как	2	2
141	да и	6	2
142	хотя и	4	2
143	в ней	3	2
144	и потому	2	2
145	всяком случае	5	2
146	не имеет	4	2
147	и это	3	2
148	хотелось бы	2	2
149	от каждого	2	2
150	так и	4	2
151	сюда же	2	2
152	за счет	2	2
153	в своем	2	2
154	в особенности	4	2
155	той же	2	2
156	на самом	2	2
157	этот вопрос	6	2
158	и вот	5	2
159	стоит в	2	2
160	образом в	2	2
161	и что	8	2
162	что не	6	2
163	и даже	2	2
164	и для	2	2
165	вот почему	3	2
166	роль в	2	2
167	в которых	2	2
168	и то	5	2
169	в русском	10	2
170	между тем	6	2
171	точки зрения	14	2
172	в другом	2	2
173	в то	4	2
174	ту же	6	2
175	утверждать что	2	2
176	как будто	2	2
177	на это	3	2
178	поставить вопрос	2	2
179	большинстве случаев	2	2
180	то не	2	2
181	а также	3	2
