N	2gram	Ircho_Kome_1	Istorich
1	и в	22	25
2	что он	6	22
3	вместе с	2	22
4	и т	9	20
5	т д	4	18
6	может быть	9	17
7	т е	13	16
8	не только	10	13
9	но и	11	13
10	в его	5	12
11	и не	8	11
12	так как	4	11
13	все же	3	10
14	в этом	3	10
15	тем что	4	10
16	с другой	5	9
17	его в	3	9
18	и его	8	9
19	таким образом	8	9
20	в виде	3	9
21	что в	6	8
22	мы знаем	2	8
23	том что	12	8
24	еще не	2	8
25	на него	4	8
26	другой стороны	5	8
27	и на	3	8
28	в частности	3	7
29	в качестве	4	7
30	во время	5	7
31	мы видели	2	7
32	как и	9	7
33	но это	2	7
34	то что	2	7
35	одной стороны	3	7
36	в нем	4	7
37	с одной	3	7
38	потому что	5	7
39	и здесь	2	7
40	только в	3	7
41	о том	8	7
42	прежде всего	5	6
43	что и	4	6
44	как в	5	6
45	не может	2	6
46	не в	6	6
47	или в	2	6
48	могут быть	3	6
49	в том	11	6
50	ясно что	4	5
51	в образе	3	5
52	как мы	4	5
53	здесь мы	3	5
54	но не	2	5
55	так же	3	5
56	мы не	3	5
57	не менее	3	4
58	что у	2	4
59	и тем	2	4
60	тем не	2	4
61	наряду с	2	4
62	же как	3	4
63	все это	5	4
64	то же	6	4
65	в истории	5	4
66	и хотя	2	4
67	он не	3	4
68	в которой	6	4
69	того как	3	4
70	после смерти	3	3
71	затем в	2	3
72	и как	3	3
73	в более	3	3
74	и все	3	3
75	в целом	3	3
76	в свою	2	3
77	после того	3	3
78	в этой	7	3
79	в то	10	3
80	в себя	2	3
81	и из	2	3
82	на себя	2	3
83	только один	2	3
84	в форме	2	3
85	на этом	2	3
86	к нему	2	3
87	а в	6	3
88	и с	3	3
89	в греции	4	3
90	е в	2	3
91	уже в	5	2
92	у него	3	2
93	связанные с	2	2
94	а сам	2	2
95	к этому	4	2
96	вовсе не	2	2
97	вопрос о	3	2
98	на то	3	2
99	от них	2	2
100	о которых	5	2
101	же в	4	2
102	такой же	2	2
103	по которым	4	2
104	одна из	2	2
105	того же	2	2
106	до сих	2	2
107	и сам	3	2
108	несмотря на	4	2
109	из которых	2	2
110	из других	2	2
111	это время	2	2
112	еще в	5	2
113	даже в	3	2
114	один из	5	2
115	сих пор	2	2
116	отношению к	3	2
117	ее в	2	2
118	со стороны	2	2
119	по отношению	3	2
120	и таким	2	2
121	в течение	3	2
122	и других	7	2
123	находится в	2	2
124	именно на	2	2
125	и по	6	2
126	в других	2	2
127	так в	4	2
128	образом в	2	2
129	но он	2	2
130	точки зрения	4	2
131	ту же	2	2
132	из них	10	2
133	тех же	2	2
134	ничего не	3	2
135	мы можем	4	2
