N	2gram	Losev_Dial_4	formyVre
1	и в	15	50
2	в этом	11	25
3	в нем	5	24
4	и его	7	16
5	прежде всего	11	15
6	и не	30	14
7	вовсе не	6	13
8	как раз	4	13
9	в его	4	13
10	так и	5	12
11	человека и	2	11
12	может быть	17	11
13	таким образом	5	11
14	мы уже	3	11
15	то же	9	11
16	и как	4	10
17	но в	3	10
18	в том	11	9
19	же время	6	9
20	в особенности	4	9
21	все эти	3	9
22	в то	6	9
23	не только	8	9
24	с его	5	9
25	ничего не	17	9
26	в самом	2	8
27	и т	17	8
28	и их	2	8
29	но и	4	8
30	и на	5	8
31	как и	7	8
32	жизни и	4	8
33	ни в	8	8
34	не было	2	7
35	и во	2	7
36	все же	2	6
37	в частности	2	6
38	это не	12	6
39	с ее	10	6
40	в их	3	6
41	не может	11	6
42	лишь в	2	6
43	так же	4	6
44	в результате	6	6
45	так как	14	6
46	с этим	3	6
47	и все	11	6
48	в жизни	5	6
49	во всех	2	6
50	то что	16	6
51	в ее	2	6
52	как в	3	6
53	что в	7	5
54	не в	8	5
55	в разных	2	5
56	в основе	10	5
57	точки зрения	14	5
58	но все	2	5
59	если бы	6	5
60	отнюдь не	4	5
61	еще не	4	5
62	того чтобы	5	5
63	для того	5	5
64	могут быть	3	5
65	время и	2	4
66	в своем	5	4
67	кроме того	2	4
68	и следовательно	3	4
69	в котором	2	4
70	все это	9	4
71	не имеет	14	4
72	потому что	10	4
73	и с	4	4
74	в ней	5	4
75	нет ничего	6	4
76	в них	2	4
77	конечно не	2	4
78	жизнь и	2	4
79	том что	10	4
80	и для	5	4
81	и то	3	4
82	только в	7	4
83	и это	8	4
84	не могут	2	3
85	мы еще	2	3
86	себя и	3	3
87	в отношении	2	3
88	да и	2	3
89	с тем	4	3
90	при этом	2	3
91	себе и	2	3
92	хотя и	6	3
93	в виду	9	3
94	и уже	4	3
95	один из	4	3
96	отношения к	3	3
97	именно в	5	3
98	сказать что	6	3
99	в одном	4	3
100	но они	2	3
101	а как	2	3
102	был бы	2	3
103	к этому	3	3
104	что было	2	3
105	есть не	5	3
106	в качестве	2	3
107	одной из	2	3
108	в сущности	5	3
109	и потому	3	3
110	что и	6	3
111	вместе с	2	3
112	во всей	2	3
113	а не	18	3
114	что не	3	3
115	мы не	9	3
116	мы видим	4	3
117	или в	7	3
118	во всяком	2	3
119	и ее	8	3
120	в себе	8	3
121	и вне	2	3
122	мы будем	2	2
123	никогда не	2	2
124	в течение	4	2
125	никто не	2	2
126	мир и	4	2
127	и нет	3	2
128	что все	4	2
129	вопрос о	2	2
130	с их	4	2
131	лишь как	4	2
132	есть в	4	2
133	в свою	3	2
134	но для	2	2
135	не о	4	2
136	к жизни	3	2
137	есть только	3	2
138	ни с	4	2
139	природы и	2	2
140	одних и	2	2
141	к своему	2	2
142	можно только	3	2
143	мы находим	2	2
144	того что	13	2
145	и даже	6	2
146	и по	2	2
147	или не	4	2
148	также и	4	2
149	личности и	10	2
150	же и	2	2
151	той или	4	2
152	во всем	2	2
153	в истории	3	2
154	необходимо чтобы	2	2
155	что мы	7	2
156	мы должны	4	2
157	тех же	2	2
158	с ним	3	2
159	для всех	3	2
160	сравнению с	2	2
161	часто и	2	2
162	не как	4	2
163	же что	3	2
164	тогда когда	5	2
165	ясно что	11	2
166	по себе	13	2
167	об этом	3	2
168	в чем	8	2
169	и тех	2	2
170	равно как	2	2
171	и может	2	2
172	было бы	9	2
173	в этот	2	2
174	нет и	2	2
175	оно не	2	2
176	нем нет	2	2
177	по сравнению	2	2
178	в своей	3	2
179	как бы	14	2
180	быть и	3	2
181	ее в	2	2
182	и события	3	2
183	даже не	2	2
184	оказывается что	4	2
185	совершенно не	3	2
186	если мы	5	2
187	уже не	9	2
188	с точки	9	2
189	хотя бы	4	2
190	в которой	2	2
191	той же	5	2
192	в данном	3	2
193	от этого	3	2
194	тем что	2	2
195	можно назвать	3	2
196	всей его	2	2
197	в каком	5	2
198	и вообще	7	2
199	отличие от	2	2
