N	2gram	Voloshinov_1	Myslijsy
1	то что	3	29
2	может быть	17	26
3	таким образом	9	24
4	в том	3	23
5	и в	16	23
6	в этом	9	23
7	и проч	9	18
8	и не	4	18
9	что в	3	17
10	при этом	6	15
11	только в	4	15
12	для нас	2	14
13	как и	2	14
14	то же	2	14
15	так как	4	14
16	том что	3	12
17	но и	4	11
18	не может	8	11
19	и потому	3	10
20	что мы	2	10
21	не только	7	10
22	для меня	2	10
23	мы можем	9	10
24	не есть	2	9
25	было бы	2	8
26	другими словами	2	8
27	мы не	2	8
28	сказать что	7	8
29	о том	2	8
30	но в	4	8
31	что это	2	7
32	в нем	4	7
33	что и	2	7
34	могут быть	3	7
35	мысли и	4	7
36	с этим	2	7
37	что такое	5	7
38	и к	6	6
39	вместе с	3	6
40	что не	2	6
41	так и	4	6
42	по крайней	3	5
43	не можем	2	5
44	для него	6	5
45	и мы	2	5
46	в его	4	5
47	как бы	5	5
48	крайней мере	3	5
49	все это	4	5
50	не менее	2	5
51	находится в	2	5
52	а в	3	5
53	с ним	2	5
54	во всяком	3	5
55	говорить о	2	5
56	есть в	2	5
57	и все	4	4
58	быть может	2	4
59	что он	2	4
60	это последнее	2	4
61	до сих	3	4
62	можно сказать	4	4
63	только как	3	4
64	и может	4	4
65	в одном	3	4
66	если б	3	4
67	и о	2	4
68	между ними	3	4
69	сих пор	3	4
70	только на	3	4
71	хотя бы	4	4
72	так же	2	4
73	с другими	3	4
74	между собою	2	4
75	точки зрения	8	4
76	в каком	2	4
77	его в	4	4
78	и с	8	4
79	и есть	3	3
80	никогда не	2	3
81	в этих	3	3
82	в них	2	3
83	с нею	2	3
84	но это	2	3
85	не будет	2	3
86	еще не	5	3
87	мы уже	2	3
88	в самом	2	3
89	всяком случае	3	3
90	и их	4	3
91	и таким	2	3
92	и только	9	3
93	все эти	5	3
94	и других	2	3
95	те же	3	3
96	на самом	4	3
97	самом деле	6	3
98	в науке	2	3
99	и по	2	3
100	с ними	4	3
101	и на	4	3
102	и значение	3	3
103	их в	3	3
104	и так	2	3
105	ту же	2	3
106	с точки	6	3
107	из сказанного	2	3
108	нашего времени	2	3
109	не существует	2	2
110	в голову	2	2
111	только для	5	2
112	во время	3	2
113	не могут	2	2
114	самого начала	4	2
115	и как	3	2
116	а может	2	2
117	все что	4	2
118	оно не	2	2
119	из этих	2	2
120	отношение к	5	2
121	что на	2	2
122	по своему	2	2
123	и говорить	2	2
124	в большинстве	3	2
125	есть и	2	2
126	в сознание	7	2
127	во сне	2	2
128	к другим	2	2
129	к ним	2	2
130	он не	2	2
131	и др	3	2
132	один из	2	2
133	нам кажется	2	2
134	и это	6	2
135	можно назвать	2	2
136	конечно не	6	2
137	даже не	3	2
138	мы видим	2	2
139	и для	2	2
140	если мы	2	2
141	как мы	4	2
142	и даже	4	2
143	и притом	3	2
144	можем сказать	2	2
145	и его	8	2
146	может иметь	2	2
147	и вообще	2	2
148	но мы	4	2
149	из тех	2	2
150	большинстве случаев	3	2
151	представлений и	3	2
152	в области	3	2
