N	3gram	Losev_Vesc_1	Problema
1	с точки зрения	3	11
2	тем не менее	3	10
3	содержит в себе	4	8
4	в том что	4	8
5	в той или	2	7
6	это значит что	19	7
7	по крайней мере	4	6
8	сам по себе	3	6
9	с другой стороны	2	6
10	в данном случае	2	5
11	но даже и	2	4
12	не только в	4	4
13	во всяком случае	2	4
14	не только не	2	4
15	мы имеем дело	2	3
16	о том что	4	3
17	той или другой	2	3
18	и т д	19	3
19	то и другое	4	3
20	сами по себе	3	2
21	и больше ничего	8	2
22	можно ли сказать	3	2
23	сама по себе	3	2
24	есть не что	5	2
25	вовсе не есть	6	2
26	не что иное	7	2
27	что иное как	7	2
28	и не просто	3	2
29	не есть ни	3	2
30	для того чтобы	2	2
