N	2gram	Tiupa_Anal_2	Problemy
1	и в	16	46
2	то есть	9	40
3	и не	12	27
4	может быть	6	23
5	как бы	10	19
6	не может	4	19
7	в этом	18	16
8	не только	16	14
9	и т.п	8	14
10	но и	12	12
11	как и	14	12
12	как мы	3	12
13	и на	6	11
14	точки зрения	4	11
15	в одном	2	11
16	а не	10	11
17	не в	4	10
18	в пределах	9	10
19	прежде всего	3	9
20	в том	12	9
21	в самом	6	9
22	и все	3	9
23	вовсе не	2	9
24	и к	5	9
25	в его	2	9
26	с точки	2	9
27	или в	3	8
28	голосов в	2	7
29	по себе	2	7
30	еще не	2	7
31	в сущности	4	7
32	как раз	4	7
33	в себе	7	7
34	никогда не	3	6
35	есть в	3	6
36	хотя и	4	6
37	но в	6	6
38	на фоне	3	6
39	то же	4	6
40	все это	4	6
41	и он	2	6
42	и его	4	6
43	только в	4	6
44	о себе	2	5
45	с самим	3	5
46	же время	2	5
47	при этом	10	5
48	и сам	3	5
49	в котором	2	5
50	по отношению	4	5
51	особенно в	7	5
52	ведь и	2	5
53	в то	2	5
54	у него	4	5
55	за пределы	4	5
56	о том	7	5
57	отношению к	4	5
58	во всех	4	5
59	речи и	2	5
60	что в	2	4
61	в этих	2	4
62	можно сказать	4	4
63	в словах	3	4
64	в их	3	4
65	таким образом	2	4
66	он и	2	4
67	не знает	3	4
68	превращается в	2	4
69	как в	4	4
70	знаю что	2	4
71	том что	12	4
72	но не	4	4
73	он не	2	4
74	то что	7	4
75	своего рода	12	4
76	так и	15	4
77	приводит к	3	4
78	в себя	4	4
79	уже не	4	4
80	на себя	5	4
81	с другой	6	3
82	на то	2	3
83	к своему	2	3
84	в мире	6	3
85	в своем	4	3
86	на этом	4	3
87	и для	2	3
88	и их	2	3
89	и до	2	3
90	другой стороны	2	3
91	так же	2	3
92	и даже	9	3
93	в диалоге	2	3
94	в конце	4	3
95	бы в	3	3
96	мы имеем	3	3
97	если бы	3	3
98	и во	2	3
99	с ее	2	3
100	по существу	2	3
101	а то	2	3
102	того же	4	3
103	ведь это	2	3
104	она не	2	3
105	было бы	3	3
106	в своей	2	3
107	никак не	2	3
108	что и	3	3
109	себя в	2	3
110	на него	2	3
111	только на	3	3
112	в центре	3	3
113	в отличие	2	3
114	еще более	2	3
115	в речи	3	3
116	той же	2	3
117	между двумя	4	3
118	тем что	3	3
119	в этой	9	3
120	и т.д	3	3
121	отличие от	2	3
122	не менее	4	2
123	от автора	2	2
124	и одновременно	3	2
125	или иной	3	2
126	к тому	7	2
127	его как	2	2
128	так что	3	2
129	том или	2	2
130	для него	4	2
131	в общем	2	2
132	той или	3	2
133	и является	4	2
134	и тем	4	2
135	в первой	3	2
136	языка и	2	2
137	того и	2	2
138	отношения к	2	2
139	те же	2	2
140	лишь в	9	2
141	этих случаях	2	2
142	а в	3	2
143	в результате	3	2
144	сказать что	2	2
145	в произведении	2	2
146	с ним	2	2
147	между тем	2	2
148	а как	2	2
149	этом смысле	2	2
150	из своих	2	2
151	все что	2	2
152	здесь в	2	2
153	выходят за	2	2
154	этого слова	3	2
155	себя внимание	3	2
156	вместе с	2	2
157	на этот	2	2
158	главного героя	3	2
159	высказывания и	2	2
160	можно было	3	2
161	ничего не	9	2
162	в данном	8	2
163	автора и	3	2
164	могут быть	10	2
165	в поэзии	2	2
