N	2gram	Bakhtin_sl_2	VLabPisa
1	таким образом	8	27
2	в этом	16	26
3	и в	39	25
4	и т	35	24
5	не только	24	22
6	может быть	37	21
7	хотя бы	3	20
8	и не	22	19
9	не может	20	17
10	в его	7	15
11	т д	2	15
12	в процессе	13	14
13	прежде всего	8	13
14	в том	5	13
15	этом отношении	3	13
16	все это	16	12
17	как это	3	12
18	с другой	5	11
19	не могут	5	10
20	о том	2	10
21	что в	3	9
22	для него	7	9
23	и др	4	9
24	но и	21	9
25	то же	4	9
26	т п	33	9
27	говорит и	2	8
28	все эти	6	8
29	в своем	6	8
30	могут быть	7	8
31	как и	6	7
32	том что	5	7
33	отношению к	4	7
34	во всех	12	7
35	вместе с	2	7
36	по отношению	4	7
37	не было	2	7
38	а не	14	7
39	у него	3	6
40	это не	5	6
41	в себе	2	6
42	это и	2	6
43	то что	2	6
44	более или	2	6
45	в основном	4	6
46	в нем	19	6
47	в зависимости	4	6
48	так и	15	6
49	или менее	2	6
50	бы и	3	6
51	и его	33	6
52	между тем	3	6
53	в то	4	6
54	в результате	2	5
55	же время	4	5
56	все же	6	5
57	и при	2	5
58	зависимости от	4	5
59	в пределах	13	5
60	связи с	3	5
61	одним из	2	5
62	как бы	7	5
63	один из	5	5
64	в их	2	5
65	сказать что	3	5
66	действующих лиц	2	5
67	только в	5	5
68	не в	9	5
69	в плане	5	5
70	никогда не	7	4
71	перед нами	3	4
72	в одном	2	4
73	что он	2	4
74	с его	7	4
75	художественный образ	4	4
76	в романе	46	4
77	одна из	4	4
78	даже в	2	4
79	должен быть	2	4
80	в них	6	4
81	в связи	2	4
82	с ними	5	4
83	и к	6	3
84	всех этих	4	3
85	и как	3	3
86	даже и	4	3
87	и мир	4	3
88	и от	3	3
89	человека и	3	3
90	п в	2	3
91	данного автора	2	3
92	мы видели	2	3
93	но как	2	3
94	как о	2	3
95	или в	2	3
96	с этим	2	3
97	со своим	9	3
98	например в	5	3
99	далеко не	2	3
100	его в	4	3
101	что и	3	3
102	жизни и	6	3
103	и их	5	3
104	именно в	2	3
105	в значительной	6	3
106	его не	4	3
107	в слове	6	3
108	точки зрения	8	3
109	она не	6	3
110	например у	2	2
111	не менее	4	2
112	вне его	2	2
113	в точном	2	2
114	из себя	3	2
115	и непосредственно	2	2
116	мира и	5	2
117	отличается от	2	2
118	не всегда	2	2
119	его художественного	2	2
120	вовсе не	10	2
121	роль в	2	2
122	по себе	5	2
123	стороны и	3	2
124	только о	2	2
125	или иной	5	2
126	не приходится	3	2
127	до сих	2	2
128	и потому	7	2
129	но не	6	2
130	в различных	2	2
131	всех его	3	2
132	и слова	5	2
133	еще не	7	2
134	одной стороны	5	2
135	для того	2	2
136	подчеркнуть что	2	2
137	точном смысле	2	2
138	в ней	3	2
139	и даже	7	2
140	всяком случае	2	2
141	слова не	4	2
142	мы наблюдаем	2	2
143	сих пор	2	2
144	и дальше	3	2
145	все они	2	2
146	может не	2	2
147	от характера	2	2
148	а в	4	2
149	в особенности	3	2
150	с одной	5	2
151	что оно	4	2
152	человека в	5	2
153	того чтобы	2	2
154	и для	5	2
155	отметить что	3	2
156	с другими	4	2
157	не столько	3	2
158	также и	2	2
159	во всяком	3	2
160	хотя и	2	2
161	лишь в	3	2
162	как особый	2	2
163	он не	2	2
164	они не	2	2
165	как например	2	2
166	к его	2	2
167	говорить о	3	2
168	в другом	2	2
169	ту же	3	2
170	единого и	2	2
171	как он	2	2
172	которые в	2	2
173	в чем	3	2
174	в области	2	2
175	тогда когда	2	2
176	но в	6	2
