N	2gram	Propp_Isto_4	Analitik
1	в качестве	7	31
2	может быть	14	29
3	в том	3	27
4	не может	6	22
5	и не	9	21
6	в частности	2	19
7	и в	26	18
8	а не	6	17
9	но и	12	17
10	представляет собой	2	16
11	не только	15	15
12	тогда как	4	14
13	не в	5	14
14	как и	7	13
15	в его	5	13
16	в этом	7	13
17	том что	3	12
18	при этом	3	12
19	в себе	2	11
20	но не	5	10
21	то же	8	9
22	а в	8	9
23	не есть	2	8
24	но в	5	8
25	этого слова	2	7
26	это не	5	6
27	себя в	2	6
28	то что	16	6
29	в своей	4	6
30	по своей	2	6
31	только в	3	6
32	мы имеем	7	6
33	и как	5	5
34	в этой	2	5
35	что в	14	5
36	такого рода	2	5
37	как бы	3	5
38	в целом	2	5
39	в тексте	2	5
40	лишь в	2	5
41	и его	10	5
42	и на	2	5
43	что иное	3	5
44	о том	4	5
45	иное как	3	5
46	на вопрос	3	4
47	того что	2	4
48	и более	3	4
49	могут быть	6	4
50	с другой	4	4
51	не всегда	6	4
52	по себе	2	4
53	не что	3	4
54	ни в	2	4
55	в области	2	4
56	все же	9	4
57	вместе с	6	4
58	так и	10	4
59	уже не	5	4
60	из которых	5	4
61	в другом	5	4
62	не могут	2	3
63	и есть	2	3
64	однако в	2	3
65	хотя бы	2	3
66	и все	2	3
67	в нем	2	3
68	что он	10	3
69	и т	27	3
70	в силу	5	3
71	еще не	6	3
72	он не	7	3
73	даже в	4	3
74	дело не	2	3
75	что и	9	3
76	а именно	3	3
77	таким образом	10	3
78	к нему	6	3
79	не случайно	2	3
80	между двумя	12	3
81	что мы	3	3
82	как он	6	3
83	а также	3	3
84	если бы	2	3
85	и то	6	2
86	никогда не	2	2
87	все эти	3	2
88	его и	2	2
89	из этих	3	2
90	не просто	4	2
91	вовсе не	4	2
92	вопрос о	4	2
93	его к	3	2
94	а как	2	2
95	при изучении	2	2
96	отношение к	2	2
97	от своего	3	2
98	с целью	2	2
99	было бы	2	2
100	на его	3	2
101	в роли	2	2
102	представляют собой	4	2
103	он может	2	2
104	не к	2	2
105	из них	2	2
106	данном случае	3	2
107	от которого	2	2
108	другой стороны	4	2
109	здесь не	4	2
110	на этом	2	2
111	и по	5	2
112	как мы	5	2
113	на себя	4	2
114	героя в	7	2
115	в данном	3	2
116	же самое	2	2
117	при помощи	10	2
118	так как	9	2
119	потому что	6	2
120	и с	5	2
