N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	45	30
2	то что	5	20
3	в этом	20	20
4	у него	6	19
5	в том	8	18
6	и не	42	18
7	и с	7	14
8	что он	7	13
9	в конце	4	13
10	том что	7	12
11	что в	6	12
12	не только	16	12
13	в его	22	11
14	а в	3	11
15	как мы	8	11
16	сказать что	5	11
17	и даже	3	10
18	не было	2	10
19	не в	8	9
20	для него	9	9
21	было бы	4	9
22	все же	4	9
23	потому что	8	9
24	не может	24	9
25	в то	5	9
26	в своем	5	8
27	но и	15	8
28	что же	4	8
29	но в	6	8
30	не менее	2	7
31	никогда не	17	7
32	точки зрения	19	7
33	ни в	2	7
34	до конца	7	7
35	может быть	18	7
36	которую он	3	7
37	а не	10	7
38	как это	2	7
39	то есть	50	7
40	хотя и	2	6
41	к этому	4	6
42	прежде всего	11	6
43	и к	2	6
44	об этом	3	6
45	у нас	2	6
46	только в	9	6
47	его жизни	2	6
48	в себе	5	6
49	жизни и	15	6
50	а именно	3	6
51	и его	8	6
52	по себе	8	5
53	как и	14	5
54	так что	2	5
55	в дальнейшем	2	5
56	при этом	2	5
57	тот же	2	5
58	в своей	6	5
59	он уже	2	5
60	как бы	15	5
61	в котором	7	5
62	для себя	3	5
63	другими словами	2	5
64	так и	3	5
65	все это	5	5
66	и что	2	5
67	того что	3	5
68	в результате	3	5
69	все эти	4	5
70	так как	5	5
71	с ним	8	5
72	с его	8	4
73	именно в	3	4
74	я не	6	4
75	вовсе не	7	4
76	его в	3	4
77	можно сказать	2	4
78	в целом	5	4
79	на его	5	4
80	конечно не	6	4
81	и о	2	4
82	в ней	7	4
83	он не	9	4
84	в нем	20	4
85	не есть	2	4
86	крайней мере	2	4
87	в этих	4	4
88	со стороны	4	4
89	то же	5	4
90	и он	3	4
91	так же	5	4
92	и на	7	4
93	но это	2	4
94	в начале	2	4
95	мы должны	4	4
96	о том	3	4
97	здесь не	2	4
98	с которыми	2	4
99	в которой	2	4
100	по крайней	2	4
101	отношение к	8	4
102	это было	2	4
103	для меня	2	4
104	уже в	4	3
105	в них	4	3
106	хотя бы	5	3
107	же время	3	3
108	быть в	2	3
109	что и	5	3
110	и как	2	3
111	своей жизни	3	3
112	но не	6	3
113	он и	4	3
114	уже на	2	3
115	и для	2	3
116	и особенно	2	3
117	с точки	9	3
118	во всех	4	3
119	как в	4	3
120	им в	4	3
121	отношения к	2	3
122	таким образом	11	3
123	те же	2	3
124	и вот	2	3
125	уже не	6	3
126	должно быть	4	3
127	в таком	3	3
128	даже и	2	3
129	конце концов	3	3
130	в области	2	3
131	как у	2	2
132	к нему	11	2
133	он сам	6	2
134	у достоевского	14	2
135	жизни в	2	2
136	а за	2	2
137	это не	3	2
138	правда в	2	2
139	и от	3	2
140	если не	2	2
141	с начала	2	2
142	мы видели	3	2
143	не был	2	2
144	здесь в	2	2
145	у вас	2	2
146	друг друга	7	2
147	была для	2	2
148	мы сказали	3	2
149	есть и	3	2
150	само по	2	2
151	она не	5	2
152	и сам	3	2
153	достоевского но	3	2
154	кажется что	2	2
155	мы уже	3	2
156	в самом	13	2
157	в сущности	7	2
158	не мир	2	2
159	ни с	2	2
160	на то	2	2
161	и потому	6	2
162	о нем	6	2
163	в виду	2	2
164	даже в	6	2
165	а что	2	2
166	не имеет	3	2
167	но уже	2	2
168	себя в	2	2
169	начала и	2	2
170	и до	4	2
171	его и	3	2
172	бытия в	2	2
173	в их	4	2
174	не на	4	2
175	как к	2	2
176	того как	3	2
177	но все	4	2
178	в той	3	2
179	что не	5	2
180	в чем	2	2
181	и по	2	2
182	и прежде	2	2
183	что для	2	2
184	можно было	2	2
185	в своих	4	2
186	мысли и	3	2
187	их в	7	2
188	не о	2	2
189	и вы	2	2
190	что если	3	2
191	как он	4	2
192	к этой	2	2
193	в чисто	2	2
194	ничего не	3	2
195	я и	3	2
