N	2gram	Losev_Vlad_1	KulturaY
1	и т	2	54
2	и в	31	23
3	точки зрения	2	23
4	в том	11	22
5	не только	24	17
6	было бы	2	16
7	в этом	14	16
8	может быть	6	14
9	что в	14	13
10	в самом	2	13
11	не менее	2	12
12	для того	2	12
13	потому что	11	12
14	том что	14	11
15	того что	2	11
16	в его	12	11
17	того чтобы	2	11
18	у нас	6	10
19	и не	17	10
20	тем не	2	9
21	еще не	2	9
22	хотя бы	2	9
23	таким образом	3	9
24	так как	8	9
25	лишь в	2	8
26	между прочим	11	8
27	т д	2	8
28	уже не	3	8
29	как на	2	8
30	в нашем	4	7
31	с другой	3	7
32	и что	6	7
33	сказать что	7	7
34	все эти	3	7
35	как это	7	7
36	с тем	2	6
37	что и	5	6
38	что он	12	6
39	тот же	3	6
40	при этом	2	6
41	так и	6	6
42	не может	6	6
43	то же	6	6
44	в общем	3	6
45	только в	9	6
46	о том	11	6
47	ничего не	3	6
48	что же	5	5
49	я не	4	5
50	вовсе не	5	5
51	как и	4	5
52	не в	5	5
53	совершенно не	2	5
54	хотя и	4	5
55	что она	2	5
56	всякого рода	2	5
57	все же	3	5
58	не будем	2	5
59	в связи	3	5
60	как мы	9	5
61	а в	9	5
62	но это	3	5
63	также и	10	5
64	тем более	2	5
65	тем что	2	5
66	из этих	2	5
67	в чем	2	5
68	ясно что	2	4
69	один из	4	4
70	а также	5	4
71	для нас	4	4
72	в целом	3	4
73	того же	6	4
74	в своей	4	4
75	том чтобы	2	4
76	и о	2	4
77	то что	18	4
78	как в	3	4
79	как раз	7	4
80	в своем	4	4
81	не было	5	4
82	тем самым	2	4
83	что такое	2	4
84	не столько	2	4
85	тех же	2	4
86	уже в	7	3
87	но на	3	3
88	то мы	3	3
89	отнюдь не	3	3
90	к тому	3	3
91	и к	6	3
92	что на	2	3
93	в отношении	3	3
94	ни в	2	3
95	но как	5	3
96	по существу	2	3
97	это и	2	3
98	но не	3	3
99	по поводу	12	3
100	что сам	2	3
101	он не	10	3
102	отношение к	3	3
103	но и	19	3
104	на него	3	3
105	а именно	2	3
106	которые и	2	3
107	другой стороны	3	3
108	тому же	2	3
109	а с	5	3
110	то обстоятельство	2	3
111	и вот	3	3
112	не по	2	3
113	и с	14	3
114	той же	2	3
115	в результате	2	3
116	то он	6	3
117	в каком	2	3
118	обстоятельство что	2	3
119	в то	8	3
120	мы должны	2	3
121	и действительно	3	3
122	учение о	2	2
123	все это	5	2
124	в частности	2	2
125	раз и	3	2
126	что все	2	2
127	и я	2	2
128	главным образом	4	2
129	в тех	2	2
130	указать на	2	2
131	можно сказать	6	2
132	к его	3	2
133	и здесь	3	2
134	и как	4	2
135	в дальнейшем	8	2
136	что они	3	2
137	п а	2	2
138	более или	3	2
139	по своему	3	2
140	более что	2	2
141	свое время	6	2
142	он будет	2	2
143	кроме того	7	2
144	и тот	2	2
145	и если	5	2
146	в качестве	6	2
147	конечно не	2	2
148	за пределы	3	2
149	никак не	4	2
150	в свое	5	2
151	в котором	6	2
152	и такие	2	2
153	но мы	2	2
154	когда он	5	2
155	вместе с	3	2
156	дело не	2	2
157	или менее	3	2
158	он пишет	3	2
159	мысли и	4	2
160	то и	2	2
161	как к	2	2
162	в особенности	4	2
163	только что	2	2
164	и через	3	2
165	именно так	2	2
166	что дело	2	2
167	на этот	6	2
168	на себя	3	2
169	развития русской	2	2
170	во всяком	2	2
171	он в	3	2
172	что мы	2	2
173	один и	2	2
174	на этом	2	2
175	еще и	7	2
176	как он	4	2
177	в россии	4	2
178	здесь не	3	2
179	это конечно	3	2
180	но в	12	2
181	е в	7	2
182	еще на	2	2
183	для меня	4	2
