N	2gram	Voloshinov_1	FransuaR
1	и в	16	41
2	таким образом	9	19
3	в этом	9	15
4	и все	4	14
5	как и	2	14
6	в этой	4	13
7	то же	2	13
8	все эти	5	13
9	мы уже	2	12
10	в его	4	12
11	прежде всего	9	11
12	в том	3	11
13	как мы	4	11
14	так и	4	10
15	все это	4	10
16	и его	8	9
17	но и	4	9
18	и т.п	2	9
19	что в	3	9
20	то что	3	8
21	но в	4	8
22	в них	2	7
23	как бы	5	7
24	в нем	4	7
25	и не	4	7
26	у него	2	6
27	ни в	5	6
28	мы видим	2	6
29	есть в	2	6
30	для него	6	6
31	с помощью	2	6
32	только в	4	6
33	о том	2	6
34	к этому	2	5
35	не только	7	5
36	и к	6	5
37	на этом	3	5
38	вместе с	3	5
39	что и	2	5
40	а в	3	5
41	и для	2	5
42	так же	2	5
43	точки зрения	8	5
44	и это	6	5
45	что это	2	4
46	и образы	2	4
47	момент в	2	4
48	том что	3	4
49	все что	4	4
50	было бы	2	4
51	может быть	17	4
52	он не	2	4
53	на этой	3	4
54	и наконец	4	4
55	мира и	3	4
56	и на	4	4
57	и с	8	4
58	поэтому и	2	3
59	связанных с	2	3
60	и есть	3	3
61	того же	2	3
62	во время	3	3
63	в одном	3	3
64	и потому	3	3
65	но это	2	3
66	совсем не	2	3
67	в своей	2	3
68	есть и	2	3
69	при этом	6	3
70	все то	2	3
71	и их	4	3
72	в область	2	3
73	что он	2	3
74	с ее	4	3
75	жизни и	3	3
76	во всех	3	3
77	не может	8	3
78	на них	2	3
79	с точки	6	3
80	и по	2	3
81	с ними	4	3
82	не на	2	3
83	не знает	2	3
84	связанные с	2	3
85	и вся	2	3
86	его в	4	3
87	так как	4	3
88	учение о	3	2
89	с его	7	2
90	ни было	2	2
91	а на	2	2
92	и др	3	2
93	никогда не	2	2
94	характерно для	2	2
95	в этих	3	2
96	другими словами	2	2
97	и так	2	2
98	с этим	2	2
99	на самом	4	2
100	его целом	2	2
101	и ее	4	2
102	и как	3	2
103	оно и	2	2
104	по своему	2	2
105	в большинстве	3	2
106	отношение к	5	2
107	еще не	5	2
108	и может	4	2
109	со всеми	2	2
110	так называемый	2	2
111	и исторического	2	2
112	оно не	2	2
113	не есть	2	2
114	во всей	2	2
115	и других	2	2
116	находится в	2	2
117	и вот	3	2
118	только на	3	2
119	для всех	4	2
120	с самого	4	2
121	мы не	2	2
122	их в	3	2
123	во всяком	3	2
124	может иметь	2	2
125	ту же	2	2
126	в свое	2	2
127	большинстве случаев	3	2
128	в чем	5	2
129	с ним	2	2
130	в области	3	2
