N	2gram	Vinokur_Ku_3	StatiiOP
1	и в	23	29
2	том что	11	27
3	в том	22	27
4	в этом	16	21
5	но и	3	19
6	что в	13	19
7	не только	17	19
8	о том	6	17
9	что он	6	13
10	в его	11	13
11	между прочим	8	12
12	то что	4	11
13	все это	2	11
14	к тому	3	10
15	таким образом	9	10
16	т е	32	10
17	в своем	4	9
18	и т	54	9
19	так и	6	9
20	и не	10	9
21	как на	8	9
22	потому что	12	9
23	он не	3	9
24	по поводу	3	8
25	и пр	3	8
26	как раз	4	8
27	но в	2	8
28	но все	2	7
29	с тем	6	7
30	в самом	13	7
31	в ней	3	7
32	в виду	8	7
33	в котором	2	7
34	я не	5	7
35	в своей	4	7
36	вместе с	2	7
37	тому что	4	7
38	того как	7	7
39	для того	12	7
40	не столько	4	7
41	в одном	2	6
42	вовсе не	5	6
43	вопрос о	11	6
44	до сих	8	6
45	все же	5	6
46	т д	8	6
47	и что	7	6
48	того чтобы	11	6
49	о чем	2	5
50	прежде всего	9	5
51	в той	4	5
52	в качестве	2	5
53	было бы	16	5
54	как бы	5	5
55	своего рода	2	5
56	сих пор	8	5
57	в языке	7	5
58	а не	11	5
59	того что	11	5
60	между тем	4	5
61	точки зрения	23	5
62	речь идет	3	4
63	именно в	3	4
64	в частности	2	4
65	с другой	7	4
66	не в	5	4
67	после того	6	4
68	кроме того	2	4
69	и к	3	4
70	и о	4	4
71	хотя и	5	4
72	в печати	2	4
73	внимание на	2	4
74	то обстоятельство	3	4
75	еще более	2	4
76	ничего не	6	4
77	обстоятельство что	3	4
78	связи с	6	4
79	в значении	2	4
80	и с	3	4
81	но также	5	4
82	в общем	6	3
83	в известном	2	3
84	не менее	12	3
85	на вопрос	3	3
86	что это	3	3
87	в этих	2	3
88	нельзя не	2	3
89	на себя	2	3
90	по себе	6	3
91	что на	3	3
92	ни в	3	3
93	тому же	3	3
94	у нас	10	3
95	но это	5	3
96	но не	3	3
97	и именно	3	3
98	материал для	2	3
99	другой стороны	3	3
100	самом деле	14	3
101	подчеркнуть что	2	3
102	как в	4	3
103	отношений между	2	3
104	в их	6	3
105	т п	41	3
106	а с	3	3
107	не было	4	3
108	еще и	2	3
109	тем что	5	3
110	на самом	3	3
111	ни одного	2	3
112	хотя бы	9	3
113	так же	2	3
114	русского языка	7	3
115	во всяком	2	3
116	и здесь	2	3
117	в россии	2	3
118	xix века	3	3
119	не то	2	3
120	в отношении	3	2
121	и более	3	2
122	если бы	8	2
123	в какой	3	2
124	с этой	3	2
125	как например	2	2
126	и я	2	2
127	что именно	3	2
128	в тех	2	2
129	что и	6	2
130	эту сторону	2	2
131	тем не	9	2
132	в ее	4	2
133	по существу	3	2
134	не потому	3	2
135	как и	5	2
136	и как	2	2
137	только о	2	2
138	что они	2	2
139	в то	3	2
140	по своему	2	2
141	очевидно что	3	2
142	не дает	2	2
143	это еще	2	2
144	может быть	14	2
145	из собеседников	2	2
146	в статье	2	2
147	во внимание	5	2
148	не по	3	2
149	никак не	2	2
150	тем же	2	2
151	а также	4	2
152	образом не	2	2
153	только в	6	2
154	себя внимание	2	2
155	литературного языка	3	2
156	также и	5	2
157	в некоторых	2	2
158	в процессе	3	2
159	дело не	2	2
160	или менее	2	2
161	только что	2	2
162	совершенно не	5	2
163	и самый	2	2
164	не может	6	2
165	в особенности	2	2
166	то же	6	2
167	все эти	7	2
168	при этом	6	2
169	там где	3	2
170	в отличие	2	2
171	они не	3	2
172	более или	2	2
173	разве лишь	3	2
174	что такое	4	2
175	на этот	2	2
176	принять во	2	2
177	не имеет	3	2
178	с точки	16	2
179	французском языке	2	2
180	в данном	7	2
181	в результате	3	2
182	сказать что	7	2
183	эти слова	2	2
184	языка в	6	2
185	в каком	3	2
186	этот вопрос	3	2
187	его в	2	2
188	как он	2	2
189	так как	9	2
190	само собою	2	2
191	как это	7	2
192	того же	4	2
193	отличие от	2	2
194	по адресу	2	2
195	отметить что	3	2
196	в области	14	2
197	в числе	4	2
