N	2gram	Propp_Morf_1	DiskursI
1	состоит в	2	16
2	в качестве	5	16
3	и в	13	16
4	может быть	52	16
5	как и	3	16
6	в этом	14	16
7	и не	12	15
8	а не	11	14
9	в частности	2	12
10	представляет собой	17	11
11	но и	4	11
12	тогда как	2	11
13	но в	2	11
14	том что	4	10
15	не только	4	10
16	со стороны	3	10
17	так и	6	9
18	не может	14	9
19	в том	6	8
20	а также	4	8
21	как в	3	8
22	не менее	5	7
23	прежде всего	9	7
24	но не	4	7
25	с его	2	6
26	еще не	3	6
27	все же	7	6
28	то же	7	6
29	ни к	2	5
30	а с	2	5
31	что в	8	5
32	с другой	8	5
33	героя в	4	5
34	то что	8	5
35	в то	3	5
36	к этому	3	4
37	в пределах	3	4
38	как бы	3	4
39	отношению к	4	4
40	по отношению	4	4
41	потому что	3	4
42	можно назвать	3	4
43	точки зрения	2	4
44	в этой	2	4
45	о том	2	4
46	не является	3	4
47	перед нами	10	3
48	могут быть	16	3
49	в этих	13	3
50	это не	6	3
51	уже не	2	3
52	и как	5	3
53	не в	3	3
54	можно сказать	2	3
55	например в	2	3
56	он не	3	3
57	из двух	2	3
58	из них	3	3
59	и ее	3	3
60	приводит к	2	3
61	все эти	2	3
62	также и	4	3
63	но это	6	3
64	в другом	2	3
65	как будто	2	3
66	только в	2	3
67	его в	2	3
68	в большинстве	3	2
69	в целом	3	2
70	первый взгляд	3	2
71	как уже	2	2
72	этом случае	8	2
73	на первый	3	2
74	в ходе	4	2
75	что он	4	2
76	обоих случаях	2	2
77	далеко не	5	2
78	в свое	2	2
79	не с	2	2
80	что и	7	2
81	с точки	2	2
82	что же	2	2
83	за которым	2	2
84	не на	2	2
85	входит в	2	2
86	в обоих	2	2
87	другой стороны	4	2
88	и для	2	2
89	а в	7	2
90	тому как	5	2
91	в результате	7	2
92	подобно тому	6	2
93	говорить о	3	2
94	или по	2	2
95	здесь не	2	2
96	мы имеем	9	2
97	между тем	5	2
