N	2gram	Bakhtin_Fr_3	Myshleni
1	в том	8	33
2	том что	4	27
3	точки зрения	2	26
4	то что	5	20
5	в этом	15	19
6	и в	40	15
7	не только	13	15
8	что в	12	14
9	таким образом	10	14
10	говорит он	2	12
11	что он	2	12
12	того чтобы	4	12
13	в самом	6	11
14	в целом	2	10
15	но и	11	10
16	было бы	4	10
17	для того	3	10
18	мы не	2	10
19	в своем	7	9
20	может быть	9	9
21	не может	3	9
22	о том	4	9
23	в сущности	9	9
24	связи с	6	9
25	так и	3	8
26	если бы	3	8
27	мы знаем	2	7
28	и не	13	7
29	на основе	2	7
30	потому что	2	7
31	как бы	3	7
32	он не	9	7
33	и т.п	10	7
34	в частности	3	6
35	как мы	10	6
36	в этой	3	6
37	мы уже	13	6
38	в виду	7	6
39	мы видели	3	6
40	по отношению	3	6
41	в связи	5	6
42	мы находим	3	6
43	с другой	2	6
44	сказать что	3	6
45	в истории	4	6
46	как он	2	6
47	но в	8	6
48	вовсе не	12	6
49	и к	3	6
50	как и	11	6
51	как известно	2	6
52	вместе с	3	6
53	самом деле	3	6
54	там где	3	6
55	это не	2	5
56	уже в	2	5
57	представление о	2	5
58	смысле слова	4	5
59	и др	7	5
60	с помощью	2	5
61	и даже	4	5
62	сравнению с	2	5
63	все что	2	5
64	отношению к	2	5
65	по сравнению	2	5
66	то же	7	5
67	во всей	3	5
68	можно было	3	5
69	связь между	3	5
70	связана с	2	4
71	прежде всего	16	4
72	из этих	2	4
73	переход от	2	4
74	все это	4	4
75	который в	2	4
76	в них	9	4
77	а в	3	4
78	их в	3	4
79	и с	8	4
80	в начале	3	4
81	так как	4	4
82	с его	3	4
83	к этому	6	4
84	все же	2	4
85	мы видим	5	4
86	в своей	6	4
87	даже в	4	4
88	как в	3	4
89	как раз	5	4
90	хотя бы	2	4
91	и его	17	4
92	с в	2	4
93	только в	3	4
94	в которой	2	4
95	в эту	4	4
96	том числе	3	3
97	только для	3	3
98	для этого	3	3
99	во время	8	3
100	числе и	2	3
101	об этом	3	3
102	и сам	2	3
103	для него	5	3
104	при этом	3	3
105	из них	4	3
106	и до	8	3
107	данном случае	2	3
108	что для	2	3
109	этом отношении	2	3
110	все эти	8	3
111	те же	5	3
112	о мире	2	3
113	они не	3	3
114	лишь в	2	3
115	в основе	5	3
116	к этой	3	3
117	и все	9	3
118	здесь и	5	3
119	с этим	2	3
120	уже говорили	3	3
121	но не	2	3
122	того же	2	3
123	одной из	2	3
124	он говорит	6	3
125	в заключение	4	3
126	на самом	3	3
127	а не	5	3
128	в данном	4	3
129	он в	2	3
130	в отличие	3	3
131	и ее	2	3
132	этого слова	2	3
133	и это	2	3
134	отличие от	3	3
135	и есть	3	2
136	своей книге	2	2
137	в этих	6	2
138	или иной	2	2
139	можно сказать	2	2
140	ни в	4	2
141	и как	3	2
142	своей жизни	2	2
143	но все	3	2
144	это есть	2	2
145	речи так	2	2
146	и той	2	2
147	той или	2	2
148	в котором	2	2
149	в первой	2	2
150	в их	4	2
151	и других	6	2
152	в других	3	2
153	в более	3	2
154	во все	3	2
155	также и	4	2
156	но ведь	3	2
157	во всем	3	2
158	а также	4	2
159	больше чем	2	2
160	в одном	7	2
161	в книге	2	2
162	у него	8	2
163	для всей	2	2
164	связь с	6	2
165	именно в	2	2
166	из всех	4	2
167	мы увидим	2	2
168	в один	2	2
169	том же	2	2
170	в его	13	2
171	которые он	2	2
172	что и	3	2
173	раз в	2	2
174	во всех	6	2
175	как нечто	2	2
176	и для	5	2
177	в течение	2	2
178	той же	8	2
179	нас в	2	2
180	тем что	3	2
181	в себе	3	2
182	в другом	3	2
183	на протяжении	3	2
184	его к	2	2
