N	2gram	Losev_Dial_1	Problemy
1	и в	18	46
2	и не	30	27
3	может быть	17	23
4	как бы	11	19
5	не может	12	19
6	в нем	16	17
7	в этом	12	16
8	не только	13	14
9	но и	7	12
10	как и	2	12
11	как мы	4	12
12	точки зрения	17	11
13	а не	14	11
14	не в	6	10
15	прежде всего	10	9
16	в том	9	9
17	в самом	3	9
18	и все	3	9
19	вовсе не	7	9
20	в его	3	9
21	с точки	12	9
22	до сих	2	8
23	конечно не	3	8
24	сих пор	2	8
25	и с	5	7
26	по себе	25	7
27	еще не	2	7
28	как раз	4	7
29	в себе	11	7
30	никогда не	9	6
31	в каждом	2	6
32	ни в	15	6
33	но это	8	6
34	хотя и	4	6
35	в него	2	6
36	но в	6	6
37	что он	11	6
38	что я	3	6
39	мы увидим	2	6
40	то же	10	6
41	все это	11	6
42	и он	5	6
43	только в	3	6
44	это не	9	5
45	себе самом	2	5
46	же время	4	5
47	в котором	4	5
48	к нему	8	5
49	жизни и	3	5
50	мы находим	7	5
51	в то	6	5
52	так как	11	5
53	о том	4	5
54	если мы	2	5
55	что в	13	4
56	в этих	5	4
57	можно сказать	6	4
58	да и	6	4
59	к ним	2	4
60	в виду	5	4
61	по мере	2	4
62	в их	3	4
63	еще и	3	4
64	все эти	2	4
65	должно быть	3	4
66	потому что	14	4
67	же и	2	4
68	он и	2	4
69	во всем	2	4
70	мы можем	4	4
71	не знает	2	4
72	как в	2	4
73	раз и	2	4
74	точек зрения	3	4
75	том что	9	4
76	но не	4	4
77	совершенно не	8	4
78	он не	3	4
79	все же	5	4
80	то что	13	4
81	так и	9	4
82	уже не	2	4
83	самом деле	3	4
84	в отношении	5	3
85	с другой	6	3
86	из этих	2	3
87	на то	5	3
88	в мире	2	3
89	мы и	2	3
90	такой же	2	3
91	в своем	5	3
92	более или	3	3
93	на этом	2	3
94	но если	5	3
95	себе и	2	3
96	то это	4	3
97	и для	2	3
98	отношение к	5	3
99	и их	2	3
100	образом и	2	3
101	другой стороны	4	3
102	так же	4	3
103	и даже	13	3
104	также и	7	3
105	в конце	4	3
106	как он	4	3
107	бы в	3	3
108	мы имеем	2	3
109	если бы	12	3
110	не как	2	3
111	и при	2	3
112	и что	12	3
113	она не	6	3
114	было бы	12	3
115	в своей	2	3
116	и о	3	3
117	никак не	6	3
118	что и	3	3
119	или менее	3	3
120	что же	3	3
121	только на	3	3
122	еще более	3	3
123	отличается от	2	3
124	почти всегда	4	3
125	жизнь и	3	3
126	сам по	6	3
127	и это	2	3
128	не менее	2	2
129	же он	2	2
130	он сам	5	2
131	сама по	8	2
132	должна быть	3	2
133	только и	4	2
134	для этого	2	2
135	мысли и	3	2
136	вопрос о	2	2
137	или иной	3	2
138	к тому	4	2
139	так что	15	2
140	и как	7	2
141	но все	3	2
142	лишь как	2	2
143	есть конечно	2	2
144	же как	2	2
145	том или	2	2
146	для него	2	2
147	и следовательно	2	2
148	той или	7	2
149	и является	2	2
150	если в	3	2
151	но она	3	2
152	то и	2	2
153	отношения к	3	2
154	не было	6	2
155	а в	5	2
156	в которых	2	2
157	и совершенно	2	2
158	сказать что	10	2
159	и так	2	2
160	именно как	2	2
161	с ним	6	2
162	почти не	2	2
163	поэтому и	2	2
164	находим в	2	2
165	сознания и	3	2
166	с этим	2	2
167	у пушкина	4	2
168	и другого	2	2
169	этом смысле	3	2
170	но конечно	2	2
171	стороны и	3	2
172	о которых	2	2
173	но с	3	2
174	и говорить	2	2
175	есть и	5	2
176	указывает на	3	2
177	здесь в	2	2
178	не нужно	2	2
179	в корне	2	2
180	об этом	4	2
181	к ней	4	2
182	и пр	5	2
183	бы и	2	2
184	к самому	2	2
185	себе а	2	2
186	нужно быть	2	2
187	все равно	3	2
188	он есть	4	2
189	что такое	10	2
190	хотя бы	6	2
191	можно было	5	2
192	ничего не	17	2
193	в данном	3	2
194	во всяком	4	2
195	от этого	3	2
196	могут быть	3	2
197	в другом	2	2
198	отношении к	3	2
