N	2gram	Losev_Dial_1	FransuaR
1	и в	18	49
2	прежде всего	10	19
3	в его	3	18
4	не только	13	17
5	и не	30	15
6	в этом	12	15
7	в них	3	13
8	только в	3	13
9	но и	7	13
10	в эпоху	2	13
11	как и	2	11
12	как бы	11	11
13	вовсе не	7	10
14	все это	11	9
15	для него	2	9
16	в нем	16	9
17	отношение к	5	8
18	все же	5	7
19	один из	3	7
20	жизни и	3	7
21	не может	12	7
22	то же	10	7
23	все эти	2	7
24	как мы	4	7
25	именно в	2	6
26	то что	13	6
27	же время	4	6
28	здесь в	2	6
29	так и	9	6
30	сказать что	10	6
31	и с	5	6
32	точки зрения	17	6
33	в то	6	6
34	так как	11	6
35	никогда не	9	5
36	в своем	5	5
37	из этих	2	5
38	но не	4	5
39	может быть	17	5
40	и потому	3	5
41	относится к	2	5
42	в своей	2	5
43	в особенности	5	5
44	с точки	12	5
45	и более	4	4
46	с другой	6	4
47	в себе	11	4
48	том что	9	4
49	но все	3	4
50	и о	3	4
51	в этих	5	4
52	сих пор	2	4
53	до сих	2	4
54	отношения к	3	4
55	не было	6	4
56	а в	5	4
57	мы находим	7	4
58	с ним	6	4
59	но в	6	4
60	но они	2	3
61	всех этих	3	3
62	с одной	2	3
63	о чем	2	3
64	другими словами	2	3
65	не был	2	3
66	что он	11	3
67	в том	9	3
68	да и	6	3
69	во всем	2	3
70	одной стороны	2	3
71	было бы	12	3
72	из них	2	3
73	несмотря на	10	3
74	в самом	3	3
75	даже в	3	3
76	точка зрения	2	3
77	ни в	15	3
78	другой стороны	4	3
79	на земле	2	3
80	что для	3	3
81	этом отношении	2	3
82	и все	3	3
83	и вот	6	3
84	только с	3	3
85	к нему	8	3
86	можно было	5	3
87	также и	7	3
88	и вообще	4	3
89	о том	4	3
90	и это	2	3
91	почти все	2	3
92	в виду	5	3
93	образ не	2	2
94	учение о	11	2
95	содержит в	3	2
96	в противоположность	5	2
97	сознания и	3	2
98	что в	13	2
99	могут быть	3	2
100	в качестве	2	2
101	думать что	3	2
102	точку зрения	3	2
103	никто не	2	2
104	та же	3	2
105	что касается	2	2
106	даже и	3	2
107	в одну	3	2
108	на то	5	2
109	можно сказать	6	2
110	в отношении	5	2
111	есть для	2	2
112	это и	4	2
113	в дальнейшем	5	2
114	но это	8	2
115	лишь как	2	2
116	эти два	2	2
117	что они	3	2
118	только то	4	2
119	связанные с	2	2
120	по сравнению	2	2
121	ничего не	17	2
122	еще не	2	2
123	совершенно не	8	2
124	в первую	2	2
125	вплоть до	3	2
126	очень много	3	2
127	хотя и	4	2
128	в ней	3	2
129	к ней	4	2
130	в него	2	2
131	себе и	2	2
132	в мире	2	2
133	в их	3	2
134	смысл и	4	2
135	на самом	3	2
136	ко всему	2	2
137	и эта	2	2
138	и даже	13	2
139	так же	4	2
140	жизнь и	3	2
141	можно найти	2	2
142	во всяком	4	2
143	и следовательно	2	2
144	нуждается в	3	2
145	и еще	3	2
146	в другом	2	2
147	мы должны	5	2
148	сравнению с	2	2
149	и смысл	3	2
150	в конце	4	2
151	всяком случае	2	2
152	мы можем	4	2
