N	2gram	Vinokur_St_3	Marksizm
1	точки зрения	7	34
2	может быть	19	26
3	и не	10	26
4	не может	7	24
5	с точки	4	20
6	и в	25	19
7	и его	3	19
8	таким образом	10	17
9	в этом	24	16
10	как бы	6	15
11	прежде всего	10	13
12	как мы	2	13
13	как и	4	12
14	и пр	13	12
15	так и	5	11
16	и для	4	11
17	связи с	3	11
18	в самом	2	10
19	самом деле	2	10
20	для него	3	9
21	лишь в	4	9
22	в результате	2	9
23	только в	6	9
24	но и	9	8
25	до сих	2	8
26	не только	12	8
27	все же	4	8
28	то что	12	8
29	сих пор	2	8
30	в каждом	4	7
31	точка зрения	4	7
32	в связи	3	7
33	все эти	3	7
34	но в	5	7
35	во всех	2	7
36	то же	5	7
37	а не	5	7
38	слова как	2	7
39	в смысле	4	6
40	в том	20	6
41	кроме того	3	6
42	другой стороны	5	6
43	и здесь	3	6
44	того же	2	6
45	в его	12	6
46	на почве	5	6
47	мы не	2	6
48	так сказать	2	6
49	ничего не	4	6
50	с другой	5	5
51	в конце	6	5
52	не в	6	5
53	до конца	3	5
54	в начале	4	5
55	к этому	3	5
56	вовсе не	2	5
57	во всяком	4	5
58	самого начала	2	4
59	что в	19	4
60	не менее	2	4
61	в отношении	2	4
62	с самого	2	4
63	в ней	4	4
64	не является	3	4
65	от того	2	4
66	не столько	2	4
67	а в	6	4
68	и на	6	4
69	сказать что	4	4
70	с этим	7	4
71	еще не	2	4
72	было бы	7	4
73	и тот	2	4
74	нет и	2	4
75	как в	6	4
76	в языке	8	4
77	для того	2	4
78	место в	6	3
79	этом отношении	4	3
80	в какой	3	3
81	одного из	2	3
82	а как	4	3
83	или иной	2	3
84	можно сказать	4	3
85	пр в	2	3
86	же время	3	3
87	на язык	3	3
88	в котором	5	3
89	все это	8	3
90	не было	4	3
91	конце концов	3	3
92	того что	5	3
93	не имеет	2	3
94	между тем	6	3
95	xix века	4	3
96	в то	7	3
97	слово в	2	3
98	он может	2	3
99	в каком	4	3
100	и к	4	3
101	том что	15	3
102	одной из	2	3
103	в сущности	2	3
104	он не	5	3
105	в своей	4	3
106	к этим	2	3
107	но все	2	3
108	и ее	2	3
109	и это	5	3
110	в которой	4	3
111	в области	6	3
112	темы и	2	2
113	независимо от	5	2
114	никогда не	2	2
115	себе отчет	2	2
116	тому что	3	2
117	точку зрения	2	2
118	формы в	2	2
119	что все	3	2
120	его к	2	2
121	тем не	2	2
122	ни в	5	2
123	в свою	2	2
124	в виду	2	2
125	всяком случае	4	2
126	и др	4	2
127	с ее	2	2
128	и только	2	2
129	и других	2	2
130	не просто	2	2
131	во втором	2	2
132	в своих	8	2
133	с этой	3	2
134	в одной	2	2
135	из этих	6	2
136	о том	8	2
137	этом смысле	4	2
138	так как	3	2
139	к этой	2	2
140	и с	4	2
141	и более	3	2
142	если бы	4	2
143	не как	2	2
144	и во	2	2
145	что он	19	2
146	у нас	4	2
147	то в	4	2
148	одна из	2	2
149	в качестве	4	2
150	к тому	2	2
151	этого слова	2	2
152	отчет в	2	2
153	как раз	3	2
154	что не	2	2
155	из которых	4	2
156	что такое	7	2
157	той же	2	2
158	или в	2	2
159	тесно связана	3	2
160	связана с	4	2
161	тем что	19	2
162	могут быть	2	2
163	в другом	3	2
164	в русской	6	2
165	жизни но	2	2
166	из этого	4	2
167	от нее	3	2
168	в чем	4	2
