N	2gram	Bakhtin_Pr_1	SlovoVZh
1	не может	12	16
2	точки зрения	19	14
3	может быть	24	14
4	и его	14	13
5	как бы	19	13
6	таким образом	12	12
7	и в	29	12
8	отношению к	8	11
9	по отношению	8	11
10	и не	31	10
11	если бы	9	9
12	так как	6	9
13	прежде всего	7	8
14	сказать что	3	7
15	в нем	19	6
16	все время	2	6
17	в процессе	4	6
18	при этом	2	6
19	в том	8	6
20	художественную форму	2	6
21	только в	10	6
22	в ней	2	6
23	и др	5	5
24	в жизни	2	5
25	то что	15	5
26	должна быть	5	5
27	никогда не	3	5
28	а не	22	5
29	то же	14	5
30	хотя бы	2	5
31	как и	12	5
32	том что	7	5
33	как в	6	5
34	героя и	10	5
35	и следовательно	4	5
36	но в	7	5
37	и к	2	4
38	ни было	2	4
39	все же	9	4
40	отношение к	2	4
41	жизни и	2	4
42	так и	7	4
43	от того	4	4
44	с другой	3	4
45	на самом	5	4
46	уже не	13	4
47	в литературе	4	4
48	зависимости от	5	4
49	не в	7	4
50	в этом	22	4
51	и на	7	4
52	его в	6	4
53	в самом	10	4
54	к нему	6	4
55	за пределы	7	4
56	не только	15	4
57	в котором	2	3
58	в них	3	3
59	отношении к	3	3
60	точка зрения	12	3
61	и уже	2	3
62	бы то	2	3
63	находит свое	2	3
64	в художественном	3	3
65	в своей	8	3
66	сих пор	2	3
67	все это	6	3
68	как к	3	3
69	то ни	2	3
70	все эти	9	3
71	по себе	8	3
72	слово в	2	3
73	но и	14	3
74	произведения и	2	3
75	и пр	3	3
76	и наконец	4	3
77	точек зрения	3	3
78	ни в	3	3
79	так же	6	3
80	самом деле	6	3
81	и с	4	3
82	художественного творчества	3	3
83	оценки которые	2	3
84	и ее	2	3
85	в себе	7	3
86	для него	18	3
87	до сих	2	3
88	в пределах	13	3
89	еще не	5	3
90	и для	4	3
91	конечно не	2	3
92	в творчестве	5	3
93	с героем	2	3
94	с ним	5	3
95	между тем	5	3
96	автора и	5	2
97	перестает быть	4	2
98	уже в	3	2
99	с этой	2	2
100	они ни	2	2
101	с его	9	2
102	что и	4	2
103	но все	5	2
104	что в	8	2
105	как не	8	2
106	данном случае	2	2
107	себя и	2	2
108	в зависимости	5	2
109	на него	3	2
110	в форме	7	2
111	в своем	8	2
112	в отношении	2	2
113	социальной жизни	2	2
114	точку зрения	6	2
115	другой стороны	3	2
116	это не	9	2
117	была бы	3	2
118	те же	2	2
119	на материале	3	2
120	в себя	3	2
121	его к	2	2
122	и слово	3	2
123	и что	2	2
124	слова но	2	2
125	не есть	2	2
126	и вполне	2	2
127	с точки	13	2
128	и здесь	3	2
129	как же	4	2
130	его как	4	2
131	сливается с	6	2
132	как на	3	2
133	с другими	7	2
134	для других	2	2
135	но это	4	2
136	более того	5	2
137	в данном	2	2
138	тем как	4	2
139	самое слово	2	2
140	но не	9	2
141	могут быть	6	2
142	выражение в	6	2
143	кроме того	3	2
144	до конца	8	2
145	она не	7	2
146	в то	10	2
147	героев и	3	2
148	если же	3	2
149	и самое	3	2
150	там где	10	2
151	оно не	3	2
152	идеологического творчества	2	2
153	является для	2	2
154	ничего не	5	2
155	свое своеобразие	2	2
156	совпадает с	2	2
157	он не	5	2
158	в условиях	2	2
159	в его	24	2
160	и потому	6	2
161	между ними	2	2
