N	2gram	Bakhtin_Pr_1	Problemy
1	и в	38	43
2	и не	42	29
3	может быть	26	23
4	как бы	22	22
5	не может	27	18
6	в пределах	6	16
7	но и	9	14
8	как и	7	14
9	и т	14	13
10	точки зрения	8	13
11	в этом	15	13
12	что он	2	13
13	слова в	7	12
14	в нем	15	12
15	слова и	3	12
16	в каждом	2	11
17	не в	7	11
18	не только	9	11
19	прежде всего	13	10
20	и на	3	10
21	но в	4	10
22	в его	43	10
23	как мы	7	10
24	никогда не	5	9
25	в большинстве	5	9
26	еще не	7	9
27	он не	3	9
28	слово и	2	9
29	т п	13	9
30	с самим	2	8
31	лишь в	2	8
32	большинстве случаев	5	8
33	то же	5	8
34	с точки	6	8
35	и его	16	8
36	или в	2	8
37	слово в	2	8
38	в него	2	7
39	в самом	7	7
40	слова с	2	7
41	к себе	2	7
42	в то	4	7
43	то что	8	7
44	а не	5	7
45	в другом	2	7
46	в этих	2	6
47	в том	8	6
48	при этом	5	6
49	в котором	2	6
50	и наконец	6	6
51	и все	3	6
52	приводит к	3	6
53	здесь не	4	6
54	на то	2	5
55	да и	3	5
56	же время	3	5
57	хотя и	3	5
58	к нему	10	5
59	все это	3	5
60	по отношению	21	5
61	таким образом	10	5
62	все эти	5	5
63	а в	6	5
64	рядом с	5	5
65	и с	17	5
66	самим собою	2	5
67	но здесь	3	5
68	на фоне	3	5
69	вовсе не	2	5
70	о том	4	5
71	но не	12	5
72	было бы	8	5
73	мы увидим	3	5
74	и что	2	5
75	отношению к	19	5
76	самом деле	6	5
77	и он	2	5
78	в слове	3	5
79	в себе	4	5
80	я не	2	4
81	не могут	2	4
82	что в	7	4
83	в своем	5	4
84	с другой	7	4
85	в самой	2	4
86	но это	3	4
87	должно быть	5	4
88	человека в	2	4
89	в произведении	4	4
90	то есть	46	4
91	или как	3	4
92	а как	3	4
93	с его	2	4
94	в них	5	4
95	как его	3	4
96	более того	4	4
97	совершенно не	7	4
98	в своей	7	4
99	том же	2	4
100	во всех	11	4
101	не на	5	4
102	в отличие	5	4
103	там где	6	4
104	между ними	4	4
105	только в	13	4
106	может стать	3	4
107	далеко не	5	4
108	и это	3	4
109	отличие от	5	4
110	не менее	4	3
111	мы будем	3	3
112	должна быть	4	3
113	себя и	3	3
114	это не	5	3
115	переходим к	2	3
116	или иной	2	3
117	но зато	2	3
118	не должна	4	3
119	кроме того	3	3
120	той или	2	3
121	в виду	4	3
122	здесь нет	2	3
123	в их	10	3
124	и только	4	3
125	и даже	3	3
126	и здесь	2	3
127	во всем	2	3
128	его в	9	3
129	в художественном	20	3
130	художественном творчестве	10	3
131	с ним	5	3
132	себя как	5	3
133	между тем	7	3
134	если бы	3	3
135	в единстве	12	3
136	не знает	3	3
137	и к	3	3
138	в романе	4	3
139	по существу	2	3
140	здесь в	2	3
141	она не	2	3
142	со всеми	3	3
143	за пределы	12	3
144	что и	2	3
145	все же	6	3
146	себя в	2	3
147	на него	3	3
148	так и	5	3
149	в себя	2	3
150	другой стороны	4	3
151	также и	3	3
152	и для	11	3
153	можно было	4	3
154	ничего не	6	3
155	тем что	2	3
156	в виде	2	3
157	могут быть	5	3
158	и ее	2	3
159	и этим	6	3
160	а лишь	2	2
161	материал в	4	2
162	дело и	5	2
163	была бы	2	2
164	для понимания	2	2
165	оглядки на	2	2
166	от них	2	2
167	слова но	3	2
168	тем не	3	2
169	ни в	11	2
170	и как	8	2
171	лишь как	4	2
172	художественного творчества	12	2
173	мы здесь	4	2
174	что это	2	2
175	например в	3	2
176	и др	8	2
177	в целом	3	2
178	отношение к	10	2
179	является как	2	2
180	в форме	4	2
181	отличается от	2	2
182	отношения к	6	2
183	здесь мы	2	2
184	того что	2	2
185	особенно в	2	2
186	не входит	10	2
187	с ними	4	2
188	в своих	2	2
189	сказать что	4	2
190	произведения как	8	2
191	ни было	3	2
192	раз и	2	2
193	этом смысле	3	2
194	автор как	2	2
195	но конечно	4	2
196	у нас	2	2
197	и при	2	2
198	к миру	3	2
199	одна из	2	2
200	не нужно	5	2
201	ивана карамазова	2	2
202	не входят	4	2
203	конечно не	5	2
204	и о	5	2
205	на материале	3	2
206	на почве	3	2
207	не есть	6	2
208	композиционные формы	2	2
209	и пр	2	2
210	дело в	2	2
211	момент его	2	2
212	как в	4	2
213	не во	2	2
214	узком смысле	2	2
215	входит в	8	2
216	нами в	2	2
217	том что	3	2
218	что не	4	2
219	должны быть	4	2
220	и эта	2	2
221	со словами	2	2
222	хотя бы	4	2
223	в таком	3	2
224	значение для	3	2
225	мы можем	6	2
226	в поэзии	9	2
227	бы не	2	2
