N	2gram	Propp_Isto_1	Myshleni
1	и в	28	25
2	в том	9	23
3	на основе	5	22
4	том что	7	20
5	что в	12	17
6	так же	7	17
7	таким образом	8	17
8	в основе	4	16
9	с тем	4	16
10	как и	4	15
11	то что	9	15
12	в его	5	15
13	в этом	8	14
14	вместе с	6	14
15	может быть	25	13
16	в целом	2	13
17	между собой	4	13
18	так как	6	12
19	в качестве	5	12
20	могли бы	3	11
21	перед нами	3	10
22	что они	5	10
23	как бы	2	10
24	и не	9	10
25	и что	10	10
26	того что	4	10
27	было бы	7	10
28	что и	6	10
29	только в	11	10
30	связи с	4	9
31	как в	2	9
32	мы не	10	9
33	показывает что	3	8
34	тем что	3	8
35	как мы	3	8
36	столь же	2	7
37	все эти	4	7
38	что мы	7	7
39	как это	3	7
40	по себе	3	7
41	по своей	2	7
42	в области	2	7
43	самого начала	2	6
44	не менее	6	6
45	с другой	6	6
46	как уже	2	6
47	с самого	2	6
48	не в	9	6
49	же как	2	6
50	один из	4	6
51	мы видели	2	6
52	не может	15	6
53	в связи	4	6
54	и на	4	6
55	потому что	4	6
56	в основном	2	6
57	мы должны	13	6
58	от этого	2	6
59	что он	10	6
60	в силу	5	6
61	представляет собой	4	6
62	зависимости от	2	6
63	но не	5	6
64	не только	12	6
65	все же	10	6
66	в отличие	2	6
67	все это	4	6
68	можно было	5	6
69	отличие от	2	6
70	так и	9	5
71	именно в	3	5
72	что это	8	5
73	тем не	6	5
74	и как	2	5
75	но это	4	5
76	в пользу	2	5
77	для него	2	5
78	одной стороны	4	5
79	при этом	3	5
80	друг с	4	5
81	одним из	2	5
82	что она	5	5
83	показывают что	5	5
84	с одной	4	5
85	и по	3	5
86	если бы	8	5
87	в зависимости	2	5
88	о том	9	5
89	из которых	3	5
90	могут быть	4	5
91	в этой	6	5
92	и другое	2	5
93	с другом	3	5
94	не могут	2	4
95	в частности	2	4
96	никогда не	14	4
97	в своем	5	4
98	в какой	3	4
99	прежде всего	10	4
100	на то	4	4
101	к тому	6	4
102	мы знаем	4	4
103	время как	3	4
104	из них	3	4
105	но и	10	4
106	то и	2	4
107	а в	7	4
108	сказать что	5	4
109	в то	3	4
110	с ним	2	4
111	мы имеем	13	4
112	тогда когда	2	4
113	с этим	4	4
114	так называемая	3	4
115	то время	3	4
116	еще не	7	4
117	мы увидим	10	4
118	он не	2	4
119	приводит к	2	4
120	связь между	3	4
121	там где	4	4
122	ни один	6	4
123	как оно	2	3
124	на этом	3	3
125	вслед за	6	3
126	не можем	3	3
127	в котором	3	3
128	связи и	2	3
129	с несомненностью	2	3
130	и их	3	3
131	другой стороны	5	3
132	по отношению	3	3
133	их в	5	3
134	между тем	2	3
135	во всем	3	3
136	его в	6	3
137	как он	2	3
138	к которому	5	3
139	видели что	3	3
140	были бы	2	3
141	по этому	2	3
142	не как	3	3
143	к этому	2	3
144	мы видим	11	3
145	наряду с	3	3
146	не есть	2	3
147	с ней	2	3
148	связь с	4	3
149	или менее	5	3
150	дело с	2	3
151	а с	2	3
152	когда он	6	3
153	если мы	3	3
154	между ними	2	3
155	этот вопрос	7	3
156	в виде	2	3
157	которые в	2	3
158	того как	3	3
159	то же	12	2
160	мы будем	5	2
161	в этих	7	2
162	и от	2	2
163	раньше чем	4	2
164	в тех	2	2
165	а по	2	2
166	для нас	13	2
167	ни было	2	2
168	так что	4	2
169	но все	4	2
170	некоторое время	2	2
171	эти формы	3	2
172	в нем	2	2
173	с той	2	2
174	в свете	2	2
175	это положение	2	2
176	для этого	3	2
177	поэтому в	2	2
178	и только	2	2
179	от этих	2	2
180	здесь мы	7	2
181	должно быть	2	2
182	и здесь	7	2
183	в начале	3	2
184	бы быть	3	2
185	бы в	2	2
186	но они	2	2
187	всех этих	2	2
188	само по	2	2
189	однако в	2	2
190	на котором	3	2
191	представления о	3	2
192	в одном	5	2
193	связанные с	2	2
194	ясно что	2	2
195	на первый	2	2
196	об этом	4	2
197	и эти	3	2
198	этот момент	2	2
199	одна из	2	2
200	очень часто	3	2
201	указывает на	2	2
202	тот же	2	2
203	мы в	2	2
204	это так	4	2
205	и потому	2	2
206	еще в	2	2
207	отношению к	3	2
208	именно это	2	2
209	находится в	4	2
210	уже не	3	2
211	на этот	2	2
212	и для	4	2
213	и его	3	2
214	или в	5	2
215	вступает в	2	2
216	в себе	2	2
