N	3gram	Bakhtin_Pr_1	Marksizm
1	с точки зрения	15	20
2	не может быть	3	13
3	в самом деле	2	9
4	и не может	2	9
5	то ни было	2	8
6	бы то ни	3	8
7	до сих пор	2	8
8	в отличие от	2	5
9	с другой стороны	2	5
10	с самого начала	2	4
11	в разрезе данного	2	4
12	в большинстве случаев	2	3
13	в то же	7	3
14	то же время	7	3
15	можно сказать что	2	3
16	в конце концов	4	3
17	в этом отношении	5	3
18	в том что	7	3
19	для того чтобы	2	3
20	можно было бы	3	2
21	это и есть	3	2
22	но в то	2	2
23	во всяком случае	3	2
24	в этом смысле	9	2
25	по отношению к	11	2
