N	2gram	Vinokur_Vv_1	Myshleni
1	то что	17	26
2	что он	4	25
3	в этом	34	25
4	потому что	14	21
5	таким образом	19	19
6	в том	31	18
7	не может	13	18
8	точки зрения	7	18
9	того чтобы	21	17
10	что в	11	16
11	и в	27	16
12	того что	12	16
13	так как	13	16
14	не только	21	16
15	так же	3	15
16	том что	26	15
17	для того	21	14
18	в сущности	3	13
19	сказать что	5	13
20	отношению к	4	12
21	вопрос о	8	12
22	по отношению	4	12
23	и не	13	12
24	и что	4	12
25	в области	4	12
26	отношение к	3	11
27	в его	10	11
28	из того	2	11
29	но не	7	10
30	было бы	5	10
31	как мы	9	10
32	а не	3	10
33	в силу	3	10
34	только в	13	10
35	в отношении	2	9
36	может быть	24	9
37	с точки	2	9
38	должно быть	2	8
39	о том	15	8
40	как это	5	8
41	в известном	3	8
42	если бы	2	8
43	как и	5	8
44	то же	8	8
45	же как	3	7
46	и есть	3	7
47	известном смысле	3	7
48	в нем	13	7
49	того же	3	7
50	по себе	9	7
51	представляет собой	12	7
52	в какой	4	6
53	не в	8	6
54	в этой	3	6
55	но если	3	6
56	но и	5	6
57	что оно	2	6
58	и на	3	6
59	как он	6	6
60	но в	10	6
61	состоит в	2	6
62	языка и	12	6
63	к тому	4	6
64	в той	7	6
65	этот вопрос	4	6
66	мы можем	2	6
67	в другом	3	6
68	на вопрос	6	5
69	должна быть	2	5
70	никогда не	3	5
71	тому что	2	5
72	в своем	3	5
73	обе эти	2	5
74	что с	3	5
75	как бы	5	5
76	хотя бы	5	5
77	этом отношении	3	5
78	заключается в	4	5
79	в то	5	5
80	тогда когда	3	5
81	мере в	4	5
82	сравнению с	3	5
83	по сравнению	3	5
84	можно сказать	3	5
85	мысли и	2	5
86	только что	4	5
87	того как	3	5
88	можно было	7	5
89	тем что	6	5
90	ничего не	2	5
91	не могут	5	4
92	зависит от	3	4
93	что если	2	4
94	казалось бы	2	4
95	все эти	3	4
96	с другой	8	4
97	это не	8	4
98	с этой	4	4
99	по самой	2	4
100	сама по	3	4
101	а только	8	4
102	так что	5	4
103	это есть	2	4
104	при этом	3	4
105	в самом	12	4
106	на этот	4	4
107	в целом	5	4
108	именно в	8	4
109	стоит в	2	4
110	не имеет	4	4
111	что мы	2	4
112	же самое	2	4
113	в результате	3	4
114	тем более	2	4
115	вообще не	3	4
116	в качестве	7	4
117	с их	5	4
118	еще не	4	4
119	для объяснения	2	4
120	не есть	4	4
121	вместе с	6	4
122	той же	4	4
123	другом месте	2	4
124	и то	5	4
125	могут быть	4	4
126	и т.д	4	4
127	не менее	8	3
128	в частности	3	3
129	одного и	2	3
130	раньше чем	3	3
131	прежде всего	8	3
132	как уже	2	3
133	в известной	3	3
134	и как	9	3
135	самом деле	6	3
136	одной стороны	4	3
137	но как	2	3
138	но что	3	3
139	до конца	3	3
140	к нему	2	3
141	понятия в	2	3
142	и тем	5	3
143	мы видели	2	3
144	значение в	2	3
145	от того	3	3
146	в их	11	3
147	еще и	3	3
148	с одной	4	3
149	как на	11	3
150	а в	5	3
151	и с	2	3
152	говорить о	3	3
153	в первом	5	3
154	в этих	3	3
155	как она	4	3
156	между тем	8	3
157	мы не	2	3
158	с тем	6	3
159	с этим	2	3
160	в одном	4	3
161	к этому	3	3
162	той мере	4	3
163	этом случае	6	3
164	все же	8	3
165	и того	2	3
166	по существу	2	3
167	чем в	3	3
168	по своему	5	3
169	одной из	3	3
170	своей природе	3	3
171	а потому	3	3
172	что и	3	3
173	говорит о	3	3
174	сих пор	5	3
175	на этом	3	3
176	из которых	2	3
177	речь в	4	3
178	вот почему	3	3
179	и его	5	3
180	имеет свою	2	3
181	связи с	3	3
182	ответ на	3	3
183	в чем	4	3
184	до сих	5	3
185	до того	2	2
186	не иначе	2	2
187	но все	3	2
188	находятся в	2	2
189	как совокупность	2	2
190	одним из	5	2
191	в ряде	2	2
192	в ней	3	2
193	в виду	4	2
194	в котором	4	2
195	по мере	4	2
196	в своей	4	2
197	из них	3	2
198	в отличие	3	2
199	представляют собой	6	2
200	что она	3	2
201	отношений между	3	2
202	все это	6	2
203	другой стороны	5	2
204	язык и	3	2
205	свое время	2	2
206	и даже	5	2
207	самое что	2	2
208	знания и	3	2
209	в своих	2	2
210	говорит он	2	2
211	в истории	9	2
212	которая как	2	2
213	на нее	2	2
214	в более	2	2
215	в этот	2	2
216	о чем	4	2
217	в них	4	2
218	к самой	2	2
219	не до	2	2
220	это понятие	2	2
221	лежит в	2	2
222	вовсе не	6	2
223	его в	6	2
224	быть в	4	2
225	стороны и	3	2
226	есть не	3	2
227	в различных	2	2
228	не с	2	2
229	то это	3	2
230	отличие от	3	2
231	у нас	2	2
232	чтобы понять	2	2
233	самой своей	2	2
234	во всем	2	2
235	учение о	2	2
236	во второй	3	2
237	жизни и	2	2
238	и требует	2	2
239	во внимание	2	2
240	в свое	2	2
241	во всех	2	2
242	что представляет	3	2
243	на основании	5	2
244	только на	3	2
245	в центре	4	2
246	путь от	2	2
247	но с	4	2
248	исследования и	2	2
249	во всяком	3	2
250	само по	3	2
251	на протяжении	2	2
252	как будто	3	2
253	об отношении	2	2
254	мы говорим	2	2
