N	2gram	Bakhtin_Fr_7	Marksizm
1	может быть	4	28
2	и в	41	19
3	как бы	7	19
4	и не	7	19
5	не может	3	18
6	в процессе	2	18
7	точки зрения	5	17
8	то же	13	16
9	и его	9	16
10	как мы	11	15
11	в этом	15	15
12	таким образом	19	14
13	в сущности	4	14
14	так сказать	3	14
15	не только	5	13
16	с точки	3	13
17	в нем	7	11
18	вовсе не	7	11
19	не в	9	10
20	но и	9	10
21	том что	4	10
22	так и	10	10
23	и т.п	9	10
24	для него	6	9
25	при этом	3	9
26	как и	14	9
27	а не	2	9
28	же время	9	8
29	по отношению	2	8
30	в то	10	8
31	с его	2	8
32	отношению к	2	8
33	только в	6	8
34	никогда не	2	7
35	в связи	2	7
36	в том	11	7
37	его в	3	7
38	но в	8	7
39	прежде всего	11	7
40	одна из	4	7
41	на самом	2	7
42	и для	5	7
43	к тому	2	6
44	ни в	6	6
45	и как	2	6
46	в свою	3	6
47	с помощью	6	6
48	ни было	2	6
49	и все	14	6
50	мы уже	12	6
51	во всех	3	6
52	свою очередь	3	5
53	в большинстве	2	5
54	к нему	5	5
55	на этой	4	5
56	в форме	3	5
57	в их	3	5
58	так же	5	5
59	и на	4	5
60	и здесь	4	5
61	большинстве случаев	2	5
62	к этому	5	5
63	того же	3	5
64	в его	12	5
65	в той	3	5
66	с самого	2	5
67	в данном	2	5
68	выражение в	3	5
69	в отношении	3	4
70	это не	6	4
71	в формах	3	4
72	все те	2	4
73	то что	8	4
74	мы видели	5	4
75	и их	3	4
76	влияние на	4	4
77	того что	2	4
78	с ними	3	4
79	бы в	2	4
80	из одного	4	4
81	что он	3	4
82	было бы	4	4
83	только на	2	4
84	и ее	2	4
85	в себе	11	4
86	и т.д	2	4
87	ничего не	4	4
88	учение о	2	3
89	перед нами	2	3
90	в этих	2	3
91	характерно что	2	3
92	и от	8	3
93	в этой	13	3
94	в ней	5	3
95	а в	5	3
96	с этим	2	3
97	все эти	13	3
98	не имеет	3	3
99	должно быть	4	3
100	не было	3	3
101	о том	6	3
102	так как	3	3
103	в качестве	9	3
104	одно и	2	3
105	связано с	2	3
106	слов и	4	3
107	еще не	2	3
108	одной из	2	3
109	он не	4	3
110	и до	6	3
111	что и	5	3
112	не есть	2	3
113	в своей	3	3
114	той же	3	3
115	и то	2	3
116	во всяком	2	3
117	и это	5	3
118	место в	4	2
119	уже в	5	2
120	все время	2	2
121	что в	9	2
122	что это	4	2
123	в одной	2	2
124	не знает	3	2
125	его к	3	2
126	он был	3	2
127	нас не	2	2
128	следовательно и	2	2
129	более или	2	2
130	ведь все	3	2
131	как о	3	2
132	до конца	2	2
133	мы здесь	2	2
134	и у	5	2
135	значительной степени	2	2
136	и самого	2	2
137	оно ни	2	2
138	другими словами	2	2
139	жизни и	3	2
140	в своем	9	2
141	имеет дело	2	2
142	в особенности	2	2
143	именно в	2	2
144	рядом с	4	2
145	в более	4	2
146	и с	4	2
147	все то	3	2
148	то есть	20	2
149	от этого	3	2
150	но по	2	2
151	у него	6	2
152	направление в	2	2
153	и потому	3	2
154	должен быть	2	2
155	в самый	2	2
156	или менее	2	2
157	не на	3	2
158	еще более	2	2
159	и реальное	2	2
160	здесь как	2	2
161	в значительной	2	2
162	и эта	3	2
163	мы не	2	2
164	или в	2	2
165	свидетельствует о	2	2
166	тем что	3	2
167	может стать	2	2
168	все его	3	2
169	далеко не	2	2
170	это было	2	2
171	вместе с	5	2
