N	2gram	Vygotskiy__2	FransuaR
1	и в	15	41
2	и т.п	7	19
3	мы уже	6	18
4	во всех	2	17
5	таким образом	14	17
6	и с	4	16
7	и его	4	13
8	но и	10	13
9	как мы	6	12
10	в этом	19	12
11	все это	4	11
12	уже говорили	3	11
13	все эти	3	11
14	прежде всего	4	10
15	в самом	11	10
16	не только	15	10
17	и др	5	10
18	так как	4	10
19	то что	20	10
20	во время	3	9
21	и все	3	9
22	о том	9	9
23	никогда не	8	8
24	в сущности	9	8
25	здесь и	3	8
26	в этой	6	8
27	но в	6	8
28	у него	2	7
29	в них	4	7
30	вовсе не	6	7
31	том что	27	7
32	как бы	7	7
33	и до	3	7
34	как и	6	7
35	что в	14	7
36	в его	2	7
37	что он	12	6
38	мы видим	4	6
39	вместе с	6	6
40	с помощью	5	6
41	или в	3	6
42	также и	2	6
43	сказать что	6	6
44	то же	5	5
45	с его	4	5
46	в одном	2	5
47	так же	4	5
48	а также	2	5
49	из них	3	5
50	так и	8	5
51	в своем	9	5
52	и что	8	5
53	той же	2	5
54	тем что	2	5
55	в себе	2	5
56	во всем	2	5
57	там где	6	5
58	что это	6	5
59	уже в	5	4
60	все время	3	4
61	с другой	6	4
62	именно в	2	4
63	и как	2	4
64	не в	8	4
65	и вообще	2	4
66	все что	5	4
67	тот же	7	4
68	одной стороны	7	4
69	в котором	2	4
70	даже в	4	4
71	все же	4	4
72	не может	9	4
73	с одной	7	4
74	как в	4	4
75	самом деле	6	4
76	того чтобы	12	4
77	и даже	5	4
78	а в	4	4
79	другом месте	2	4
80	в результате	3	4
81	в основе	3	4
82	в другом	2	4
83	того же	3	4
84	с ним	3	4
85	мы увидим	2	3
86	перед нами	2	3
87	он сам	3	3
88	в книге	2	3
89	с этой	2	3
90	с этим	3	3
91	на все	2	3
92	одной из	3	3
93	мы будем	3	3
94	как у	2	3
95	было бы	10	3
96	и сам	3	3
97	в начале	4	3
98	и их	5	3
99	и особенно	3	3
100	в первой	2	3
101	и самый	2	3
102	и для	2	3
103	этом отношении	3	3
104	при этом	3	3
105	и не	7	3
106	те же	3	3
107	они не	3	3
108	того что	17	3
109	с другими	3	3
110	в данном	3	3
111	только в	4	3
112	потому что	7	3
113	он является	2	2
114	не могут	2	2
115	что если	2	2
116	в частности	6	2
117	связана с	4	2
118	в этих	2	2
119	понятно что	2	2
120	для этого	3	2
121	значение в	3	2
122	человека и	3	2
123	что все	4	2
124	представление о	5	2
125	стороны и	2	2
126	что именно	3	2
127	если мы	6	2
128	для нас	4	2
129	для всего	2	2
130	в том	33	2
131	и различные	2	2
132	раз в	2	2
133	тем более	3	2
134	связи с	9	2
135	что они	3	2
136	но не	3	2
137	как известно	6	2
138	может быть	9	2
139	за пределы	2	2
140	в своей	4	2
141	только его	2	2
142	он не	7	2
143	но если	2	2
144	должен быть	2	2
145	в развитии	26	2
146	мы видели	6	2
147	данном случае	3	2
148	есть нечто	2	2
149	как раз	4	2
150	это все	2	2
151	как это	6	2
152	но с	2	2
153	мы находим	6	2
154	из того	4	2
155	но эта	3	2
156	в истории	6	2
157	лишь в	3	2
158	заключается в	8	2
159	а не	3	2
160	с точки	18	2
161	на которой	2	2
162	мы не	10	2
163	к себе	2	2
164	то он	2	2
165	их в	4	2
166	говорит он	12	2
167	он в	3	2
168	точки зрения	26	2
169	и само	2	2
170	из этих	4	2
171	говорить о	2	2
172	что мы	9	2
173	как он	6	2
174	мира и	2	2
175	тогда когда	5	2
176	в эту	4	2
