N	2gram	Bakhtin_Pr_3	Istorich
1	и в	53	24
2	что он	4	21
3	не только	4	21
4	может быть	12	14
5	не может	2	14
6	в этих	5	13
7	что в	2	13
8	как в	7	12
9	в этом	8	12
10	но и	7	11
11	это не	6	10
12	том что	5	10
13	а в	2	10
14	мы видим	2	10
15	и другие	9	9
16	с другой	2	9
17	не в	2	9
18	о том	2	9
19	потому что	5	9
20	еще не	5	8
21	что и	3	8
22	все это	8	8
23	то же	6	8
24	а не	11	8
25	так как	7	8
26	один из	6	7
27	в том	14	7
28	мы видели	2	7
29	одна из	7	7
30	во всех	12	7
31	то что	9	7
32	вместе с	2	7
33	таким образом	6	7
34	тем что	2	6
35	как и	11	6
36	но не	5	6
37	в нем	10	6
38	он не	3	6
39	и все	10	6
40	только в	4	6
41	как он	2	6
42	что это	2	6
43	не менее	3	5
44	отношение к	6	5
45	так и	6	5
46	здесь мы	2	5
47	с ним	2	5
48	ничего не	6	5
49	но в	5	5
50	никогда не	2	4
51	представления о	2	4
52	вовсе не	3	4
53	тем не	2	4
54	по существу	5	4
55	при этом	3	4
56	есть и	2	4
57	одной из	4	4
58	мы уже	5	4
59	своего рода	3	4
60	как бы	14	4
61	за него	2	4
62	в их	2	4
63	и не	15	4
64	мы не	4	4
65	точки зрения	4	4
66	мы должны	4	4
67	мы можем	5	4
68	уже в	2	3
69	с его	2	3
70	в них	2	3
71	но они	4	3
72	в образе	3	3
73	в дальнейшем	7	3
74	кроме того	3	3
75	и если	3	3
76	например в	5	3
77	в обряде	2	3
78	его в	2	3
79	с ней	3	3
80	сих пор	5	3
81	ее в	3	3
82	как мы	5	3
83	и наконец	2	3
84	и даже	2	3
85	и по	3	3
86	и его	10	3
87	но это	3	3
88	хотя и	4	3
89	к себе	6	3
90	от него	3	3
91	в конце	3	3
92	на земле	14	2
93	из самых	2	2
94	перед нами	5	2
95	того же	2	2
96	и так	3	2
97	и от	3	2
98	но здесь	2	2
99	к этому	4	2
100	прежде всего	15	2
101	в литературе	5	2
102	и ее	6	2
103	в то	5	2
104	в ее	3	2
105	говорит о	2	2
106	выше и	2	2
107	близок к	2	2
108	связаны с	3	2
109	связанные с	3	2
110	так например	2	2
111	в форме	6	2
112	тот же	2	2
113	было бы	5	2
114	и тот	3	2
115	здесь и	4	2
116	на его	3	2
117	в самом	2	2
118	тем более	2	2
119	и др	14	2
120	направлен на	2	2
121	и тем	2	2
122	в преисподнюю	3	2
123	во сне	5	2
124	связь с	2	2
125	вплоть до	4	2
126	здесь не	4	2
127	в связи	2	2
128	в особенности	2	2
129	характерно что	2	2
130	в царстве	2	2
131	мы здесь	3	2
132	и у	7	2
133	в которой	2	2
134	как это	2	2
135	нам по	2	2
136	почти всегда	3	2
137	всех других	2	2
138	которые не	2	2
139	сказать что	10	2
140	в основе	5	2
141	из них	4	2
142	в одной	2	2
143	он в	2	2
144	с этим	2	2
145	но он	2	2
146	и на	18	2
147	они не	3	2
148	во всем	2	2
149	в один	2	2
150	все эти	9	2
151	и это	3	2
152	конечно не	4	2
153	это конечно	2	2
154	все его	2	2
155	до сих	5	2
