N	2gram	Losev_Prob_1	Problemy
1	и не	31	31
2	и в	32	29
3	в его	6	24
4	может быть	14	24
5	а не	15	22
6	в этом	19	22
7	как бы	14	19
8	в нем	13	19
9	точки зрения	3	19
10	для него	2	18
11	не только	17	15
12	то что	42	15
13	не как	2	14
14	но и	9	14
15	и его	3	14
16	то же	10	14
17	уже не	3	13
18	с точки	3	13
19	как и	3	12
20	не может	8	12
21	таким образом	6	12
22	этом смысле	6	10
23	в самом	6	10
24	из подполья	2	10
25	в то	6	10
26	только в	7	10
27	с его	2	9
28	это не	6	9
29	но не	9	9
30	о нем	3	9
31	все эти	8	9
32	если бы	4	9
33	в своем	5	8
34	по себе	15	8
35	что он	7	8
36	что в	12	8
37	в своей	8	8
38	потому что	16	8
39	в том	9	8
40	слово о	2	7
41	прежде всего	10	7
42	вовсе не	35	7
43	том что	12	7
44	не в	4	7
45	она не	2	7
46	за пределы	6	7
47	так и	12	7
48	входит в	4	7
49	и как	6	7
50	а в	4	7
51	с другими	2	7
52	и на	8	7
53	в себе	15	7
54	но в	14	7
55	все это	7	6
56	в конце	6	6
57	не могут	2	6
58	несмотря на	3	6
59	к нему	3	6
60	что она	5	6
61	как в	4	6
62	как раз	13	6
63	в самой	3	6
64	самом деле	6	6
65	так же	9	6
66	могут быть	2	6
67	его в	6	6
68	и потому	2	6
69	так как	11	6
70	перед нами	5	5
71	сознания и	2	5
72	именно в	4	5
73	было бы	8	5
74	но все	3	5
75	еще не	9	5
76	в сущности	2	5
77	и о	8	5
78	он не	3	5
79	на самом	6	5
80	конце концов	4	5
81	во всяком	7	5
82	между тем	2	5
83	он и	8	5
84	и это	9	5
85	с ним	3	5
86	ничего не	10	5
87	или как	3	5
88	поэтому и	2	4
89	в результате	2	4
90	раз и	9	4
91	в литературе	4	4
92	его как	2	4
93	но это	8	4
94	и с	2	4
95	и следовательно	3	4
96	не значит	2	4
97	он есть	4	4
98	не на	3	4
99	и т	11	4
100	и для	4	4
101	не было	4	4
102	тем что	7	4
103	как же	3	4
104	как мы	7	4
105	должно быть	2	4
106	их в	4	4
107	в этой	10	4
108	что же	9	4
109	уже в	3	3
110	он сам	2	3
111	никогда не	7	3
112	в них	7	3
113	сами по	3	3
114	с другой	3	3
115	ни в	7	3
116	по существу	2	3
117	кроме того	2	3
118	и пр	4	3
119	но именно	3	3
120	о своем	2	3
121	всяком случае	3	3
122	оно не	3	3
123	только то	4	3
124	и до	2	3
125	в их	4	3
126	другой стороны	3	3
127	тому что	4	3
128	например в	2	3
129	тому как	2	3
130	и здесь	6	3
131	сказать что	13	3
132	он в	2	3
133	подобно тому	2	3
134	но как	6	3
135	как будто	3	3
136	мы должны	5	3
137	далеко не	5	3
138	и уже	3	2
139	всеми своими	2	2
140	все время	2	2
141	всех этих	7	2
142	связи с	5	2
143	уже и	3	2
144	тем или	3	2
145	однако в	2	2
146	друг другу	2	2
147	хотя бы	3	2
148	она является	2	2
149	и во	3	2
150	для своего	2	2
151	в жизни	3	2
152	и ее	8	2
153	у вас	2	2
154	что может	2	2
155	не есть	29	2
156	же в	4	2
157	художественный образ	9	2
158	следовательно и	2	2
159	так что	6	2
160	мы видим	2	2
161	не потому	2	2
162	является не	2	2
163	при этом	6	2
164	есть и	3	2
165	ведь это	2	2
166	на себя	2	2
167	никак не	4	2
168	не о	2	2
169	до сих	3	2
170	в котором	5	2
171	однако не	3	2
172	один из	4	2
173	на его	2	2
174	нисколько не	3	2
175	сознания с	2	2
176	сих пор	3	2
177	данном случае	8	2
178	мы уже	5	2
179	во всей	3	2
180	в отношении	3	2
181	и вполне	3	2
182	то и	6	2
183	и даже	11	2
184	что оно	3	2
185	а потому	2	2
186	и что	9	2
187	именно на	3	2
188	на этот	3	2
189	сознании и	4	2
190	можно было	3	2
191	в данном	9	2
192	то он	2	2
193	в которых	3	2
194	этой действительности	2	2
195	одно из	2	2
196	но он	3	2
197	для себя	3	2
198	и есть	6	2
199	в истории	4	2
200	самый факт	2	2
201	в которой	2	2
202	же и	3	2
203	в сознании	5	2
204	с этим	3	2
205	тоже не	7	2
206	по преимуществу	2	2
