N	2gram	Bakhtin_Pr_1	Myshleni
1	то что	18	26
2	что он	10	25
3	в этом	25	25
4	потому что	12	21
5	таким образом	11	19
6	в том	11	18
7	не может	11	18
8	точки зрения	21	18
9	того чтобы	4	17
10	что в	8	16
11	и в	23	16
12	того что	2	16
13	так как	7	16
14	не только	13	16
15	так же	6	15
16	том что	9	15
17	для того	2	14
18	в сущности	5	13
19	сказать что	5	13
20	в процессе	4	13
21	отношению к	11	12
22	вопрос о	4	12
23	по отношению	11	12
24	и не	34	12
25	в области	3	12
26	в его	24	11
27	но не	8	10
28	было бы	6	10
29	как мы	5	10
30	а не	20	10
31	только в	8	10
32	в отношении	2	9
33	может быть	21	9
34	с точки	15	9
35	точка зрения	7	8
36	о том	2	8
37	в основе	5	8
38	если бы	10	8
39	как и	8	8
40	мы должны	2	8
41	он не	4	8
42	то же	10	8
43	и есть	5	7
44	друг с	3	7
45	в нем	20	7
46	но он	2	7
47	так и	10	7
48	по себе	7	7
49	приводит к	3	7
50	с другом	3	7
51	что все	3	6
52	не в	6	6
53	в этой	4	6
54	но и	11	6
55	и на	10	6
56	как он	2	6
57	могли бы	3	6
58	но в	4	6
59	у него	6	6
60	в той	6	6
61	этот вопрос	2	6
62	на вопрос	2	5
63	самого начала	3	5
64	должна быть	2	5
65	никогда не	5	5
66	тому что	2	5
67	в своем	8	5
68	для него	15	5
69	как бы	28	5
70	в сфере	2	5
71	хотя бы	2	5
72	этом отношении	5	5
73	заключается в	2	5
74	в то	10	5
75	с ним	6	5
76	можно сказать	2	5
77	тот же	2	5
78	как в	6	5
79	мысли и	2	5
80	с самого	2	5
81	можно было	3	5
82	тем что	3	5
83	в которой	4	5
84	ничего не	6	5
85	не могут	6	4
86	все эти	8	4
87	с другой	2	4
88	это не	10	4
89	то время	2	4
90	в пределах	9	4
91	при этом	3	4
92	в самом	8	4
93	на этот	2	4
94	в целом	4	4
95	и их	2	4
96	в свете	3	4
97	именно в	6	4
98	и по	2	4
99	в результате	4	4
100	бы в	3	4
101	мысли в	2	4
102	точек зрения	3	4
103	мы видим	3	4
104	лучшем случае	2	4
105	с их	5	4
106	еще не	5	4
107	за пределы	6	4
108	вместе с	2	4
109	той же	6	4
110	тому как	3	4
111	подобно тому	3	4
112	мы его	2	4
113	прежде всего	7	3
114	в смысле	2	3
115	и как	8	3
116	но это	5	3
117	самом деле	5	3
118	но как	3	3
119	до конца	5	3
120	к нему	3	3
121	и тем	2	3
122	от того	2	3
123	в их	3	3
124	сознания в	2	3
125	они не	3	3
126	как на	2	3
127	а в	7	3
128	и с	4	3
129	говорить о	2	3
130	в первом	2	3
131	в этих	2	3
132	между тем	5	3
133	мы не	2	3
134	в одном	9	3
135	к этому	2	3
136	он может	3	3
137	таким же	2	3
138	все же	5	3
139	по существу	4	3
140	это и	9	3
141	чем в	2	3
142	никак не	2	3
143	а потому	2	3
144	что и	5	3
145	сих пор	2	3
146	не на	3	3
147	в себя	3	3
148	из которых	2	3
149	и его	13	3
150	в лучшем	2	3
151	он в	2	3
152	отношения между	2	3
153	до сих	2	3
154	я не	3	2
155	и другие	2	2
156	себя и	2	2
157	друг другу	2	2
158	именно потому	2	2
159	но все	4	2
160	является не	3	2
161	не дает	3	2
162	в плоскости	4	2
163	на его	2	2
164	одним из	8	2
165	совпадает с	2	2
166	в котором	2	2
167	в своей	11	2
168	исходит из	3	2
169	из них	2	2
170	в отличие	2	2
171	что она	2	2
172	все это	7	2
173	другой стороны	2	2
174	то и	2	2
175	отношения к	2	2
176	в совершенно	2	2
177	и даже	3	2
178	и другими	4	2
179	что для	2	2
180	в своих	2	2
181	говорит он	8	2
182	все равно	2	2
183	и здесь	3	2
184	в истории	2	2
185	в плоскость	3	2
186	их в	2	2
187	но они	4	2
188	в этот	2	2
189	сознания и	3	2
190	для его	3	2
191	в единстве	7	2
192	в зависимости	3	2
193	точками зрения	2	2
194	в них	3	2
195	что было	3	2
196	в жизни	6	2
197	вовсе не	8	2
198	его в	4	2
199	есть не	2	2
200	и к	4	2
201	нам кажется	4	2
202	же в	2	2
203	отличие от	2	2
204	зависимости от	3	2
205	все что	3	2
206	жизни и	6	2
207	в первой	2	2
208	является для	2	2
209	и потому	3	2
210	благодаря этому	2	2
211	во всех	5	2
212	его на	2	2
213	ни одного	2	2
214	во всяком	4	2
215	ни на	2	2
216	само по	2	2
217	сознание и	3	2
218	как будто	3	2
219	же по	2	2
