N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	2	54
2	т е	21	48
3	и не	31	27
4	а не	22	26
5	точки зрения	19	25
6	и в	29	24
7	и т	4	24
8	не только	15	23
9	по себе	8	20
10	не может	12	19
11	ничего не	5	17
12	и есть	2	16
13	и что	2	15
14	то что	15	14
15	с точки	13	14
16	может быть	24	13
17	таким образом	12	13
18	и даже	2	13
19	что он	8	13
20	вовсе не	7	13
21	есть и	2	12
22	что же	4	11
23	в сущности	5	10
24	ни в	3	9
25	но и	14	9
26	что она	6	9
27	прежде всего	7	8
28	так что	2	8
29	и как	7	8
30	отличается от	3	8
31	том что	7	8
32	в этом	22	8
33	если же	3	8
34	что в	8	7
35	никогда не	3	7
36	и нет	2	7
37	в самом	10	7
38	что оно	2	7
39	потому что	8	7
40	это и	5	7
41	как и	12	7
42	как раз	6	7
43	я не	3	6
44	есть то	3	6
45	должна быть	5	6
46	кроме того	3	6
47	все это	6	6
48	и с	4	6
49	так как	6	6
50	если бы	9	6
51	превращается в	4	6
52	оно не	3	6
53	что и	4	6
54	не на	4	6
55	то же	14	6
56	самом деле	6	6
57	и пр	3	6
58	с этой	2	5
59	как же	4	5
60	в том	8	5
61	но это	4	5
62	только как	2	5
63	точка зрения	12	5
64	жизни и	2	5
65	и его	14	5
66	как на	3	5
67	одно из	2	5
68	в то	10	5
69	само по	3	5
70	в них	3	5
71	вопрос о	2	5
72	и к	2	5
73	было бы	5	5
74	он не	5	5
75	так и	7	5
76	уже не	13	5
77	только в	10	5
78	тому что	3	4
79	с другой	3	4
80	это не	9	4
81	не могут	6	4
82	все остальное	2	4
83	хотя бы	2	4
84	во что	2	4
85	так же	6	4
86	сказать что	3	4
87	сознания и	5	4
88	в истории	2	4
89	конечно не	2	4
90	о нем	9	4
91	от того	4	4
92	е не	2	4
93	тому как	3	4
94	подобно тому	3	4
95	е в	2	4
96	и это	5	4
97	для него	18	4
98	перед нами	5	3
99	не было	4	3
100	все же	9	3
101	все время	2	3
102	за пределы	7	3
103	в своем	8	3
104	в одной	6	3
105	и от	2	3
106	была бы	3	3
107	его как	4	3
108	не в	7	3
109	она не	7	3
110	же время	9	3
111	в основе	4	3
112	в нем	19	3
113	то и	2	3
114	все эти	9	3
115	должно быть	4	3
116	друг друга	3	3
117	и на	7	3
118	мир в	3	3
119	с этим	2	3
120	он и	5	3
121	мы уже	2	3
122	мир и	5	3
123	как целое	2	3
124	себя как	2	3
125	выйти за	2	3
126	тем что	4	3
127	уже и	2	3
128	он есть	4	3
129	мира и	7	3
130	на себя	2	3
131	сознание и	5	3
132	зависимости от	5	3
133	одна из	3	3
134	все что	3	3
135	и о	5	3
136	не значит	4	3
137	сами по	3	3
138	как бы	19	3
139	или же	2	3
140	также не	2	3
141	из которых	2	3
142	раз и	4	3
143	к нему	6	3
144	той же	5	3
145	и ее	2	3
146	не знает	3	3
147	и этим	3	3
148	о себе	12	2
149	в смысле	2	2
150	как таковой	2	2
151	лишь как	7	2
152	еще не	5	2
153	при этом	2	2
154	несмотря на	6	2
155	например в	3	2
156	не о	2	2
157	и следовательно	4	2
158	себя и	2	2
159	всяком случае	3	2
160	и уже	2	2
161	себя самого	2	2
162	другой стороны	3	2
163	как например	2	2
164	именно в	5	2
165	они не	4	2
166	а в	7	2
167	же и	2	2
168	в своих	3	2
169	никак не	2	2
170	их в	4	2
171	в ней	2	2
172	для себя	2	2
173	и здесь	3	2
174	и потому	6	2
175	бы в	3	2
176	в чисто	2	2
177	слово в	2	2
178	нет ни	2	2
179	но в	7	2
180	но они	2	2
181	с которой	2	2
182	с его	9	2
183	сознания но	2	2
184	у него	5	2
185	перестает быть	4	2
186	в зависимости	5	2
187	на котором	3	2
188	нового времени	3	2
189	и во	2	2
190	в особом	3	2
191	в их	3	2
192	личности в	4	2
193	в условиях	2	2
194	же в	2	2
195	но как	3	2
196	по существу	3	2
197	так чтобы	4	2
198	но не	9	2
199	только он	2	2
200	ведь это	2	2
201	ни один	3	2
202	и понимания	3	2
203	однако не	2	2
204	как не	8	2
205	бытия в	3	2
206	следовательно и	2	2
207	или к	2	2
208	как мы	4	2
209	и у	3	2
210	и для	4	2
211	в данном	2	2
212	бы то	2	2
213	во всяком	5	2
214	могут быть	6	2
215	в себе	7	2
216	его на	2	2
217	в его	24	2
